Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[0, 2]	[[9.075000000000045, 984.525], [-0.6631, 2.5431]]	1	0.5358694375953974	0.5358694375953974	1	559.4306538630022	9995	6	0.6666666666666666	555.9576510327204	4564	8517	4564	8517	0
[0, 2]	[[307.5093493168477, 851.732], [0.5169000000000001, 3.7231]]	0	0.3725170954086617	0.3725170954086617	1	650.7120377272656	9983	29	0.6666666666666666	650.7120377272656	1144	3071	1144	3071	0
[2]	[[-0.3543499999999997, 4.59435]]	0	0.5032122063842602	0.5032122063842602	1	558.9735418878689	9986	29	0.3333333333333333	554.84165499968	5013	9962	5013	9962	0
[0, 1]	[[1000.1818714421968, 1202.708], [22.363599999999998, 10.453999999999999]]	1	0.08333333333333334	0.8333333333333334	1	2.32	35	35	0.6666666666666666	2.32	0	0	0	0	0
[0, 2, 1]	[[379.98107439575426, 984.525], [-0.6631, 2.5431], [21.1673, 10.453999999999999]]	1	0.05862068965517241	0.5862068965517241	1	4.851334097539369	39	39	1.0	4.851334097539369	0	0	0	0	0
[2]	[[-0.6631, 2.5431]]	1	0.5113399802782952	0.5113399802782952	1	559.4306523491676	9995	39	0.3333333333333333	555.9576473368352	4667	9127	4667	9127	0
[2, 0]	[[-0.6631, 2.5431], [29.414000000000044, 835.7860000000001]]	1	0.5245857830037414	0.5245857830037414	1	533.5799760656486	9984	53	0.6666666666666666	540.4140157532199	3926	7484	3926	7484	0
[2]	[[-0.6970000000000001, 2.0561499999999997]]	1	0.5163159139276424	0.5163159139276424	1	553.1717949347689	9984	53	0.3333333333333333	540.6772337274631	4367	8458	4367	8458	0
[0, 2]	[[734.4920000000001, 130.06], [0.28930000000000033, 4.6107]]	1	0.09375	0.9375	1	6.411255840768	73	73	0.6666666666666666	6.411255840768	0	0	0	0	0
[0, 1, 2]	[[734.4920000000001, 1202.708], [23.4499, 33.8301], [1.4742000000000002, 3.4258]]	1	0.7910447761194029	0.7910447761194029	1	636.0263112479662	9995	73	1.0	626.5328890599577	689	871	689	871	0
[1]	[[19.434800000000003, 28.1252]]	0	0.5192509014772595	0.5192509014772595	1	557.5398972343246	9986	79	0.3333333333333333	551.3415459822378	4464	8597	4464	8597	0
[1]	[[14.968900000000001, 32.5911]]	0	0.5037298387096775	0.5037298387096775	1	558.9735418878689	9986	79	0.3333333333333333	554.84165499968	4997	9920	4997	9920	0
[2, 0, 1]	[[-0.6631, 2.5431], [9.075000000000045, 835.7860000000001], [18.8657, 30.694300000000002]]	1	0.508998435054773	0.508998435054773	1	533.5769822648496	9984	84	1.0	540.4081684860341	3903	7668	3903	7668	0
[0, 2, 1]	[[29.414000000000044, 984.525], [-0.6970000000000001, 2.5431], [20.555500000000002, 29.0045]]	1	0.5587774294670846	0.5587774294670846	1	586.5401351868346	9995	84	1.0	559.8674515367863	4278	7656	4278	7656	0
[0, 2]	[[9.075000000000045, 984.525], [0.11509999999999998, 2.4849]]	1	0.5371450797355115	0.5371450797355115	1	613.8049676353128	9995	108	0.6666666666666666	595.6952619301761	2762	5142	2762	5142	0
[0, 2]	[[734.4920000000001, 1202.708], [-0.5819000000000001, 3.1819]]	1	0.8068506184586108	0.8068506184586108	1	668.0851404095899	9995	108	0.6666666666666666	666.6064255119875	1696	2102	1696	2102	0
[0]	[[-130.06, 582.0070000000001]]	0	0.6900702106318957	0.6900702106318957	1	526.8456582548386	9986	113	0.3333333333333333	527.2610512789814	4128	5982	4128	5982	0
[2, 0]	[[2.0657841406176454, 2.5431], [187.18300000000002, 694.417]]	1	0.23104693140794225	0.23104693140794225	1	563.7698852120045	9955	128	0.6666666666666666	563.7698852120045	64	277	64	277	0
[2, 0]	[[-0.6631, 2.5431], [-1.4039999999999964, 883.004]]	1	0.4918574463063488	0.4918574463063488	1	533.5715329660842	9984	128	0.6666666666666666	540.3975253243832	4168	8474	4168	8474	0
[1, 2]	[[14.968900000000001, 32.5911], [-0.6970000000000001, 1.63795]]	0	0.4791666666666667	0.4791666666666667	1	536.7469615187346	9986	129	0.6666666666666666	546.5995342162785	3611	7536	3611	7536	0
[0, 2]	[[279.468, 285.75704607609055], [-0.6970000000000001, 2.33495]]	0	0.6571428571428571	0.6571428571428571	1	483.3455480993649	9868	129	0.6666666666666666	483.3455480993649	46	70	46	70	0
[0, 1, 2]	[[653.0235894702647, 734.4920000000001], [23.4499, 33.8301], [0.8241999999999999, 2.7758000000000003]]	1	0.7784552845528455	0.7784552845528455	1	712.1151500165445	9984	139	1.0	712.1151500165445	383	492	383	492	0
[0, 2, 1]	[[734.4920000000001, 1202.708], [1.4742000000000002, 3.4258], [21.3031, 10.453999999999999]]	1	0.08484848484848485	0.8484848484848485	1	12.512193639151045	139	139	1.0	12.512193639151045	0	0	0	0	0
[0, 2, 1]	[[9.075000000000045, 984.525], [-0.6631, 2.5431], [17.371, 34.269000000000005]]	1	0.5358760429082241	0.5358760429082241	1	559.4306538630022	9995	156	1.0	555.9576510327204	4496	8390	4496	8390	0
[0, 2]	[[-102.24635320492926, 582.0070000000001], [-0.33795, 2.93795]]	0	0.6784033466968798	0.6784033466968798	1	526.8458313088476	9986	165	0.6666666666666666	527.2613892750929	3892	5737	3892	5737	0
[2]	[[2.5787500000000003, 4.32125]]	1	0.3363754889178618	0.3363754889178618	1	461.4724206349226	9853	172	0.3333333333333333	461.4724206349226	258	767	258	767	0
[0, 2, 1]	[[9.075000000000045, 984.525], [-0.6631, 2.5431], [17.5306, 27.669400000000003]]	1	0.5160593403427913	0.5160593403427913	1	558.2559790852745	9995	181	1.0	553.0897926886583	3583	6943	3583	6943	0
