InstanceID	R_0	R_1	R_2	R_3	R_4	R_5	Class
2413	554.9225835056861	3025.665255444086	524.9206324562921	558.5295934519796	1338.0661969447856	2106.5444076136287	0
1364	204.3066882071695	2878.4653919476605	459.85921945346047	296.5248179833934	2396.829227448946	1853.7419613693644	0
680	142.36992312037407	2538.593428735541	455.1140647963443	645.5877833104861	2249.857926517791	1634.7209538510328	0
230	533.3120724494851	2848.8642092317077	375.4215544363921	679.8584672608216	2770.7957852321206	2038.3575698527807	0
2786	209.97570223724983	2478.238838471576	416.18401378841355	183.1205168954681	2698.3917046418605	1584.9695205977569	0
114	465.5406127231611	2992.0270457788224	351.88240492094394	555.4366321403929	2535.300391139065	1885.8028798894966	0
1863	906.2242884550893	3323.850977267259	654.7757037143762	818.1937193067541	2034.608897443654	2235.127845237009	0
494	1015.6969429051981	2362.445615555735	613.1974060945066	534.4257600559115	1696.6422662816062	1986.4093728867626	0
4031	868.9912049109304	3089.148984061388	579.8003261292691	721.235139398129	1589.414567746463	2202.5130319138316	0
2113	149.27945569873816	2341.03455565959	341.1077844564536	572.1213135111979	2706.2380273909375	1480.186597186686	0
339	746.6838657651633	1877.6466181305022	584.6819559483455	634.3274248188501	1216.4551154879362	1550.9403658463646	0
564	839.0234317192196	3070.505019991893	592.6425141376697	679.8394202435716	1939.742440575813	2369.966223736969	0
2610	949.0839897035289	3260.2208950913755	497.1555486798797	694.0072879182752	1977.8224605254627	2231.104656798339	0
2241	362.72840268810336	2662.8018359813564	310.9029685056885	552.8781510800126	2794.0326521239053	1699.2637059301069	0
2367	612.0943403850476	2548.1059677958324	521.382383171865	659.2113511224671	1611.206869042921	1978.6205869675123	0
1334	324.6064004884813	3080.551469502932	436.5911895558089	503.6213043197818	1855.8830044721888	1989.7418100643688	0
3532	194.44502645260175	2764.910666120922	424.293875641212	542.534813759547	2323.9088929029344	1776.1156508965037	0
741	273.4836608597082	2344.6796063914326	237.12965919783642	544.1420971140224	1661.881913498138	1506.5350094193186	0
3026	638.3243363667755	2391.0512375633693	461.54732047221853	709.6199427007055	2416.497219113677	1960.876718545258	0
3997	913.4842200165041	3308.023288784516	542.8317759145901	814.4429076359252	1690.5960326194074	2210.788557345969	0
4219	277.044505630042	2994.7993218099205	504.9542320154689	449.32050281394675	2531.3664378824515	1955.0942353047103	0
4183	405.21817348296815	3029.934890190118	564.2576831943683	436.07874705456595	2130.8106496584874	2077.026648513139	0
194	528.3657397141639	2908.939044066037	393.4615230230412	584.3665623667479	2766.3199420354426	1933.5100362534931	0
3067	722.4109692983642	2115.067356881526	650.0034406250842	759.0283901437348	2322.616049200891	1752.3605194896968	0
1245	756.9251431936378	3262.9871743261215	407.2890713060363	749.9581021611164	1917.6218493791162	2157.52508044597	0
4027	920.6318076893217	3112.4635646265533	577.3457956420763	767.267713855267	1686.4997569842997	2198.7715608031035	0
3440	650.9900126342524	3078.5865961013137	452.3301929558625	596.9293216318825	1950.0804587737844	2011.2780228017398	0
1326	329.5356798123142	3077.5968830363354	407.62124133980166	658.8901095139109	1821.7707524920784	1997.8729284078304	0
2062	238.4961764773727	2663.464568788993	423.63129633507964	651.5441203834661	2664.336639857207	1723.416411075933	0
691	115.69990948760484	2388.7110377557915	422.2770246214139	639.5214939166528	2519.5214325109673	1524.459620613263	0
4195	312.26396878195305	2964.7199405215383	475.88249438252944	198.43068721467841	2473.206120146671	1951.313642499948	0
452	903.4540176573881	1810.163580502041	623.5230680992082	703.3816336713891	2353.2261328657787	1546.1768888448532	0
2135	114.73654804788502	2304.911411886257	330.6782357379751	573.5129165664533	2524.955904309533	1447.2093109403916	0
923	528.2649806048855	2906.9555682548203	495.52606988328614	560.0605545426594	1794.1715726879347	1881.7075644162005	0
3286	851.5694922755376	3327.0935976783994	428.9468864757705	700.3139840276925	1660.0152715782347	2071.5115503013994	0
1057	824.9679311995794	3122.368154796519	560.5334512154866	870.1887626386839	1411.753212231809	2213.558791546014	0
1400	140.34237363493946	2775.0573725350127	482.1723071262217	549.1117016586923	2454.6355377449013	1827.3680382567354	0
3555	145.24757896441668	2514.44029470033	435.52987383443633	530.3129509689538	2474.9820156780297	1614.0202726794325	0
602	453.1338422579381	2754.576755649342	480.2967384813324	680.3789290876139	1360.9231581822646	2044.172495064361	0
3045	562.4222196641821	1827.215392571297	475.94592173299054	689.8761997344762	2714.4698107836016	1460.604292211288	0
1368	201.39968144604094	2879.4814033295334	455.00814900474546	293.71103143116517	2459.954726484492	1867.6697458830358	0
2111	149.30266626277373	2344.497313856557	353.97201428002967	575.6553673308049	2721.219389195641	1483.655674040106	0
597	401.9545892919847	2622.2775836731807	501.30625384619503	733.4288910219349	2558.165354380015	2021.728645451305	0
1696	632.4571818276313	2090.34294961566	524.1476922990148	794.5970203005056	2809.4550202280147	1681.1896466153582	0
1077	805.7623758353323	3331.8759946801797	519.7967623419883	725.0782676051577	1981.1463458348428	2107.402138612536	0
4124	750.2293454981651	3344.013499209576	582.846967270145	753.1701282869341	2081.000093912526	2125.777009721342	0
1786	775.700865067602	3019.59413921553	570.8332699387098	722.1860520364229	2461.275256379625	2137.7832716056814	0
1922	879.9848965236487	3225.2202983661346	628.3608342344734	857.7566606353107	2108.4212530610303	2260.5066409879278	0
1410	119.67468922447416	2746.977625791887	470.2211499771775	657.4620651207066	2314.999035931714	1781.2854086028362	0
