R_1	R_4	570	428.4647757799177
R_4	R_5	554	407.13076925635335
R_1	R_5	518	368.11575727938043
R_3	R_4	442	325.5756973829217
R_1	R_3	429	306.90706729998635
R_0	R_4	395	284.6379497969668
R_3	R_5	393	272.23171086154724
R_0	R_1	379	267.83568937015036
R_2	R_4	337	259.74469927124596
R_0	R_5	356	243.72775008645442
R_1	R_2	298	218.37474822592313
R_2	R_5	279	198.25102236638486
R_0	R_3	290	193.23411852984464
R_2	R_3	245	179.35489501940094
R_0	R_2	237	168.85960190176496
