Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[1]	[[-136.4, 170.5]]	0	1.0	1.0	8	818.0078270397182	999982	11764	0.25	6782.078270397183	343355	343355	12816	12816	1
[1]	[[-136.4, -136.4]]	0	0.1	1.0	5	856.7988759503576	239891	239891	0.25	4283.994379751788	0	0	0	0	1
[1]	[[-136.4, 171.26728306754478]]	0	1.0	1.0	3	818.0078270397337	999982	344948	0.25	2543.279351399001	228487	228487	12866	12866	1
[0]	[[0.6031765, 0.7450995]]	0	0.992960439407634	0.992960439407634	6	862.3191456903762	999996	408910	0.25	5173.914874142258	171381	172596	10677	10752	1
[0]	[[0.6466625, 0.7699375]]	0	1.0	1.0	3	878.5572299739918	999996	473555	0.25	2635.6716899219755	102497	102497	7168	7168	1
[1]	[[-136.4, 170.54415328342066]]	0	1.0	1.0	3	818.0078270397182	999982	535659	0.25	2543.2793513989436	161323	161323	12816	12816	1
[0]	[[0.6466625, 0.7471685]]	0	1.0	1.0	4	878.5572299739918	999996	568215	0.25	3514.228919895967	84038	84038	6172	6172	1
[0]	[[0.6081075, 0.7450995]]	0	0.9946966329304979	0.9946966329304979	10	862.3309567821632	999996	651992	0.25	8623.309567821632	96218	96731	10186	10240	1
[2]	[[17.962999999999997, 21.837]]	0	0.9974516009700357	0.9974516009700357	2	698.3731498102784	999982	658108	0.25	1396.432874525696	48534	48658	5235	5248	1
[1]	[[-136.4, 171.46857452208735]]	0	1.0	1.0	11	818.0078270397337	999982	667730	0.25	9325.357621796338	115875	115875	12866	12866	1
[0]	[[0.480032, 0.7635645]]	0	0.9647639956092207	0.9647639956092207	4	846.4300318470572	999996	672493	0.25	3385.720127388229	166991	173090	18770	19456	1
[0]	[[0.6299005, 0.7728995000000001]]	0	0.9982395334763713	0.9982395334763713	4	870.4244519051769	999996	692119	0.25	3481.6978076207074	72580	72708	8689	8704	1
[0]	[[0.5610799999999999, 0.75832]]	0	0.9830112183547949	0.9830112183547949	1	856.7488837333249	999996	768827	0.25	856.7488837333249	85347	86822	11516	11710	1
[2]	[[17.222, 23.778]]	0	0.9765049884655509	0.9765049884655509	1	692.774985591828	999982	789280	0.25	691.218731989785	66458	68057	3389	3467	1
[0]	[[0.5418525000000001, 0.7637475]]	0	0.979819709076009	0.979819709076009	13	854.5640903373491	999996	806190	0.25	11109.333174385538	76520	78096	14549	14848	1
[1]	[[-136.32, 170.54415328342066]]	0	1.0	1.0	1	818.0078270397182	999982	809794	0.25	847.7597837996478	66090	66090	12816	12816	1
[0]	[[0.586911, 0.75832]]	0	0.9904420958873607	0.9904420958873607	7	861.9965288529258	999996	817281	0.25	6033.975701970481	57823	58381	11663	11776	1
[1]	[[-136.4, 160.22061325109786]]	0	1.0	1.0	4	818.0151180376823	999982	819727	0.25	3391.0755901884118	59849	59849	12238	12238	1
[3]	[[-0.76, 1.292]]	0	0.9411203026157533	0.9411203026157533	3	673.6187313048279	999982	821850	0.25	1984.0253029913804	102504	108917	21212	22536	1
[1]	[[-8.976136588509206, 170.5]]	0	1.0	1.0	3	818.0078270397182	999982	824524	0.25	2543.2793513989436	60980	60980	12816	12816	1
[1]	[[237.22000000000003, 450.40298395275903]]	0	0.9821805610338987	0.9821805610338987	2	679.3751490324327	999996	825746	0.25	1358.7502980648653	42331	43099	8966	9127	1
[1]	[[-121.32, 167.14961850197315]]	0	1.0	1.0	2	818.0078270397182	999982	826335	0.25	1695.5195675992957	59624	59624	12653	12653	1
[3]	[[3.398, 5.602]]	0	0.9793261868300153	0.9793261868300153	3	756.1195852666226	999967	828222	0.25	2268.358755799868	5116	5224	1097	1120	1
[1]	[[-136.4, 167.14961850197315]]	0	1.0	1.0	1	818.0078270397182	999982	828433	0.25	847.7597837996478	58873	58873	12653	12653	1
[0]	[[0.20069, 0.35058900000000004]]	0	0.9670238342584073	0.9670238342584073	4	672.711658247169	999982	837974	0.25	2639.6978640448065	32580	33691	7429	7680	1
[0]	[[0.42461499999999996, 0.7697849999999999]]	0	0.9543146711536769	0.9543146711536769	3	806.0480047952271	999996	840193	0.25	2526.9300179821016	97551	102221	22477	23552	1
[3]	[[-0.76, 0.988]]	0	0.9410353575560721	0.9410353575560721	2	673.6187313048279	999982	845915	0.25	1322.683535327587	88654	94209	21212	22536	1
[2]	[[17.3475, 23.374000000000002]]	0	0.982025164769323	0.982025164769323	5	691.4044478767357	999982	846328	0.25	3447.527799229598	42614	43394	10206	10394	1
[0]	[[0.5175940000000001, 0.7635645]]	0	0.974118449665288	0.974118449665288	3	853.6548960756455	999996	846476	0.25	2560.9646882269367	68538	70359	16457	16896	1
[0]	[[0.49364899999999995, 0.780823]]	0	0.9685311469378638	0.9685311469378638	9	846.4311500310151	999996	847789	0.25	7617.880350279136	73712	76107	17851	18432	1
[1]	[[111.59999999999997, 1066.4]]	0	0.9243385674338568	0.9243385674338568	1	713.51673188066	999996	848174	0.25	735.5573935635314	103134	111576	25041	27086	1
[0]	[[0.20069, 0.33333050000000003]]	0	0.9756754761553226	0.9756754761553226	1	679.8516178848661	999982	849891	0.25	671.0806529451032	26433	27092	6495	6656	1
[1]	[[-116.34, 388.34000000000003]]	0	0.9967773974050125	0.9967773974050125	2	753.8134320887008	999996	851942	0.25	1535.033580221752	94339	94644	23488	23564	1
[3]	[[1.834, 5.272]]	0	0.9605175846051759	0.9605175846051759	1	765.9467673932402	999996	856149	0.25	765.9467673932402	26055	27126	6685	6958	1
[0]	[[0.519663, 0.787723]]	0	0.9741011158561785	0.9741011158561785	3	853.6548960756455	999996	857445	0.25	3414.619584302582	63639	65331	16457	16896	1
[3]	[[2.898, 6.593044037996694]]	0	0.974708599076314	0.974708599076314	3	791.4050922244186	999996	858506	0.25	2374.2152766732556	8864	9094	2308	2369	1
[0]	[[0.455377, 0.7635645]]	0	0.961122244488978	0.961122244488978	4	844.6209921079316	999996	858860	0.25	3378.483968431726	79134	82335	20666	21504	1
[3]	[[2.898, 4.632]]	0	0.9747503086073392	0.9747503086073392	5	791.4253820152168	999996	859555	0.25	3957.1269100760837	8686	8911	2280	2340	1
[3]	[[2.422, 4.702]]	0	0.9676158570630933	0.9676158570630933	6	787.8344204401817	999996	861431	0.25	4727.00652264109	15597	16119	4151	4292	1
[1]	[[-136.4, 741.22]]	0	0.9651176923388567	0.9651176923388567	3	718.1978119507131	999996	861748	0.25	2260.0184293987095	119110	123415	31759	32910	1
[1]	[[-46.24000000000001, 171.46857452208735]]	0	1.0	1.0	1	818.0078270397337	999982	862188	0.25	847.759783799667	48085	48085	12866	12866	1
[1]	[[-136.4, 554.1800000000001]]	0	0.9843048063006334	0.9843048063006334	2	754.1861814862209	999996	863187	0.25	1535.9654537155523	104732	106402	28232	28679	1
[1]	[[75.38, 634.62]]	0	0.9684449650374471	0.9684449650374471	1	739.6995232967543	999996	864822	0.25	759.3744041209428	81852	84519	22309	23030	1
[1]	[[-136.4, 160.86302351849062]]	0	1.0	1.0	2	818.0151180376823	999982	865076	0.25	1695.5377950942059	44784	44784	12238	12238	1
[3]	[[3.17, 5.83]]	0	0.978776529338327	0.978776529338327	3	756.1195852666226	999967	868778	0.25	2268.358755799868	3920	4005	1098	1121	1
[1]	[[-71.82, 101.11528924081664]]	0	1.0	1.0	2	805.1508077669649	999982	871303	0.25	1663.3770194174124	31466	31466	9026	9026	1
[1]	[[189.5526265804189, 554.1800000000001]]	0	0.9697462086041473	0.9697462086041473	6	689.7192484420227	999996	871436	0.25	4138.315490652136	50132	51696	14377	14822	1
[1]	[[438.62, 1243.38]]	0	0.8325505050505051	0.8325505050505051	1	703.3073516176257	999978	873135	0.25	719.6052369025401	32969	39600	9597	11519	1
[2]	[[16.781, 26.019]]	0	0.956660152964166	0.956660152964166	3	723.7834661041959	999982	876554	0.25	2219.172497363418	73924	77273	22094	23090	1
[3]	[[0.12200000000000011, 2.4779999999999998]]	0	0.9350871903908097	0.9350871903908097	1	764.0433862392015	999978	876981	0.25	789.8042327990019	58932	63023	17674	18899	1
[3]	[[1.2940000000000003, 3.330651525506209]]	0	0.9454917566799318	0.9454917566799318	2	776.3877790194299	999996	877280	0.25	1610.4694475485749	41578	43975	12481	13203	1
[1]	[[41.719966528692424, 119.2368038193461]]	0	1.0	1.0	1	812.844153689625	999982	878078	0.25	812.844153689625	15678	15678	4743	4743	1
[3]	[[-0.76, 2.546]]	0	0.9404794042355131	0.9404794042355131	2	704.9640544936198	999982	878296	0.25	1454.984587865702	101031	107425	30613	32540	1
[0]	[[0.4716425, 0.7921575000000001]]	0	0.9625593407577703	0.9625593407577703	4	846.4300317187106	999996	879524	0.25	3385.720126874842	64478	66986	19714	20480	1
[0]	[[0.480032, 0.787723]]	0	0.9647631397787491	0.9647631397787491	2	846.4300318470572	999996	881708	0.25	1692.8600636941144	60262	62463	18770	19456	1
[2]	[[16.310000000000002, 23.423]]	0	0.980181118537164	0.980181118537164	1	691.4044671485146	999982	882287	0.25	689.5055839356434	33878	34563	10599	10815	1
[0]	[[0.5126630000000001, 0.7329855000000001]]	0	0.9709976348338568	0.9709976348338568	2	845.5400044329307	999996	883922	0.25	1691.0800088658614	50086	51582	15905	16384	1
[0]	[[0.5610799999999999, 0.7635645]]	0	0.983084140226007	0.983084140226007	4	856.7488837333249	999996	884597	0.25	3426.9955349332995	42541	43273	13590	13824	1
[1]	[[653.86, 1022.14]]	0	0.7840849730106216	0.7840849730106216	2	705.9196694440698	999978	886317	0.25	1419.2991736101744	13509	17229	4379	5585	1
[1]	[[-61.120000000000005, 839.12]]	0	0.9550301604198181	0.9550301604198181	1	718.0511191352177	999996	886517	0.25	753.0529670609722	102278	107094	33226	34789	1
[1]	[[383.6276007553221, 609.3414354893771]]	0	0.9137726913970008	0.9137726913970008	1	734.9753621014144	999952	886852	0.25	734.9753621014144	18524	20272	6043	6611	1
[1]	[[46.68675000290108, 117.59738516315625]]	0	1.0	1.0	2	812.161028940604	999982	887761	0.25	1624.322057881208	13049	13049	4288	4288	1
[0]	[[0.6466625, 0.7728995000000001]]	0	1.0	1.0	9	878.5572299739918	999996	888450	0.25	7907.015069765926	21678	21678	7168	7168	1
[1]	[[279.76, 716.24]]	0	0.923468759997047	0.923468759997047	2	691.1430716600164	999996	889813	0.25	1401.1970989375511	37527	40637	12550	13589	1
[1]	[[-70.92200389954141, 277.50654235295394]]	0	0.9991831400098024	0.9991831400098024	1	779.3227054210735	999982	891292	0.25	799.4033817763418	55044	55089	18669	18684	1
[1]	[[-71.82, 134.0317012262356]]	0	1.0	1.0	3	826.6342972389468	999982	891389	0.25	2575.6286146460507	31948	31948	10851	10851	1
[1]	[[541.8399999999999, 1060.16]]	0	0.8049622983276465	0.8049622983276465	1	691.2730398639071	999978	895258	0.25	700.801624787355	19109	23739	6711	8339	1
[0]	[[0.5774455, 0.77222]]	0	0.9891829689298044	0.9891829689298044	5	860.5627929521588	999996	895751	0.25	4302.813964760794	34384	34760	12154	12288	1
[0]	[[0.541356, 0.778044]]	0	0.9787534100892403	0.9787534100892403	8	854.430300200318	999996	896195	0.25	6835.442401602544	42335	43254	15028	15360	1
[0]	[[0.5308145, 0.778044]]	0	0.9768215642633934	0.9768215642633934	2	854.430300185132	999996	896676	0.25	1708.860600370264	43450	44481	15500	15872	1
[2]	[[17.555500000000002, 26.6445]]	0	0.9548942106486864	0.9548942106486864	4	716.9255582034909	999982	897948	0.25	2916.034738771818	69819	73117	25229	26419	1
[1]	[[-136.4, 352.54]]	0	0.9976670962689854	0.9976670962689854	1	761.4626944525183	999996	898075	0.25	777.078368065648	61154	61297	22095	22147	1
[1]	[[-136.4, 690.94]]	0	0.9700532794414845	0.9700532794414845	2	718.1978119523437	999996	899153	0.25	1506.6789529388425	84480	87088	30877	31827	1
[0]	[[0.20069, 0.333827]]	0	0.9755210056235528	0.9755210056235528	2	679.8516178848661	999982	899502	0.25	1342.1613058902064	17694	18138	6495	6656	1
[1]	[[408.74, 995.26]]	0	0.84493029725725	0.84493029725725	1	699.9858383302837	999978	899639	0.25	714.4153723910682	27941	33069	10271	12151	1
[0]	[[0.45843593512332304, 0.7921575000000001]]	0	0.9618334006001369	0.9618334006001369	1	846.4300284947569	999996	899920	0.25	846.4300284947569	54812	56987	20194	20992	1
[1]	[[-136.4, 468.3]]	0	0.992143707080699	0.992143707080699	1	753.3529988041793	999996	902010	0.25	766.941248505224	69205	69753	26055	26257	1
[2]	[[26.8375, 30.5625]]	0	0.9142078983204721	0.9142078983204721	1	746.7625848610288	999996	902502	0.25	768.203231076286	22154	24233	8376	9166	1
[3]	[[2.974, 6.593044037996694]]	0	0.974628312863607	0.974628312863607	1	791.4050922244186	999996	903815	0.25	791.4050922244186	6031	6188	2308	2369	1
[0]	[[0.5610799999999999, 0.77222]]	0	0.9828644430249673	0.9828644430249673	4	856.7488837333249	999996	904152	0.25	3426.9955349332995	35390	36007	13590	13824	1
[1]	[[-136.4, 108.956204021874]]	0	1.0	1.0	2	800.2112433608097	999982	904544	0.25	1651.0281084020244	24397	24397	9439	9439	1
[2]	[[23.224, 30.376]]	0	0.9287444694277218	0.9287444694277218	1	750.5517331202598	999996	904963	0.25	793.4245830004058	64023	68935	24855	26746	1
[1]	[[-136.4, 398.18]]	0	0.9964652799270252	0.9964652799270252	1	753.813318968816	999996	905401	0.25	767.51664871102	61174	61391	23841	23926	1
[1]	[[22.43514270840739, 160.22061325109786]]	0	1.0	1.0	1	811.8255527938952	999982	907064	0.25	840.0319409923691	21286	21286	8436	8436	1
[2]	[[23.2905, 27.9095]]	0	0.9328625051144753	0.9328625051144753	1	747.2500027686634	999967	909118	0.25	788.2656293260366	52439	56213	21297	22815	1
[2]	[[22.131999999999998, 31.668]]	0	0.9334932834148464	0.9334932834148464	1	735.4852968676098	999996	909246	0.25	769.8832763556404	70812	75857	28778	30820	1
[3]	[[1.2500000000000002, 3.1500000000000004]]	0	0.9460216775464959	0.9460216775464959	3	776.3877790194299	999996	909282	0.25	2415.7041713228623	30723	32476	12481	13203	1
[2]	[[19.0395, 23.3605]]	0	0.9819198287141667	0.9819198287141667	3	691.4044478767357	999982	909737	0.25	2068.516679537759	24765	25221	10095	10283	1
[3]	[[2.0620000000000003, 5.938]]	0	0.9612467409338706	0.9612467409338706	2	765.9467673932402	999996	910743	0.25	1531.8935347864804	16222	16876	6689	6962	1
[2]	[[24.214, 28.386000000000003]]	0	0.9295637389068591	0.9295637389068591	3	740.3816468366433	999996	911173	0.25	2332.601469546765	44831	48228	18596	19997	1
[1]	[[414.25999999999993, 1191.74]]	0	0.8397140533947689	0.8397140533947689	1	699.4110713510347	999978	911792	0.25	713.5172989859917	24785	29516	10380	12344	1
[1]	[[219.23999999999995, 136.4]]	0	0.1	1.0	1	679.2887502848	912827	912827	0.25	679.2887502848	0	0	0	0	1
[1]	[[-136.4, -71.82]]	0	0.1	1.0	2	802.2372356882311	913034	913034	0.25	1604.4744713764621	0	0	0	0	1
[1]	[[504.68, 859.3199999999999]]	0	0.8278167470407716	0.8278167470407716	1	701.7295880457208	999978	913104	0.25	717.1399813214388	15106	18248	6431	7763	1
[3]	[[-0.76, 1.14]]	0	0.9405153819956862	0.9405153819956862	4	673.6187313048279	999982	913498	0.25	2645.367070655174	49710	52854	21212	22536	1
[1]	[[-136.4, 282.16]]	0	0.9991960491558516	0.9991960491558516	1	783.1135571421446	999996	915230	0.25	804.1419464276808	43500	43535	18925	18941	1
[1]	[[557.5999999999999, 136.4]]	0	0.09685106315980069	0.9685106315980068	1	716.6093632993812	915490	915490	0.25	716.6093632993812	0	0	0	0	1
[1]	[[-120.54000000000002, 520.54]]	0	0.9876108420854034	0.9876108420854034	1	754.1847743097676	999996	915545	0.25	767.9809678872094	62816	63604	27409	27751	1
[0]	[[0.518304, 0.6760959999999999]]	0	0.9628611750724207	0.9628611750724207	1	799.1631960775579	999967	915791	0.25	799.1631960775579	25926	26926	11337	11776	1
[2]	[[21.3945, 27.2055]]	0	0.9443497513574303	0.9443497513574303	1	751.7052754458402	999982	918688	0.25	766.8815943073002	53742	56909	24379	25804	1
[2]	[[18.217999999999996, 23.582]]	0	0.9790090614348658	0.9790090614348658	1	691.1779776035429	999982	919612	0.25	689.2224720044286	23553	24058	10774	11006	1
[1]	[[-136.4, 465.84]]	0	0.9926466707713959	0.9926466707713959	1	753.3529988041793	999996	919982	0.25	766.941248505224	56427	56845	25983	26174	1
[3]	[[2.898, 5.216]]	0	0.9738689547581904	0.9738689547581904	1	791.4050922244186	999996	920015	0.25	791.4050922244186	4994	5128	2303	2364	1
[1]	[[-8.811563718507202, 171.46857452208735]]	0	1.0	1.0	2	818.0078270397337	999982	920568	0.25	1695.519567599334	27691	27691	12866	12866	1
[1]	[[-70.92200389954141, 171.46857452208735]]	0	1.0	1.0	3	818.0078270397337	999982	920711	0.25	2543.279351399001	27643	27643	12866	12866	1
[1]	[[-136.4, 449.82]]	0	0.9934369915024408	0.9934369915024408	1	753.4200959554348	999996	920711	0.25	767.0251199442935	54947	55310	25537	25704	1
[1]	[[400.4, 809.6]]	0	0.867198477088338	0.867198477088338	1	702.0547592975765	999952	920830	0.25	717.6480614024634	19133	22063	8917	10275	1
[1]	[[-136.4, 278.41999999999996]]	0	0.9992023132914548	0.9992023132914548	1	779.3227054210734	999982	921009	0.25	799.4033817763417	40084	40116	18717	18732	1
[1]	[[-136.4, 284.88]]	0	0.9991594976762583	0.9991594976762583	1	780.7810793812513	999996	921628	0.25	801.2263492265641	40418	40452	19015	19031	1
[0]	[[0.586911, 0.7450995]]	0	0.9904396175847033	0.9904396175847033	6	861.9965288529258	999996	921688	0.25	5171.979173117556	24760	24999	11663	11776	1
[2]	[[24.4435, 29.9565]]	0	0.9274737005982697	0.9274737005982697	2	740.3544587132299	999996	922313	0.25	1554.9826834788432	41702	44963	19798	21345	1
[1]	[[-136.32, 134.0317012262356]]	0	1.0	1.0	2	826.6342972389468	999982	923888	0.25	1717.0857430973672	22378	22378	10851	10851	1
[1]	[[-65.80000000000001, 479.8]]	0	0.991174725600712	0.991174725600712	1	753.352998804179	999996	925253	0.25	766.9412485052238	53460	53936	26369	26603	1
[0]	[[0.42550800000000005, 0.7841815]]	0	0.9544671735203931	0.9544671735203931	8	806.0480047952271	999996	925457	0.25	6738.480047952271	45446	47614	22477	23552	1
[1]	[[-136.4, 313.62]]	0	0.9987070647931303	0.9987070647931303	1	761.6868777697206	999996	926002	0.25	777.3585972121507	40939	40992	20398	20424	1
[1]	[[-136.4, -121.32]]	0	0.1	1.0	3	829.1538655194062	926002	926002	0.25	2487.4615965582184	0	0	0	0	1
[1]	[[-71.82, 171.26728306754478]]	0	1.0	1.0	1	818.0078270397337	999982	926192	0.25	847.759783799667	25763	25763	12866	12866	1
[1]	[[-136.4, 566.116859926648]]	0	0.9832997007863058	0.9832997007863058	1	754.1861814862209	999996	926858	0.25	767.9827268577761	56524	57484	28495	28978	1
[1]	[[124.58000000000001, 547.42]]	0	0.9763753327417923	0.9763753327417923	1	744.1369027070749	999996	926858	0.25	744.1369027070749	35212	36064	17744	18173	1
[1]	[[-71.82, 34.14517755812582]]	0	1.0	1.0	1	831.5512595184721	999863	926946	0.25	831.5512595184721	9476	9476	4782	4782	1
[2]	[[17.373, 24.227]]	0	0.97087239676519	0.97087239676519	6	715.1187224044014	999982	927069	0.25	4314.890418033011	27132	27946	13717	14127	1
[1]	[[-80.73547323656209, 170.5]]	0	1.0	1.0	3	818.0078270397182	999982	927914	0.25	2543.2793513989436	25058	25058	12816	12816	1
[1]	[[-136.4, 256.96000000000004]]	0	0.9994172154554462	0.9994172154554462	1	816.6939662131207	999982	928188	0.25	846.1174577664009	34298	34318	17610	17620	1
[3]	[[-0.126, 1.9260000000000002]]	0	0.9396051703068794	0.9396051703068794	2	718.7344749909414	999982	928394	0.25	1508.7752929333647	54592	58101	28102	29898	1
[0]	[[0.43783550000000004, 0.7287645]]	0	0.954948907287238	0.954948907287238	2	835.8294565816904	999996	929402	0.25	1671.6589131633807	38409	40221	20053	20992	1
[2]	[[20.1985, 27.2015]]	0	0.9497835021282841	0.9497835021282841	4	720.7713957176668	999982	929702	0.25	2940.0712232354176	51767	54504	27156	28584	1
[1]	[[423.82, 1092.18]]	0	0.83740668325631	0.83740668325631	2	703.6167882665466	999978	930444	0.25	1440.1774633329578	18845	22504	9984	11917	1
[1]	[[-136.4, 414.44]]	0	0.9957458815358236	0.9957458815358236	1	753.8130370654726	999996	930679	0.25	767.5162963318407	45877	46073	24399	24503	1
[1]	[[-104.12, 796.12]]	0	0.9588053553038105	0.9588053553038105	1	718.1917572585922	999996	931625	0.25	753.3276508956878	60515	63115	32634	34031	1
[0]	[[0.4226460000000001, 0.757954]]	0	0.9521343377275581	0.9521343377275581	3	805.6393743733903	999996	931726	0.25	2525.3976539002133	42469	44604	22910	24064	1
[1]	[[-26.620000000000005, 170.5]]	0	1.0	1.0	2	818.0078270397182	999982	931942	0.25	1695.5195675992957	23645	23645	12816	12816	1
[1]	[[-136.4, 1147.181114466569]]	0	0.9437625398324089	0.9437625398324089	2	717.9273415572186	999996	932137	0.25	1505.622427957885	63972	67784	34756	36822	1
[1]	[[598.78, 136.4]]	0	0.09684486450564868	0.9684486450564868	1	785.9905411189485	932181	932181	0.25	785.9905411189485	0	0	0	0	1
[2]	[[20.9925, 26.207500000000003]]	0	0.9507943736085812	0.9507943736085812	1	725.4419336643741	999982	932659	0.25	742.3155213505845	37583	39528	20592	21652	1
[1]	[[-136.4, 149.7841362826611]]	0	1.0	1.0	1	826.8197683630597	999982	932737	0.25	858.7747104538246	21264	21264	11663	11663	1
[1]	[[729.02, 1260.98]]	0	0.77147319104633	0.77147319104633	1	693.9990360077088	999978	933184	0.25	693.9990360077088	5928	7684	3267	4238	1
[0]	[[0.5774455, 0.7450995]]	0	0.9893583155213971	0.9893583155213971	5	860.5627929521588	999996	934009	0.25	4302.813964760794	21755	21989	12154	12288	1
[1]	[[174.78000000000003, 1143.22]]	0	0.9132481348113629	0.9132481348113629	1	693.5929049090917	999996	934185	0.25	704.4264139204557	38803	42489	21722	23787	1
[1]	[[-136.4, 823.0236393225523]]	0	0.9565690702888896	0.9565690702888896	3	718.0511191350264	999996	934306	0.25	2259.158901181796	58873	61546	33035	34539	1
