InstanceID	R_0	R_1	R_2	R_3	Class
29891	327.3661383107666	7216.6627568450585	1045.418622405083	910.5373258165682	0
136	991.0538265969104	8827.001359615555	1032.3604565182527	1025.3683025812118	0
23824	987.0583546895156	7913.5265532023395	924.4663578910652	1028.3212193885113	0
92	320.38581758795794	8806.160210989927	1318.5823239617982	916.5715807739615	0
14147	551.0853175486291	4727.37510715743	482.04863406269743	1148.5825434135716	0
5397	892.5900073358858	8222.46501896368	1035.8520309717692	916.6167489747836	0
27858	959.4564678573071	8825.327793994189	1035.5577381650196	924.3127474272782	0
20660	920.7700581158415	8539.762314177124	1371.270896583626	914.6346355844789	0
19724	920.7735376030033	8580.143398900373	1298.528131301776	915.6496172719807	0
4716	601.05243787656	6346.379307383136	1101.2469941190568	1160.897797956622	0
24432	323.56337437804603	4319.191621930059	734.6559250387895	1148.6749946766408	0
6447	710.2336352958511	5585.76981755632	998.9162029543866	1014.3930060670591	0
9345	1023.3362724134797	6890.355135070793	1240.7082628282824	1124.73484455054	0
10351	1027.971397340054	8773.074140795907	1252.7341414003135	1032.6017419686332	0
12238	860.5356237180978	8276.067200876465	1370.2838590100678	1031.6314557155035	0
12866	961.4079931258507	5903.188296644731	1141.590480205886	1118.7803977958642	0
19638	1025.6145810753874	8222.555773673716	574.0053920969976	1179.0601065100298	0
25962	755.2632342617618	6899.78130455776	946.6442964400421	1093.6908810739783	0
29398	315.2615402566879	4542.78003324993	1300.4083558634427	1150.804624774194	0
9791	824.6432197050754	8226.848380983856	1222.9563843725948	918.777429113766	0
35316	600.2305380914894	8002.3037303297615	1374.259921879629	923.4566802190603	0
7367	322.7515168970294	7276.132089193304	840.5143590319581	912.7711397375995	0
34976	1015.9918785984779	8606.840382000068	1315.4958079219389	1164.8072274029616	0
11228	920.8094202433842	8420.386791533421	1365.215030546729	916.8214504016961	0
30221	1034.123320534293	4600.7841933758145	1340.8390011930012	1082.6223125617907	0
9699	986.5322459223124	8545.254178739064	959.5431201451771	1167.8244726313653	0
25043	1037.2708298768573	5659.412823330701	1239.690972421576	1084.9018106357257	0
12941	33.95317902543224	457.4371496000498	149.20092932924226	181.8384678894054	1
29073	1024.9494461941429	6375.925374019541	1145.207803636763	1017.3650820661458	0
25518	419.89456896589826	5713.3895250591095	936.2164718264778	1021.4467757347618	0
20117	275.10932199361486	1341.3589235233483	552.0189259543403	694.704985766721	1
6692	920.5217918481395	8223.40391435447	1346.4929888536403	917.310263118197	0
9180	598.5613999105307	3576.7307660600395	1301.7018980430016	908.364943511751	0
7212	221.92073726500257	1311.5091824686954	564.6364817960877	694.5225185409095	1
31463	826.3977237350209	8231.741607259166	1368.6404891320256	1133.6985659999004	0
33906	957.2474203400662	8222.92076210826	1248.8697138353343	919.8276825039713	0
27896	477.2056969581126	2390.520694850862	652.3216111349736	1083.8420890822626	0
27356	922.5387231262496	8718.156987994003	1300.5243175345324	981.174705297069	0
19583	825.4180617407682	8394.280904499912	1362.7302577515427	1032.749156447241	0
3119	321.20337788090444	5432.340398876999	1350.3982928443456	910.0125568526609	0
35127	1003.988762540826	8224.240419957925	1289.7232811449683	920.049067178249	0
6504	320.3199431398891	5265.8449696138105	998.426096867302	908.1149771602126	0
17718	291.2969307386618	8546.600070655251	838.5229981630802	921.1155947351639	0
33508	371.7351432712363	4521.961454520399	1237.0166378629253	1082.741712215532	0
23841	320.47728824945784	8262.059534577005	1155.0100693151223	918.148048275612	0
13847	320.3008444267803	4937.476454495484	1245.9293513569544	909.2251184584989	0
7740	598.876814493437	4803.171848299945	814.4095228508819	910.2502536908218	0
29385	319.5016624753473	8042.982929576487	898.9662181678395	1134.183071857606	0
10182	419.4941262108242	6400.772020796276	1337.8872314243388	1122.0385802056353	0
31353	101.24693562640091	753.7405251341208	221.83710146715495	150.7843616728896	1
20581	1023.9799966500092	8777.045427587273	1360.9583196487727	1034.9665192013124	0
29288	1013.6764124583414	8796.437375063246	1222.424940413228	1134.9263773781638	0
36416	1013.686453875027	8541.486033913578	1349.068819361482	1167.0256297322085	0
