Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[1, 3]	[[-136.4, -120.21880096982116], [-0.76, 1.71]]	0	0.1	1.0	1	4.9509631999999995	55	55	0.5	4.9509631999999995	0	0	0	0	1
[3, 2, 1]	[[1.814, 4.334], [23.0045, 19.29], [-17.060000000000002, 433.06]]	0	0.1	1.0	1	33.862642272090405	431	431	0.75	33.862642272090405	0	0	0	0	1
[1]	[[-136.4, 170.5]]	0	1.0	1.0	8	798.9290865312931	299997	11764	0.25	6391.432692250345	100118	100118	12816	12816	1
[0]	[[0.534456, 0.771144]]	0	0.976542642039265	0.976542642039265	1	760.328664021158	299969	12396	0.25	777.9108300264476	121020	123927	15500	15872	1
[3]	[[3.5320000000000005, 6.268000000000001]]	0	0.9791327029670688	0.9791327029670688	2	647.7242493010477	299941	98778	0.25	1295.4484986020955	6006	6134	1098	1121	1
[0]	[[0.615504, 0.7450995]]	0	0.9961189395748746	0.9961189395748746	5	799.8239328659183	299969	110112	0.25	3999.1196643295916	50049	50244	9691	9728	1
[3]	[[-0.76, 1.14]]	0	0.9408769097006583	0.9408769097006583	1	723.6773712429431	299997	115445	0.25	723.6773712429431	106050	112714	21212	22536	1
[1]	[[-136.4, 90.8491301100641]]	0	1.0	1.0	3	798.3852217897769	299997	128159	0.25	2395.1556653693306	39037	39037	8376	8376	1
[3]	[[3.105197450741059, 4.632]]	0	0.9793856103476152	0.9793856103476152	5	647.7808726846481	299941	133343	0.25	3238.9043634232403	4846	4948	1071	1093	1
[1]	[[-131.3680055240364, 136.13942219321905]]	0	1.0	1.0	1	800.9342572632771	299997	167207	0.25	800.9342572632771	39388	39388	9730	9730	1
[0]	[[0.5369215, 0.7686785]]	0	0.9785081472987219	0.9785081472987219	3	765.9431299128075	299969	170507	0.25	2354.786737173028	52905	54067	12035	12287	1
[0]	[[0.5749799999999999, 0.7450995]]	0	0.9876356183304743	0.9876356183304743	5	798.4025075327287	299969	170941	0.25	3992.0125376636433	44332	44887	9980	10099	1
[3]	[[2.898, 5.102]]	0	0.9743399950653837	0.9743399950653837	9	638.0781831895154	299941	173877	0.25	5763.91195110256	7898	8106	1631	1671	1
[0]	[[0.5175940000000001, 0.77293]]	0	0.9739653486355333	0.9739653486355333	6	760.1945954690549	299969	182195	0.25	4666.459466017912	52786	54197	8032	8246	1
[1]	[[-128.96, 156.71066494249848]]	0	1.0	1.0	3	800.7681102434539	299997	187927	0.25	2402.3043307303615	36499	36499	3896	3896	1
[1]	[[450.506208259612, 722.56]]	0	0.8639261155448477	0.8639261155448477	2	662.2793767917088	299985	191068	0.25	1361.198441979272	17212	19923	1382	1617	1
[1]	[[-136.4, 156.71066494249848]]	0	1.0	1.0	5	800.7681102434539	299997	200323	0.25	4003.8405512172694	32491	32491	12037	12037	1
[1]	[[-52.30648010834355, 135.60814886066245]]	0	1.0	1.0	2	800.9342572632771	299997	204595	0.25	1601.8685145265542	28170	28170	10897	10897	1
[1]	[[-136.4, 157.77784413728705]]	0	1.0	1.0	4	800.768110243448	299997	206762	0.25	3203.072440973792	30522	30522	12087	12087	1
[0]	[[0.49836650000000005, 0.77293]]	0	0.9685001737921446	0.9685001737921446	3	737.2596520077792	299969	207980	0.25	2247.2236950291717	44582	46032	17851	18432	1
[1]	[[-41.140000000000015, 135.60814886066245]]	0	1.0	1.0	1	800.9342572632771	299997	209758	0.25	800.9342572632771	26650	26650	10897	10897	1
[2]	[[26.267, 31.333000000000002]]	0	0.9192361249254029	0.9192361249254029	1	648.1064359938248	299985	211055	0.25	662.8830449922809	27726	30162	11487	12494	1
[1]	[[-136.4, 164.66590110577138]]	0	1.0	1.0	3	800.7170419642177	299997	211772	0.25	2402.151125892653	29812	29812	12478	12478	1
[3]	[[0.9840000000000002, 3.4160000000000004]]	0	0.9446114062063181	0.9446114062063181	2	666.633823897592	299985	220195	0.25	1370.1056996799753	27031	28616	12481	13203	1
[1]	[[-134.3551860255116, 707.28]]	0	0.9684963783925299	0.9684963783925299	1	680.8174408113106	299997	221214	0.25	707.2147512676728	66588	68754	31158	32174	1
[1]	[[-123.84046925266779, 153.48712316178168]]	0	1.0	1.0	2	800.7634812976286	299997	221719	0.25	1601.5269625952571	25226	25226	11890	11890	1
[1]	[[-68.36000000000001, 586.36]]	0	0.9814986864868328	0.9814986864868328	1	688.1910695102605	299997	221884	0.25	718.736046109782	61273	62428	28925	29475	1
