Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[1]	[[-136.4, 170.5]]	0	1.0	1.0	3	814.7880517363689	809995	11764	0.25	2420.2051940113834	277333	277333	12816	12816	1
[1]	[[-136.4, -136.4]]	0	0.1	1.0	4	856.7988759503576	239891	239891	0.25	3427.1955038014303	0	0	0	0	1
[1]	[[-136.4, 171.26728306754478]]	0	1.0	1.0	9	814.7880517363689	809995	344948	0.25	7260.615582034149	162204	162204	12866	12866	1
[0]	[[0.6031765, 0.7450995]]	0	0.9929403127774363	0.9929403127774363	5	818.5930389420482	809995	408910	0.25	4130.570616734752	116317	117144	10677	10752	1
[3]	[[3.363228979359332, 4.632]]	0	0.9795997292855071	0.9795997292855071	4	692.0837802777944	809934	462362	0.25	2707.418901388972	10132	10343	1071	1093	1
[0]	[[0.6466625, 0.7699375]]	0	1.0	1.0	8	838.9845728407354	809995	473555	0.25	6711.876582725883	65556	65556	7168	7168	1
[3]	[[2.898, 4.854]]	0	0.9747745922398946	0.9747745922398946	4	691.7748852139733	809996	499314	0.25	2705.874426069867	19244	19742	2280	2340	1
[3]	[[2.074, 4.126]]	0	0.9609309623430963	0.9609309623430963	3	718.4825570513563	809996	499895	0.25	2129.559588942586	55119	57360	6554	6823	1
[1]	[[-136.4, 170.54415328342066]]	0	1.0	1.0	6	814.7880517363689	809995	535659	0.25	4840.410388022767	95301	95301	12816	12816	1
[0]	[[0.5422490000000001, 0.760389]]	0	0.9796976412854203	0.9796976412854203	5	793.2788145656366	809995	559635	0.25	3932.8032387940357	99020	101072	14549	14848	1
[0]	[[0.20069, 0.3394375]]	0	0.9754672630594035	0.9754672630594035	2	656.047607443736	809915	566656	0.25	1301.11901860934	42744	43819	5839	5986	1
[0]	[[0.6466625, 0.7471685]]	0	1.0	1.0	4	838.9845728407354	809995	568215	0.25	3355.9382913629415	47097	47097	6172	6172	1
[0]	[[0.4962975, 0.7635645]]	0	0.9683847037150245	0.9683847037150245	5	785.1588922390324	809995	568355	0.25	3869.366345617441	117222	121049	15324	15813	1
[0]	[[0.45047649999999995, 0.771144]]	0	0.9598063611921515	0.9598063611921515	3	764.5764726739906	809996	576346	0.25	2225.1397156593302	134227	139848	13576	14154	1
[1]	[[1030.747477059674, 1036.8720493729943]]	1	0.40404040404040403	0.40404040404040403	4	468.80622695181654	806188	598987	0.25	1875.2249078072662	40	99	1	1	1
[0]	[[0.615504, 0.7724030000000001]]	0	0.9961435013052765	0.9961435013052765	6	830.7236372897668	809995	618605	0.25	4959.927279673251	50369	50564	9691	9728	1
[0]	[[0.20069, 0.32889599999999997]]	0	0.9799367088607595	0.9799367088607595	2	661.3630747450966	809915	620010	0.25	1314.4076868627415	30966	31600	6022	6144	1
[2]	[[17.965, 22.435]]	0	0.9925555586078071	0.9925555586078071	1	677.2552524485025	809949	620746	0.25	677.2552524485025	36132	36403	7042	7094	1
[3]	[[2.746, 4.854]]	0	0.9749137132755282	0.9749137132755282	4	691.7748852139733	809996	623002	0.25	2705.874426069867	11581	11879	2280	2340	1
[0]	[[0.5749799999999999, 0.75832]]	0	0.9874803056228506	0.9874803056228506	11	808.3514179224636	809995	640351	0.25	8911.227495542344	58288	59027	12641	12800	1
[3, 1, 0]	[[-0.04999999999999993, 2.128], [398.86, 788.06], [0.2263905, 0.5874025964202585]]	1	0.16393759669932956	0.16393759669932956	1	674.7434191205983	809994	642963	0.75	673.929273900748	5086	31024	1120	6863	1
[1]	[[499.98, 1026.18]]	1	0.18476222941878304	0.18476222941878304	1	678.9926423455006	809994	648474	0.25	679.2408029318758	7588	41069	1729	9373	1
[0]	[[0.49364899999999995, 0.7635645]]	0	0.968329335139771	0.968329335139771	4	785.1588922390324	809995	649280	0.25	3095.4930764939527	77905	80453	17851	18432	1
[0]	[[0.5308145, 0.7329855000000001]]	0	0.9748676227673403	0.9748676227673403	6	792.237402603049	809995	649425	0.25	4709.600649403585	63149	64777	14476	14848	1
[0]	[[0.6081075, 0.7450995]]	0	0.9946741925939413	0.9946741925939413	3	818.7120294629193	809995	651992	0.25	2478.900138107434	43703	43937	10186	10240	1
[0]	[[0.5492490000000001, 0.75832]]	0	0.9814087413867714	0.9814087413867714	2	793.2788145656366	809995	655802	0.25	1573.1212955176143	58965	60082	14070	14336	1
[2]	[[17.962999999999997, 21.837]]	0	0.9973629424011103	0.9973629424011103	2	684.3196959957183	809949	658108	0.25	1368.6393919914367	21558	21615	5235	5248	1
[0]	[[0.45843593512332304, 0.787723]]	0	0.9619817427775885	0.9619817427775885	7	764.5794765993588	809996	660778	0.25	5192.0255253054875	81881	85117	20194	20992	1
[0]	[[0.49364899999999995, 0.787723]]	0	0.9684400360685302	0.9684400360685302	2	785.1588922390324	809995	661588	0.25	1547.7465382469763	71958	74303	17851	18432	1
[1]	[[-136.4, 371.3001737583685]]	0	0.9972055239642567	0.9972055239642567	5	756.5676546689282	809995	661651	0.25	3645.997302101002	92067	92325	22864	22928	1
[0]	[[0.5610799999999999, 0.7697545]]	0	0.9829346636280438	0.9829346636280438	5	803.3316373268071	809995	661753	0.25	4011.340916615681	54776	55727	13590	13824	1
[1]	[[-136.4, 221.94735611018257]]	0	0.9998250997726297	0.9998250997726297	1	804.146389158962	809995	662118	0.25	803.5412330608782	62882	62893	15678	15681	1
[0]	[[0.45577349999999994, 0.7664265]]	0	0.960951605480228	0.960951605480228	2	764.579476599357	809996	664946	0.25	1483.4358643729906	81432	84741	20666	21504	1
[1]	[[-136.4, 171.46857452208735]]	0	1.0	1.0	8	814.7880517363689	809995	667730	0.25	6453.880517363688	49592	49592	12866	12866	1
[0]	[[0.519663, 0.7635645]]	0	0.9738604111457827	0.9738604111457827	2	781.2997023246404	809995	671287	0.25	1535.6865697645012	62106	63773	16457	16896	1
[0]	[[0.480032, 0.7635645]]	0	0.9647071753376104	0.9647071753376104	9	784.5193992607562	809995	672493	0.25	6955.866552104384	70222	72791	18770	19456	1
[1]	[[-9.700000000000017, 460.79336263150276]]	0	0.9928870031821302	0.9928870031821302	3	750.5862668023254	809995	673698	0.25	2159.5606256359006	95478	96162	25840	26020	1
[1]	[[-136.4, 460.79336263150276]]	0	0.9928833028133844	0.9928833028133844	1	750.5862668023254	809995	673774	0.25	719.8535418786336	95428	96112	25840	26020	1
