Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[1, 3]	[[-136.4, -120.21880096982116], [-0.76, 1.71]]	0	0.1	1.0	1	4.9509631999999995	55	55	0.5	4.9509631999999995	0	0	0	0	1
[3, 2, 1]	[[1.814, 4.334], [23.0045, 19.29], [-17.060000000000002, 433.06]]	0	0.1	1.0	1	33.862642272090405	431	431	0.75	33.862642272090405	0	0	0	0	1
[1]	[[-136.4, 170.5]]	0	1.0	1.0	9	902.7046359479539	449996	11764	0.25	8077.846443018101	152254	152254	12816	12816	1
[0]	[[0.615504, 0.7450995]]	0	0.996086845352573	0.996086845352573	4	899.5667432715372	449996	110112	0.25	3570.542145447108	89601	89953	9691	9728	1
[0]	[[0.5749799999999999, 0.7450995]]	0	0.9875392616240153	0.9875392616240153	4	893.4346904256682	449996	170941	0.25	3532.2168151604264	95895	97105	9980	10099	1
[3]	[[2.898, 5.102]]	0	0.974664259112967	0.974664259112967	5	677.33737643019	449963	173877	0.25	3386.68688215095	17273	17722	1631	1671	1
[1]	[[-136.4, 156.71066494249848]]	0	1.0	1.0	3	902.7417454701922	449996	200323	0.25	2692.789431891526	81463	81463	12037	12037	1
[1]	[[1010.0748952414732, 1057.96]]	1	0.3389450056116723	0.3389450056116723	3	459.0920426368594	449634	227904	0.25	1377.2761279105782	302	891	51	149	1
[1]	[[-136.4, -136.4]]	0	0.1	1.0	2	856.7988759503576	239891	239891	0.25	1713.5977519007151	0	0	0	0	1
[0]	[[0.480032, 0.7635645]]	0	0.9647871608428021	0.9647871608428021	4	845.2813705255788	449996	246552	0.25	3276.0732072310843	103759	107546	18770	19456	1
[1]	[[-119.6, 170.5]]	0	1.0	1.0	1	902.7046359479539	449996	261272	0.25	897.5384936686779	65571	65571	12816	12816	1
[3]	[[3.5320000000000005, 4.632]]	0	0.9800035707909301	0.9800035707909301	7	668.9053357622773	449963	261595	0.25	4682.337350335942	5489	5601	1071	1093	1
[1]	[[-136.4, 153.48712316178168]]	0	1.0	1.0	5	902.7417155604313	449996	264016	0.25	4487.98215281587	59991	59991	11890	11890	1
[2]	[[19.2885, 23.311500000000002]]	0	0.9817708879612342	0.9817708879612342	2	795.303139218707	449925	278230	0.25	1522.7578480467675	46802	47671	10040	10228	1
[0]	[[0.4488734999999999, 0.7901885]]	0	0.959905868510075	0.959905868510075	1	844.9305615991611	449996	279642	0.25	818.3331281233616	97896	101985	21135	22016	1
[1]	[[-52.30648010834355, 156.71066494249848]]	0	1.0	1.0	3	902.7417454701922	449996	283399	0.25	2692.789431891526	54360	54360	12037	12037	1
[1]	[[-121.77999999999997, 153.48712316178168]]	0	1.0	1.0	2	902.7417155604313	449996	288159	0.25	1795.192861126348	52180	52180	11890	11890	1
[1]	[[-136.4, 102.86597329022061]]	0	1.0	1.0	3	907.2126375764994	449996	292503	0.25	2713.746738639841	38818	38818	9094	9094	1
[1]	[[-136.4, 158.1429332732804]]	0	1.0	1.0	4	902.7073203005891	449996	294402	0.25	3590.170751878682	51227	51227	12141	12141	1
[1]	[[-136.4, 167.3538626501357]]	0	1.0	1.0	6	902.7046359536114	449996	298927	0.25	5385.230962065107	51806	51806	12653	12653	1
[0]	[[0.5492490000000001, 0.771144]]	0	0.981343669250646	0.981343669250646	1	863.6821278774212	449996	301122	0.25	854.9572810105883	56967	58050	14070	14336	1
[3]	[[3.5320000000000005, 4.626]]	0	0.9795825771324864	0.9795825771324864	1	668.9053357622773	449963	301775	0.25	668.9053357622773	4318	4408	1071	1093	1
[3]	[[-0.76, 1.178]]	0	0.9404099953105112	0.9404099953105112	3	798.304664907417	449975	303426	0.25	2337.303116753517	84225	89562	21212	22536	1
[1]	[[-121.77999999999997, 144.47919341655762]]	0	1.0	1.0	3	908.8594663362799	449996	314198	0.25	2721.466248451312	41941	41941	11397	11397	1
[0]	[[0.20069, 0.34436849999999997]]	0	0.9720321215237945	0.9720321215237945	1	726.6703060754395	449975	319761	0.25	726.6703060754395	24572	25279	6970	7168	1
[0]	[[0.589773, 0.7450995]]	0	0.9902984895420599	0.9902984895420599	6	895.6910053142112	449996	320000	0.25	5319.47817482073	41239	41643	11663	11776	1
[1]	[[-4.0734117700902885, 156.71066494249848]]	0	1.0	1.0	3	902.7417454701922	449996	325678	0.25	2692.789431891526	40567	40567	12037	12037	1
[1]	[[-82.51999999999998, 841.9911247276974]]	0	0.9548547590145156	0.9548547590145156	1	832.580088500128	449996	326130	0.25	794.2111103518125	111697	116978	33249	34818	1
