InstanceID	R_0	R_1	R_2	R_3	Class
29891	461.5637802789979	11723.828551673796	1491.4240878073213	1291.8938324892686	0
136	1632.9249099601614	14164.428260705483	1459.3580227901557	1463.7639345934804	0
23824	1633.9307461205065	12771.724525780452	1306.0696340988898	1468.7074015927233	0
92	439.51411966848485	14141.703225623978	1825.6244437573653	1296.9643388309235	0
14147	826.6526064721239	8048.577228375264	704.8774445559717	1619.230103304699	0
5397	1493.5569365770245	13224.668734401952	1471.6313008064476	1298.0198740897642	0
27858	1593.6751382658508	14134.337046531602	1460.607932774414	1341.4314442812679	0
20660	1544.1767611501791	13667.351641091545	1890.2010754854125	1295.0433584654095	0
19724	1544.1814356097916	13753.132605389626	1799.918255252774	1296.0634619866628	0
4716	907.011419223101	10506.980019253358	1548.9966983387167	1627.3625334166675	0
24432	446.1460587973864	7350.465092816413	1060.983100742066	1619.351391553099	0
6447	1094.5358549170385	9395.725516555838	1407.075876865113	1450.7652192745306	0
9345	1653.4795498975982	11293.32678893427	1727.281729879163	1579.6748460542103	0
10351	1659.8179790783288	14009.818517071117	1773.226009159	1465.6138312776723	0
12238	1449.8581619395745	13291.121452794665	1911.5839504188584	1465.6491891830522	0
12866	1525.4002038280557	9870.974371084827	1607.5324125669467	1572.7636208211982	0
19638	1634.1905224517398	13238.52824527703	837.0418449862373	1645.5639409518312	0
25962	1190.1943921240866	11299.158695829014	1334.9058597372837	1569.0678662699522	0
29398	435.21950039393244	7717.551251075598	1796.0758455656119	1621.5223202354325	0
9791	1400.352028023274	13231.30303324153	1732.3648103354458	1300.23811499958	0
35316	905.3066861393952	12871.422711769937	1916.436782197531	1343.5264154500064	0
7367	448.17649329811087	11812.556334312158	1198.7670568882688	1294.2099170946663	0
34976	1648.0060345193422	13787.000183277773	1835.701561100996	1635.5417221486432	0
11228	1544.229327136277	13495.85203791078	1905.2697826366277	1297.2971741044876	0
30221	1645.3087898994072	7817.094750816108	1853.146912520387	1556.5174539117731	0
9699	1565.1102782398134	13669.204730791023	1385.2075653572977	1638.5742008478683	0
25043	1717.7019285818797	9526.505741455405	1725.5166443469163	1556.3348198281376	0
12941	34.734261560485585	717.8481978515921	164.06209409031916	205.80206427184072	1
29073	1655.9896981878508	10530.057232352778	1612.8338105390587	1456.771005091329	0
25518	617.0005740695326	9586.84331946142	1324.3305381846674	1454.436388708543	0
20117	284.463699405013	1849.1707359643226	573.2705383821526	737.4381618695309	1
6692	1543.861930449759	13226.333080093691	1890.1877133424973	1298.6474242075165	0
9180	901.6154613347512	6171.65169032583	1803.5459199121703	1288.7071920721858	0
7212	236.2417373406197	1831.7785459844213	605.7840356649344	769.4578853425757	1
31463	1402.0349300568364	13238.592904901378	1889.8417546925568	1586.5213071896674	0
33906	1591.401809404601	13226.803069167889	1791.4243627912717	1301.0969364074429	0
27896	712.9392236749661	4181.958057597454	958.1047568372979	1555.879911276544	0
27356	1545.8849504948305	13946.186709433447	1803.300608367033	1426.7470338031776	0
19583	1401.0600860233747	13455.552403502326	1879.211476413426	1464.6442649045352	0
3119	444.6349443371043	9160.03151573047	1891.7150173712423	1289.3561285491694	0
35127	1651.5472418036045	13228.227808108444	1812.8331713755365	1300.3977597169178	0
6504	442.79373263710994	8891.945275426036	1408.1014358743475	1287.468769599871	0
17718	414.00748237880657	13679.36537353338	1214.042277731433	1300.4744664267025	0
33508	545.1829034129322	7678.476583968805	1721.0616554237836	1555.5549879519053	0
23841	451.2293865993356	13270.48863297194	1634.6991687655998	1298.4878422031395	0
13847	443.77419668969435	8401.510795955064	1727.4674265158799	1288.5971628699358	0
7740	903.8081294728196	8202.96836840903	1167.608469367332	1289.6273022414239	0
29385	450.270225817652	12949.13866630064	1305.780854834343	1589.080708512246	0
10182	618.3379906114146	10581.886310291437	1880.6455503484808	1575.9430665714385	0
31353	107.49808022456334	1214.1215116761964	230.08168768664285	158.19522159963165	1
20581	1685.0768788786634	14015.544838416237	1906.244947083107	1466.8953310129739	0
29288	1645.5539049234642	14124.071381092248	1717.4724997523867	1586.825549463886	0
36416	1645.5669547206417	13671.659840948489	1892.617455237488	1636.6389588860839	0
22785	748.1242454044809	9170.459525188831	1223.7936342947614	1290.546590748751	0
28006	1451.5530897825424	13490.479755331053	1877.7363017540229	1641.8968611791533	0
20378	380.3210870765835	14065.624812797518	1331.597227888845	1302.7398424896655	0
30110	441.9936202890665	14168.816380281565	971.2331843017599	1641.9384057100553	0
15088	1090.1360578672677	6808.060453705629	962.5929769584708	1555.9573974571324	0
33836	1542.8887329794497	13227.910803240842	1536.1460223012543	1302.9309079608286	0
8026	231.8693650843098	1677.2937534211565	456.5261455042257	623.3523187496944	1
3646	1374.027756170523	14055.196562410214	1889.5632464098928	1298.6755891254422	0
34819	1256.7688247985843	12585.512044945892	1801.3655017051908	1584.219320478808	0
5464	1630.5911825759924	13422.784140296264	1662.1169380879119	1302.0428573516308	0
26404	1596.7092083194389	12586.174790017476	1890.5503087905945	1572.877461812698	0
35045	1639.6967364534275	13857.53001218396	1879.628590863297	1589.6385245338092	0
29714	1520.9961263256823	8677.497913929301	1793.1547734678074	1446.4889314259515	0
4357	926.8170707829102	3829.3361921735864	1326.1844103687888	1621.6604988586334	0
34412	1543.8544731388165	13226.97433196901	1900.602169756136	1634.4847495950196	0
9372	451.66592829342625	13190.71993726486	1417.09619401349	1302.385055880965	0
34346	377.33317637696695	11347.45738430862	1796.6838487726334	1458.806392396824	0
30509	1635.7667424432698	14146.54142092355	1351.2211109672448	1461.2710820730372	0
22118	441.98436368863037	13756.128994695153	1214.319766894225	1304.545283153151	0
2921	1150.1242969637974	9325.456511022241	1585.8892191954956	1553.361975443938	0
31692	449.7491177478883	14172.438893174294	1452.506514968305	1471.966347662241	0
21272	708.5575657703337	14188.434970924303	1814.3969931688475	1302.6278855294117	0
12869	1642.4361882685944	11715.709964491809	1703.1912420733345	1587.0761770599136	0
14965	1690.1204493148473	14118.19653589799	1892.1277127933472	1592.2058132116886	0
34805	577.7432998817599	12486.00942217012	1660.8535240146005	1428.0779191082436	0
11325	432.28530236983454	7673.758720725897	1866.824758738878	1290.7629968641613	0
23918	445.0750878272295	13094.116888392153	1286.299870199835	1468.0876284077249	0
11148	1704.3579023009258	13808.591140716699	1906.763777912176	1300.7746423164094	0
2708	1297.7837026019472	11214.456768546033	1890.157176487457	1458.1724630096962	0
4224	1461.78380207449	13228.787283599615	1598.7447779282804	1303.8456522533832	0
5945	1145.0489691347607	14079.043475361494	1798.4805871231426	1644.1333347282991	0
17038	1379.0984347928202	13229.300211237125	1256.6524162595003	1647.0747103612794	0
11089	370.21145374521103	13532.10237581182	1452.7098506976952	1303.9754854947062	0
16258	1710.813970045264	12026.168974616381	1594.8811928849361	1630.0982212587123	0
14273	438.2318539855809	13824.669003860967	1386.5243563467666	1305.0243166047596	0
31723	1260.7785958807435	9527.911488924105	1824.3772475370215	1333.8319898512405	0
27131	1723.523657409798	13285.41131784939	1598.255633434141	1580.8952205800442	0
35901	1340.7556507713114	11533.206471839565	1421.1494228960703	1462.4932257235089	0
1225	370.23703140259903	13474.357276385786	1231.6381604986689	1304.0772769372786	0
21215	1432.4719206716115	6715.395772427672	1456.1148221867809	1622.2334889039198	0
28544	717.3930480130512	11728.788583346137	1830.801489389272	1587.427875915606	0
26431	431.6098988012971	14090.288408018288	1309.4351054040887	1305.122032711864	0
467	823.9592536332123	12819.515720592091	1830.0333780898766	1297.1047735680547	0
1853	1644.542050380384	10001.501539949664	1810.8709136953455	1630.5021705680622	0
13542	415.2788176095489	14110.104828900383	1309.471690976902	1307.1849870353906	0
36156	447.7276907946906	8434.682316344757	1453.1014155317014	1452.6912138227954	0
4896	360.11989817088613	14157.449374744683	1452.941289019484	1306.229174309962	0
9277	1690.2384885771064	13141.058810246164	1883.1913158077023	1648.564823040197	0
22591	1657.6768610015868	13248.68500904385	1772.747802486775	1301.237211307634	0
27340	1603.6813574190885	12627.604197223252	1339.3331174057748	1470.5491425990078	0
20964	449.850167467825	9446.849724350008	1818.247245011191	1291.3168065566258	0
11781	1346.9457080230786	7526.855315896197	1104.960671845587	1623.4524959936455	0
5683	1568.2264896266797	13241.81731601314	1908.2838569860605	1303.3523904885799	0
15613	1688.254244898669	12826.693050488762	1587.2003117715058	1632.5326698867432	0
14125	445.8199094030644	13025.164562442125	1795.5923193482151	1300.3340023634453	0
31177	372.29776529829434	13114.906754519196	1216.619168287976	1301.4051830510996	0
679	662.5042120649333	12668.792407536212	1549.8059982539726	1642.719878439683	0
23729	1154.7339397662415	9872.759217994862	810.5173083145962	1574.8256413269346	0
30797	1639.8974034981593	11091.82274957932	1891.8463960507702	1460.0205726328145	0
13420	543.1270311559839	13081.150155727255	1535.7672987463552	1297.4663682603536	0
33304	1094.0616237296897	12129.141208145817	1898.9376962840854	1431.6184555674154	0
15568	428.55858635576124	10704.433180764365	1805.976628958295	1291.5237720283753	0
