Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[1]	[[-136.4, -136.4]]	0	0.1	1.0	9	856.7988759503576	239891	239891	0.25	7711.189883553218	0	0	0	0	1
[1]	[[-136.4, 171.46857452208735]]	0	1.0	1.0	9	812.8902845645013	1499994	667730	0.25	7902.647854200465	290264	290264	12866	12866	1
[1]	[[1010.0748952414732, 1034.2456450135205]]	1	0.4014251781472684	0.4014251781472684	3	570.0723477753827	1498542	707033	0.25	1710.217043326148	676	1684	32	79	1
[1]	[[-136.4, 160.86302351849062]]	0	1.0	1.0	3	815.3326706765167	1499994	865076	0.25	2652.104521556518	210628	210628	12238	12238	1
[0]	[[0.6466625, 0.7728995000000001]]	0	1.0	1.0	6	883.62240049925	1499875	888450	0.25	5301.7344029955	119043	119043	7168	7168	1
[1]	[[953.96, 974.4995824740495]]	1	0.32245047688921497	0.32245047688921497	4	639.52444049273	1498340	898340	0.25	2558.09776197092	879	2726	54	166	1
[0]	[[0.49364899999999995, 0.7921575000000001]]	0	0.9684620392628205	0.9684620392628205	5	786.5153112418045	1499970	1021263	0.25	4197.87767397773	232059	239616	17851	18432	1
[1]	[[1010.0748952414732, 1053.2485634451084]]	1	0.3458049886621315	0.3458049886621315	3	570.0279379457015	1498542	1021773	0.25	1710.0838138371046	610	1764	48	138	1
[0]	[[0.43783550000000004, 0.7697849999999999]]	0	0.9583460174236645	0.9583460174236645	3	738.6618874867	1499975	1022092	0.25	2404.822128266842	280183	292361	21589	22528	1
[2]	[[18.163, 21.837]]	0	0.9974447482852916	0.9974447482852916	2	726.1243153243671	1499970	1029675	0.25	1496.1106067358091	66750	66921	5234	5247	1
[0]	[[0.480032, 0.7921575000000001]]	0	0.9647502806914188	0.9647502806914188	7	775.6372917393138	1499975	1056725	0.25	5644.6491765600485	225986	234243	18770	19456	1
[3]	[[2.898, 5.602]]	0	0.9743611804181365	0.9743611804181365	4	722.4879674045917	1499941	1138639	0.25	2990.937245348373	22650	23246	2306	2367	1
[0]	[[0.233604, 0.332934]]	0	0.9798877844929491	0.9798877844929491	4	692.9014646157086	1499929	1138731	0.25	2813.417692310224	58855	60063	6022	6144	1
[0]	[[0.6556314999999999, 0.7280545]]	0	1.0	1.0	5	873.0200683702503	1499835	1145619	0.25	4365.100341851252	49239	49239	5120	5120	1
[1]	[[-81.98000000000002, 167.14961850197315]]	0	1.0	1.0	1	815.1144534033049	1499994	1154778	0.25	883.5020835041621	118347	118347	12653	12653	1
[3]	[[3.913334161103772, 4.632]]	0	0.9832069339111592	0.9832069339111592	6	765.4193670335419	1499941	1176044	0.25	4592.516202201252	3630	3692	276	280	1
[0]	[[0.586911, 0.7455959999999999]]	0	0.9903836845332215	0.9903836845332215	4	848.7153674505012	1499970	1209200	0.25	3463.221046565632	92073	92967	11663	11776	1
[0]	[[0.6081075, 0.7699375]]	0	0.9947203579418344	0.9947203579418344	11	848.8950687597568	1499970	1218605	0.25	9526.946494308319	77812	78225	10186	10240	1
[0]	[[0.47106299999999995, 0.7635645]]	0	0.9626190492876315	0.9626190492876315	1	758.7174679793367	1499975	1243511	0.25	803.3558196233238	137359	142693	19714	20480	1
[1]	[[-136.4, 171.26728306754478]]	0	1.0	1.0	7	812.8902845645013	1499994	1247345	0.25	6146.503886600362	88103	88103	12866	12866	1
[1]	[[-136.4, 170.54415328342066]]	0	1.0	1.0	4	813.1161267910708	1499994	1248809	0.25	3514.4934256940505	87231	87231	12816	12816	1
[0]	[[0.5052665000000001, 0.743344]]	0	0.9700242487441136	0.9700242487441136	2	786.515361992637	1499970	1251692	0.25	1679.1513793495915	117209	120831	17383	17920	1
[1]	[[953.96, 980.7330051046242]]	1	0.30245022970903523	0.30245022970903523	2	630.9762708016226	1498825	1261347	0.25	1261.9525416032452	395	1306	61	201	1
[1]	[[993.1512911674007, 1037.402555390865]]	1	0.3017699115044248	0.3017699115044248	2	567.055358776506	1498542	1261574	0.25	1134.110717553012	341	1130	53	177	1
[0]	[[0.5082285, 0.7695715000000001]]	0	0.9725367081402692	0.9725367081402692	3	803.9142025000116	1499970	1262146	0.25	2518.7270690918813	109353	112441	16929	17408	1
[3]	[[2.308, 4.55]]	0	0.967240685898139	0.967240685898139	3	703.481968500772	1499941	1265118	0.25	2139.9870739802636	26455	27351	4151	4292	1
[1]	[[-136.4, 160.22061325109786]]	0	1.0	1.0	4	815.3326706765167	1499994	1287063	0.25	3536.139362075358	70604	70604	12238	12238	1
[3]	[[-0.5499999999999999, 1.35]]	0	0.93967656370326	0.93967656370326	4	703.995100688823	1499994	1288339	0.25	3168.167198034271	142766	151931	24880	26474	1
