Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[1]	[[-136.4, -136.4]]	0	0.1	1.0	5	856.7988759503576	239891	239891	0.25	4283.994379751788	0	0	0	0	1
[0]	[[0.6466625, 0.7699375]]	0	1.0	1.0	6	945.9681650646387	1399953	473555	0.25	5648.838355439044	180363	180363	7168	7168	1
[1]	[[-136.4, 171.46857452208735]]	0	1.0	1.0	8	882.0883374010825	1399998	667730	0.25	6717.725339864894	255407	255407	12866	12866	1
[0]	[[0.480032, 0.7635645]]	0	0.9647442233065263	0.9647442233065263	9	893.3864778055932	1399987	672493	0.25	7311.935242463193	370921	384476	18770	19456	1
[3]	[[3.398, 5.602]]	0	0.9790852677545392	0.9790852677545392	1	753.1777141680219	1399936	828222	0.25	753.1777141680219	17040	17404	1097	1120	1
[1]	[[-136.4, 160.86302351849062]]	0	1.0	1.0	4	882.0969143884856	1399998	865076	0.25	3358.9464295750545	177490	177490	12238	12238	1
[0]	[[0.6466625, 0.7728995000000001]]	0	1.0	1.0	6	945.9681650646387	1399953	888450	0.25	5648.838355439044	99544	99544	7168	7168	1
[0]	[[0.49364899999999995, 0.7921575000000001]]	0	0.9684928831914545	0.9684928831914545	3	893.3882037947276	1399987	1021263	0.25	2437.3275493902074	183511	189481	17851	18432	1
[0]	[[0.43783550000000004, 0.7697849999999999]]	0	0.9583345952658062	0.9583345952658062	6	891.6040151813811	1399987	1022092	0.25	4841.9856295418895	221497	231127	21589	22528	1
[2]	[[18.163, 21.837]]	0	0.9974391076712953	0.9974391076712953	3	732.76771623869	1399998	1029675	0.25	2239.708859170092	52581	52716	5234	5247	1
[2]	[[17.345499999999998, 23.4545]]	0	0.9800445302611764	0.9800445302611764	3	725.6483114932607	1399998	1031068	0.25	2305.5731643059753	106081	108241	10599	10815	1
[0]	[[0.480032, 0.7921575000000001]]	0	0.9647293063889869	0.9647293063889869	2	893.3864778055932	1399987	1056725	0.25	1624.874498325154	174917	181312	18770	19456	1
[0]	[[0.5689730000000001, 0.75832]]	0	0.9854800594440519	0.9854800594440519	4	907.2371717064518	1399987	1059355	0.25	3418.824849932272	121353	123141	13119	13312	1
[3]	[[2.036, 4.164]]	0	0.9608232650535709	0.9608232650535709	2	777.819730064545	1399987	1068193	0.25	1544.827070564629	59008	61414	6554	6823	1
[1]	[[-136.4, 172.67382319645552]]	0	1.0	1.0	3	882.0883374022752	1399998	1072018	0.25	2519.147002458071	115018	115018	12930	12930	1
[0]	[[0.43250800000000006, 0.7697849999999999]]	0	0.9563880078385422	0.9563880078385422	1	839.2938737919183	1399987	1083516	0.25	798.6459418942192	189361	197996	22036	23040	1
[0]	[[0.4716425, 0.74513]]	0	0.9626135052796593	0.9626135052796593	4	893.3864775742243	1399987	1095977	0.25	3249.7489938259796	162725	169045	19714	20480	1
[1]	[[-114.14491332318771, 171.46857452208735]]	0	1.0	1.0	3	882.0883374010825	1399998	1126327	0.25	2519.147002449335	95479	95479	12866	12866	1
[0]	[[0.6466625, 0.7280545]]	0	1.0	1.0	5	947.5463406201773	1399953	1127468	0.25	4726.630134523647	41664	41664	5632	5632	1
[3]	[[2.898, 5.602]]	0	0.974526842042614	0.974526842042614	4	798.516674220162	1399936	1138639	0.25	3071.479213876012	16374	16802	2306	2367	1
[0]	[[0.233604, 0.332934]]	0	0.9798637639803011	0.9798637639803011	3	698.458544807989	1399998	1138731	0.25	2137.5617859843105	42579	43454	6022	6144	1
