InstanceID	R_0	R_1	R_2	Class
608	176.43464519965238	144.59019502309678	178.8776101488136	1
5734	226.43703814207126	150.7221112080617	205.54140298650267	0
5382	117.9947668992857	66.59150832151896	92.92374616526568	0
2282	194.81992336684365	152.51839679203448	173.35483230732032	1
6647	67.24084225816463	48.437877507564096	78.8697930603247	0
3528	166.9371671362269	109.89751215752506	153.95186735938466	1
5947	13.322732136425639	30.080616791435514	52.29987609462623	0
7034	144.28897711281482	76.48746995501654	127.86444577398161	0
5618	92.33012200769674	26.502471225302017	69.26157138938888	0
5238	142.89178164056986	84.11309808044551	125.37420086115391	0
3173	242.83175028807358	179.18138300437317	232.83067445041488	1
4082	28.492886339623897	23.64411250032019	56.454412029759965	0
4684	97.25149157306345	63.445624856359586	68.83245046191733	0
5967	103.4271920366319	71.98333652317562	83.98993443938424	0
2592	153.61332853781917	130.7288939414029	153.814844683351	1
5862	139.00133535555852	84.3846861385715	121.65523552152001	0
6739	102.70166037177151	13.770906429834568	85.31395710244351	0
5407	188.94494247256966	117.04454905081187	171.0151526184211	0
4418	201.7571079207745	130.21963125093768	177.06108616771337	0
4869	143.91358431338116	79.24354214042188	114.42854953837808	0
4455	136.8608162469955	100.48483391411953	136.02933957840295	0
2884	179.68764955818168	138.8830226353896	158.2100150606109	1
1488	141.88744167125097	108.5671846357653	110.2901752743009	1
145	144.122265122332	125.23711478854675	151.90240411055248	1
257	287.30082812857256	228.64753752327937	273.72359139002486	1
3971	203.4226414196271	134.8197074292713	180.46827813521242	0
830	278.5809081525353	220.72437319518122	266.01014857947507	1
141	275.6926492914045	220.14784434903154	261.061781760702	1
1343	256.31237023572226	195.24117222925616	242.35292735727975	1
6317	106.18129291529871	72.62290523407154	117.88027769556061	0
4229	118.32880466592682	70.32226007664703	122.70973563683728	0
1467	277.6971172722818	223.00724730573202	262.3871626714788	1
3315	243.34110307129467	197.90535417566272	236.8022204226062	1
3838	48.165449822310144	43.96849026262117	50.25073920395592	0
4547	127.83089078339448	69.5983157783586	87.42993552071175	0
240	206.14911533393953	146.30028540138497	194.68312460735308	1
5560	16.16720840367756	24.682224331633684	39.17620765748835	0
5876	234.85252934160528	152.35691090757626	203.28588190667833	0
109	302.5958666179209	246.3115625191354	290.71181119289184	1
5497	198.42496014375604	130.29936854827838	182.62604802528458	0
1781	212.0817732581682	171.22641933268494	210.3410174226626	1
3266	270.21454220021644	214.27304614707037	259.443108229488	1
3050	308.93531021587603	249.1560747944343	297.93575195107394	1
4429	132.15592487986342	76.85753180568715	129.56486899024816	0
4797	86.68869487742082	38.380092791616335	61.88304540028305	0
2936	249.63393355299067	192.43346466108005	244.45327224458362	1
4184	102.215373731989	26.699281222953353	70.6979646357785	0
2588	330.9625419353013	271.89559681772187	315.0717982179055	1
6682	119.66665454781969	65.59943597188486	86.94215380055068	0
3611	25.042782506477174	34.7368441921239	44.98597699504973	0
4713	29.957597714723626	41.31362682817978	54.578715948424325	0
6416	196.80337752880976	122.61509915097426	175.8105133943478	0
2375	200.61181516954545	156.67320627461947	173.70427253268136	1
1059	267.50055860377194	207.59273843460613	253.3257425967888	1
4551	183.36789404593918	108.51261964410801	158.86855236908414	0
3356	189.202168028583	150.83389048119076	180.73972573839202	1
5608	157.26844928536534	87.66124624166278	128.2364427737995	0
4176	118.47365275370134	61.157828321014925	88.08929536629095	0
4638	93.01641239844615	67.18733398236043	109.97762462601075	0
5622	106.21366174202272	34.76458024805266	75.98231410887384	0
5139	117.59947386255425	53.19343790522096	84.33844623183573	0
2640	249.88153393212787	194.18426839615665	228.29114830159963	1
1018	270.27237609356104	211.45715144933308	255.91582256604642	1
3850	111.69117314248186	53.05846481446533	83.05639419221885	0
4997	97.71324160635572	11.356418769871711	75.32766499285675	0
987	208.545762596715	172.91498270548203	190.44972052317556	1
881	242.15788344642135	186.2504762643968	219.51982072871365	1
522	266.48323594397607	216.97313580498258	256.9109508430057	1
2860	233.16074074023268	196.3417083887379	222.1797306884182	1
5046	174.45057809278464	102.33054606813025	157.76945201961567	0
4782	51.92449651927288	43.272658139108515	51.490850756115584	0
1548	252.93554710730112	201.71681454953315	237.2156695891169	1
907	280.3377639985868	223.98472791096103	268.9515508869718	1
1127	315.6121867838253	255.52189741664094	301.7631175624662	1
