Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[0, 2]	[[186.02499999999998, 118.07000000000001], [-0.5682499999999999, 3.16825]]	0	0.05294117647058824	0.5294117647058824	1	7.7320855945216	83	83	0.6666666666666666	7.7320855945216	0	0	0	0	1
[0]	[[-118.07000000000001, 155.29100000000003]]	0	1.0	1.0	15	577.5446184630835	299962	728	0.3333333333333333	93224.23417878874	54168	54168	1303	1303	1
[0]	[[-118.07000000000001, 165.29800000000003]]	0	1.0	1.0	3	576.4052471327327	299962	5338	0.3333333333333333	1727.3744949183556	55163	55163	1348	1348	1
[0]	[[-105.5875, 189.5875]]	0	0.9939593518930058	0.9939593518930058	6	572.8779437674333	299962	61087	0.3333333333333333	3413.4134035246097	49199	49498	1482	1491	1
[0]	[[-2.2365000000000066, 113.19069560726301]]	0	1.0	1.0	3	576.0229002906395	299962	93625	0.3333333333333333	1725.1341813904658	30900	30900	1078	1078	1
[0]	[[-5.749525557751504, 165.29800000000003]]	0	1.0	1.0	4	576.4052471327327	299962	96547	0.3333333333333333	2303.1659932244743	38110	38110	1348	1348	1
[0]	[[-28.28967234581954, 153.491]]	0	1.0	1.0	2	577.5446184630835	299962	97120	0.3333333333333333	1156.0336658714198	36448	36448	1293	1293	1
[0]	[[-75.77867078431332, 106.92422725112311]]	0	1.0	1.0	2	576.1068831772617	299962	142290	0.3333333333333333	1150.4175124111784	22712	22712	1037	1037	1
[0]	[[-28.28967234581954, 106.92422725112311]]	0	1.0	1.0	3	576.1068831772617	299962	145407	0.3333333333333333	1725.6262686167677	22273	22273	1037	1037	1
[0, 2]	[[1114.1998688548026, 1200.182], [-0.7050000000000001, 2.283]]	1	1.0	1.0	6	341.53206594552455	299983	145729	0.6666666666666666	2049.192395673147	129	129	6	6	1
[2, 0]	[[2.319, 4.72875], [84.12849999999997, 485.2505]]	0	1.0	1.0	2	519.1904281316118	299917	146125	0.6666666666666666	1038.3808562632237	5669	5669	265	265	1
[2, 0]	[[2.50725, 5.8353430239997], [470.7342466838793, 627.2995000000001]]	0	1.0	1.0	3	453.19123620806306	299978	155736	0.6666666666666666	1362.7171357802363	1184	1184	59	59	1
[0]	[[-118.07000000000001, 160.0875]]	0	1.0	1.0	3	576.6156551165462	299962	156600	0.3333333333333333	1728.6073541985133	26502	26502	1331	1331	1
[0]	[[-118.07000000000001, 106.92422725112311]]	0	1.0	1.0	1	576.1068831772617	299962	157123	0.3333333333333333	575.2087562055892	20573	20573	1037	1037	1
[0, 2]	[[151.5285, 355.29100000000005], [1.099, 3.20325]]	0	1.0	1.0	2	500.3224160119005	299941	175522	0.6666666666666666	1026.257550037189	7062	7062	408	408	1
