Explore_Iteration	MacroPopSize	MicroPopSize	Accuracy_Estimate	AveGenerality	ExpRules	Time(min)
7200	1651	2000	0.8026388888888889	0.26183333333333236	0.0	4.848890240987142
14400	1710	2000	0.8108333333333333	0.24883333333333235	0.347953216374269	6.449391190210978
21600	1693	2000	0.8108333333333333	0.25516666666666554	0.3260484347312463	7.388366067409516
28800	1647	2000	0.8123611111111111	0.2673333333333323	0.323618700667881	8.310308539867401
36000	1651	2000	0.8104166666666667	0.2851666666666661	0.33373712901271957	9.246538515885671
43200	1675	2000	0.8109722222222222	0.2841666666666659	0.34686567164179105	10.181126312414806
50400	1649	2000	0.80875	0.30650000000000016	0.33656761673741664	11.563429741064708
57600	1671	2000	0.8054166666666667	0.3071666666666667	0.3243566726511071	12.503275958697001
64800	1669	2000	0.8077777777777778	0.3194999999999999	0.35230677052127024	13.44097310702006
72000	1644	2000	0.8041666666666667	0.3463333333333339	0.3083941605839416	14.352380907535553
79200	1674	2000	0.8018055555555555	0.3348333333333341	0.3291517323775388	15.268841902414957
86400	1686	2000	0.8008333333333333	0.3411666666666665	0.35231316725978645	16.17354171673457
93600	1699	2000	0.8013888888888889	0.3250000000000003	0.3531489111241907	17.111405471960705
100800	1693	2000	0.7984722222222222	0.3356666666666669	0.370939161252215	18.43168757359187
108000	1678	2000	0.7947222222222222	0.3483333333333336	0.3498212157330155	19.3539568344752
115200	1701	2000	0.7980555555555555	0.3493333333333338	0.36213991769547327	20.273824187119803
122400	1715	2000	0.7988888888888889	0.3478333333333338	0.3673469387755102	21.24727527300517
129600	1662	2000	0.7780555555555555	0.3700000000000018	0.3694344163658243	22.139454336961112
136800	1702	2000	0.7970833333333334	0.3658333333333344	0.3754406580493537	23.046189320087432
144000	1706	2000	0.8006944444444445	0.35733333333333395	0.3757327080890973	24.005487128098807
151200	1712	2000	0.8022222222222222	0.35750000000000165	0.38492990654205606	24.951087502638497
158400	1701	2000	0.8019444444444445	0.3676666666666679	0.3950617283950617	25.91024123032888
165600	1691	2000	0.8002777777777778	0.367000000000001	0.39030159668835007	26.760503403345744
172800	1670	2000	0.7995833333333333	0.3890000000000019	0.3964071856287425	27.603783881664278
180000	1683	2000	0.7973611111111111	0.3781666666666678	0.40047534165181226	28.45057165225347
187200	1697	2000	0.8005555555555556	0.3723333333333347	0.39776075427224517	29.338346294562022
194400	1700	2000	0.7973611111111111	0.37700000000000133	0.41058823529411764	30.204826378822325
201600	1677	2000	0.7991666666666667	0.3733333333333339	0.41741204531902204	31.38435572385788
208800	1642	2000	0.8005555555555556	0.381333333333335	0.42509135200974424	32.33037652571996
216000	1602	2000	0.7852777777777777	0.4115000000000013	0.4038701622971286	33.12793396711349
223200	1617	2000	0.7847222222222222	0.4280000000000026	0.42795299938157083	33.97234766880671
230400	1656	2000	0.7891666666666667	0.4156666666666681	0.4359903381642512	34.888938359419505
237600	1644	2000	0.8029166666666666	0.4178333333333348	0.4555961070559611	35.740511957804365
244800	1664	2000	0.805	0.4163333333333354	0.4423076923076923	36.57786846160889
252000	1615	2000	0.7976388888888889	0.42583333333333584	0.4712074303405573	37.391456218560535
259200	1658	2000	0.7931944444444444	0.4201666666666684	0.47406513872135103	38.216626997788744
266400	1644	2000	0.7969444444444445	0.43516666666666837	0.5	39.070655234654744
273600	1643	2000	0.7968055555555555	0.4308333333333357	0.5295191722458916	39.90443930228551
280800	1657	2000	0.80375	0.431333333333335	0.5087507543753772	40.793508831659956
288000	1617	2000	0.7990277777777778	0.4440000000000024	0.5541125541125541	41.60001735289892
295200	1656	2000	0.7955555555555556	0.4381666666666686	0.5295893719806763	42.3758464495341
