Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[0, 2, 1]	[[295.40549999999996, 614.1945000000001], [-1.269, 1.269], [19.945999999999998, 27.174]]	1	0.6774800188058298	0.6774800188058298	1	566.8056083779215	9947	0	1.0	566.8056083779215	1441	2127	1029	1520	1
[0, 2]	[[-94.22750000000002, 673.2275], [0.7580000000000002, 4.142]]	0	0.7297396406307297	0.7297396406307297	2	527.3394500328603	9966	1	0.6666666666666666	1054.6789000657207	1990	2727	1439	1969	1
[0]	[[457.99850000000004, 800.4015]]	1	0.7287590458322165	0.7287590458322165	1	593.2853084104013	9961	3	0.3333333333333333	593.2853084104013	2719	3731	1948	2679	1
[0, 2]	[[476.50049999999993, 1149.4995000000001], [-0.7284999999999999, 4.4885]]	1	0.7613045218087235	0.7613045218087235	1	572.3489052112311	9999	5	0.6666666666666666	572.3489052112311	3805	4998	2728	3584	1
[0, 2, 1]	[[119.19, 827.6099999999999], [2.99575, 5.6042499999999995], [24.933999999999997, 28.826]]	0	0.7251184834123223	0.7251184834123223	1	437.3558184222421	9866	13	1.0	437.3558184222421	153	211	108	150	1
[2, 0]	[[0.7580000000000002, 4.142], [327.70899999999995, 634.691]]	0	0.5783497350492052	0.5783497350492052	1	541.0718578411593	9956	29	0.6666666666666666	541.0718578411593	764	1321	550	956	1
[2, 0]	[[0.7580000000000002, 4.142], [186.02499999999998, 776.375]]	0	0.5325738697045211	0.5325738697045211	1	533.8886431748718	9966	29	0.6666666666666666	533.8886431748718	1496	2809	1092	2026	1
[0, 2, 1]	[[453.67075183095625, 476.50049999999993], [-0.7050000000000001, 4.4885], [22.555500000000002, 29.6445]]	1	0.5188679245283019	0.5188679245283019	1	535.9730281816895	9597	31	1.0	535.9730281816895	110	212	82	155	1
[0]	[[201.332, 768.068]]	0	0.4165131468765701	0.4165131468765701	2	511.28403754627027	9966	33	0.3333333333333333	1022.5680750925405	2487	5971	1816	4317	1
[0, 2]	[[670.0074999999999, 118.07000000000001], [-0.7050000000000001, 2.38075]]	0	0.03333333333333333	0.3333333333333333	1	2.65184	36	36	0.6666666666666666	2.65184	0	0	0	0	1
[0, 2, 1]	[[670.0074999999999, 118.07000000000001], [-0.7050000000000001, 2.95875], [24.88, 30.44]]	0	0.03333333333333333	0.3333333333333333	1	2.65184	36	36	1.0	2.65184	0	0	0	0	1
[0]	[[167.80749999999995, 817.1925000000001]]	0	0.41605193272351726	0.41605193272351726	1	511.08283838117904	9966	58	0.3333333333333333	511.08283838117904	2820	6778	2066	4919	1
