R_1	R_4	449	344.3725902606278
R_2	R_4	359	304.3402443801614
R_1	R_2	313	253.6756968302191
R_1	R_5	255	197.21955694577133
R_4	R_5	239	180.92678090060397
R_3	R_4	169	128.75579271508596
R_2	R_5	152	114.0147931508575
R_1	R_3	133	95.31395189633322
R_2	R_3	118	93.3011527780058
R_3	R_5	103	73.14502250014795
R_0	R_1	55	50.14075386250115
R_0	R_4	26	20.113349239760698
R_0	R_5	21	16.227591353925707
R_0	R_2	18	14.34526843352589
R_0	R_3	12	7.472117555219148
