InstanceID	R_0	R_1	R_2	R_3	R_4	R_5	Class
2413	308.14302999930686	982.175829145297	418.09906480385865	312.83762209103327	713.7891847258899	762.5549683418027	0
1364	144.5913955048752	1054.2708759615437	481.6936773311365	191.48645024776843	1359.211745983515	711.2844421214002	0
680	83.32027742407345	973.0871324713341	448.2682504103257	384.4192847907568	1298.4262579752099	655.3582910155051	0
230	319.11322532508694	972.1515859353091	413.63376454598415	324.9571770541376	1449.9818305759854	684.296827977596	0
2786	117.5932764230757	835.849146381587	333.30362856581945	99.53643549763241	1363.9198732138032	577.219525910733	0
114	274.70125710158305	998.5468941404827	414.81254231349516	330.52812065080167	1345.3098532750466	712.2830165602257	0
1863	447.1823575110105	1173.9383190657716	757.9762903374789	464.0486196451534	1314.5985846341507	933.9699910981882	0
494	334.7201419835516	784.0149312446729	564.4362379894682	293.54984623246554	864.7512800762343	657.6288151370211	0
4031	391.94478735601666	1155.323802818369	638.2593274843681	459.94760336541214	1037.4780279150916	952.4709724677668	0
2113	80.18271162390207	765.8495460829931	354.85584148408293	315.554145487931	1361.1410330845922	558.8073732501313	0
339	251.76106512922794	556.2745473484928	420.0669316513633	300.579655562572	610.6465624385443	475.35724791462405	0
564	285.6115481925416	883.8135595420553	542.2230564096989	342.5551370969683	1030.9052404538825	758.0838434026787	0
2610	406.76743845541404	1182.8325950541011	641.1650620172825	381.47958120458225	1312.5463572410285	968.7891506411531	0
2241	252.6444530039863	916.7845259354178	341.5095755253975	325.2286540941515	1421.1942361872043	602.0211766348068	0
2367	321.55201160742763	724.378031080221	404.2009381477963	309.26083770770896	831.5696366112801	597.7789246897596	0
1334	173.1003397468746	1139.8017903165864	530.2798850326711	342.9533833098531	1234.5258953869584	800.6999064052874	0
3532	132.73009935833934	1023.8764763840836	460.014778482264	308.0695061369024	1337.9956358440104	706.400343577373	0
741	182.6074837057144	785.478341769652	252.50619518502327	321.7080743919622	1009.248822022549	548.6755957061087	0
3026	312.5179827363072	718.3021550429394	467.19419314808465	315.8395953309787	1238.5302257336496	604.6613436845732	0
3997	373.49455326860425	1008.9606533507169	551.6807365551499	393.717254822099	920.4190922430173	759.3973964963017	0
4219	150.2767009224145	1098.3234204012676	491.79492026798835	298.44253064442614	1409.7471713691964	744.7762001289539	0
4183	250.90762184014704	1142.125980093917	623.4414680675519	261.5995709169395	1396.1607391091031	889.6590477312202	0
194	329.54704896330816	1018.469259089453	397.06154487170147	311.7668862069569	1414.1444334046867	750.6498234345145	0
3067	316.95287039936665	629.4996773021833	442.71526510142587	318.46467206605	1182.5121522216768	499.98194171191165	0
1245	361.51449109245607	1198.0907493480574	561.1253039624501	431.06208369135226	1230.06050813132	892.3770194307073	0
4027	393.90228945757923	1148.7709944677285	637.163946502053	440.5616082645476	1075.5978723893911	934.8309240805482	0
3440	279.340891388014	1119.846529373593	537.1542075263103	339.01488792567835	1238.2059374585413	799.6320314449717	0
1326	188.74189417249278	1144.9886040203373	509.7995594632455	400.1491113271864	1159.216996768426	811.9594781560006	0
2062	128.46375747810512	928.1946132157279	358.0584327218534	393.4716820776408	1375.0491586074904	632.0924593798158	0
691	67.52435859530789	835.731526708638	367.50823922835133	399.6548944757904	1349.6305447735579	592.6167938512456	0
4195	221.46286999639224	1108.6120546441548	524.4849997594233	123.53412426253458	1458.147152532047	772.0604367166574	0
452	358.0494942247285	590.3069289297476	605.2270183215263	353.0990111447624	1337.2327466522652	485.51622487897845	0
2135	55.594625303940504	749.1321507822541	355.2310340586613	319.7550754297271	1255.197118520621	560.8843191780938	0
923	318.4135841675342	1045.9789899434775	420.24556022965254	316.6958869864429	1085.3341001363847	703.3526087189837	0
3286	402.7206939167146	1171.1413232268064	550.549205824964	461.4488809613546	1077.1330227565436	898.2983974051996	0
1057	314.54807258980077	958.1610931054812	512.9626645357478	409.9732605032793	657.0729981624953	736.2725679361537	0
1400	80.38077979024315	1051.3495327088226	477.99502328088045	333.9842162836366	1427.6177907452934	718.4283895987564	0
3555	87.23772198924834	907.8636978869445	410.3809797155972	350.2255528648251	1397.7115190926813	637.9576051168995	0
602	184.25112157739395	869.6372123025675	488.36646281488436	409.42069659428154	693.3289027593473	697.0213661037168	0
3045	315.1394690909645	584.5172831913059	410.21632344952803	325.35380056128156	1366.8501662264096	442.57359213056884	0
1368	141.7183375660472	1055.6096884386716	484.86125576490167	190.5711701424845	1386.564098803949	713.5923963444426	0
2111	80.19529198942863	768.0156373475224	356.3746223916905	314.8170029543932	1368.1529473760245	560.9138170626995	0
597	205.21992347484704	881.5587093649381	527.7578724705605	389.28323524580145	1392.1995830995572	670.9002067202937	0
1696	291.5173839220656	610.099293842768	404.57306957687575	365.94821989606413	1402.357837325305	464.0254803646244	0
1077	386.54339132743223	1225.3261912719963	623.7600639384211	444.6646645344492	1261.1730197871238	911.9942192099822	0
4124	389.2516337999038	1187.238924231221	661.4670508631249	465.5171319185144	1329.462947346904	953.1997669639438	0
1786	317.2109800153722	1081.1398330502311	471.4986691220313	409.88961663623235	1275.3438503121547	863.3251709494419	0
1922	406.092147825046	1159.967635185037	707.215458245088	483.5077262823127	1356.6504518881516	995.9906791923478	0
1410	78.46004908717758	1046.9702345511305	466.3036506589804	395.6484226148232	1359.4217556027145	699.4142881325085	0
2862	53.62696328194009	764.1071366004908	355.9441064151339	319.8716993115136	1264.216196769172	563.9392105578521	0
3508	151.43392322912428	1079.2032063695451	498.90097071431927	355.80415462543897	1366.0519657377681	737.2036566264925	0
3617	183.9996856545814	808.1819112828978	199.4182285975526	318.3837086582443	954.4738493595884	556.6533809297265	0
3293	395.2790872048019	1185.8440284539183	537.0114493304718	424.1410673822916	1084.2182460622828	868.1141424701805	0
3422	336.77036501493257	1100.338441433984	487.1601824956242	435.7639861915836	758.6260150812245	905.7017994454202	0
861	280.47213571954404	1009.9937473694605	416.05122375445086	329.86373253847165	1393.1017813291369	660.9255005962841	0
823	269.6255384865829	909.3750572658307	325.91177049372175	321.64633371930313	1403.1998638149137	637.039204398485	0
1779	317.1882276998985	1050.7110244967437	478.4888589527463	404.9916063900626	1378.0179382271772	856.6837683894125	0
51	226.69024512418216	1004.2133973351457	405.6310756331652	338.95911604121966	1451.3851312230665	656.5170908842484	0
2493	315.6221180874532	793.4685396184649	534.3987517603812	400.11954767113707	765.1649647522302	686.3740167511662	0
