InstanceID	R_0	R_1	R_2	R_3	R_4	R_5	Class
2413	48.5299933452674	132.3732355262883	80.19143398175912	48.91861104019365	84.03956107558194	100.28309104913917	0
1364	18.79767602495536	107.50995081461633	71.3554004396921	21.767995302559953	127.55290894348839	95.54752968328481	0
680	12.945766874336893	109.60515739730344	78.03287691802991	56.72303317696262	133.4211622139417	89.87543341139911	0
230	55.43449270315753	128.66056067238895	84.33588713431554	44.34774367720943	143.30267152403957	109.19711197392714	0
2786	11.830307023043046	84.99628407577173	67.90718756208972	12.859144684823052	105.08330322693283	85.9386867233573	0
114	34.51490788721519	121.0807771394339	81.86640442301967	53.143746145764815	123.45348358806314	112.22124861068463	0
1863	63.449530513095404	149.4455346006656	105.06100796398692	73.16056377350549	146.6764822766007	114.05709668133953	0
494	36.66580908543753	107.07750468030291	69.97980664855598	19.68742163861428	89.99645953375259	56.95184946277783	0
4031	60.56902825513438	138.67820770369298	92.95368679145308	74.68913559648442	118.94415208747978	132.3484848735434	0
2113	8.922745384741651	73.07504399109685	67.89498925170867	41.8195704977653	104.22021911950007	83.99482753344104	0
339	38.9940732263612	84.44865692639318	82.9582885698588	39.22155308678726	81.24486137918133	53.960620216655364	0
564	31.43642401424866	119.98421158553478	72.782490059528	25.621265703551344	106.93666748135328	86.29468737283142	0
2610	58.628221464274105	128.36184218480287	85.42158696298179	48.6074972759191	143.1359801944633	134.58998947972822	0
2241	37.056957651952274	106.41533322100045	67.72329734904217	52.686493600388644	130.76424546632973	92.65743711596288	0
2367	45.903265647609736	113.60661552468028	92.9765580641604	44.455981858987755	91.030809961459	67.94573869970287	0
1334	19.781886679684217	119.05295041189079	80.56398794261143	41.61539820566558	134.70904630803224	110.35406515994228	0
3532	17.839987054071866	101.82607024626576	73.61825106268697	38.60024399460084	133.58327188384033	100.62923095776618	0
741	19.76414817369832	78.95155397643398	38.127922504807444	42.07312094824996	73.8262048645195	77.99188403815043	0
3026	38.56764608962796	122.77702292773436	95.20814696473151	47.497490064035745	118.84647410940872	75.41217456294623	0
3997	58.230982296500834	135.1030666008885	84.15684970998305	63.07232512364753	105.59799465416197	98.02611781829577	0
4219	16.80391402268352	113.48134471033397	80.78592908926481	31.70451357106805	136.91835538622587	111.29814724795477	0
4183	35.545119357432895	125.562213748136	90.88710473544872	24.742292571473275	146.69927178825859	125.72825349588254	0
194	56.23210069101705	126.492877901256	86.46054942251624	39.613017127815326	144.2927268231035	134.5962284034618	0
3067	46.8752373510378	92.28072396214858	95.3508412179186	45.47818617170352	124.27744854888243	57.90673502959852	0
1245	55.15379474288416	132.92205396806824	88.50528544490147	71.35436514249976	144.3128437479436	130.0897414415271	0
4027	60.586762508220325	135.7922248228456	92.93018866857263	71.49898633642779	121.98306070528166	131.4148753246133	0
3440	40.50398027432071	119.22754903746747	82.52520077590573	43.6180975660647	136.8767258031961	113.4706913596294	0
1326	25.676771588045664	124.02475079489636	84.50864842423357	62.3776037270907	136.66379232145397	112.42637510815274	0
2062	18.817720068843318	98.74905878330863	79.12833900575521	60.67968410727517	133.30566958183573	96.78235602423146	0
691	12.946323095972101	93.02594050253113	74.85512209988639	61.330828933811794	132.16649255113984	89.00787813208615	0
4195	32.61759846373482	113.44120123537596	81.02397585558886	13.892178380562438	134.80636163498698	110.24853094480342	0
452	52.07427664995384	85.17150669112607	87.14531721373513	54.19043830834264	149.32626835890196	48.26761986669118	0
2135	5.987238775303138	73.09321067090013	67.9630731585672	41.83455286273102	97.51687824498545	84.00833467998169	0
923	49.35130156613261	119.75024084738924	77.68246048670811	49.466008835180695	115.75736618119348	98.32234028459254	0
3286	71.23714683992475	136.3823166862309	86.38965556564904	81.71929279596026	135.05446089475882	136.68536339691985	0
1057	47.16617830782292	134.22195314516603	82.8255722826053	62.07173447842326	82.00797137786184	100.13886715043361	0
1400	10.967288345440213	108.71354050646467	79.26539201815642	44.59384238314963	135.83674920041062	100.71331708238343	0
3555	11.925197309201327	95.99525731943324	77.34825393684146	51.54278925402879	139.97761709206657	94.93459052654512	0
602	21.633626188892226	132.67573265933098	80.76463616111776	72.16126529939618	79.86856718032769	94.59082823717208	0
3045	48.825301512686494	111.88039627826534	104.0858094750713	50.43820235575801	115.41471042580736	68.41255360450478	0
1368	17.84311074889185	108.55098634433163	74.3155527050801	22.773009514445352	129.7335733411366	97.60173416120861	0
2111	8.924716300783977	73.10058819330142	67.02648949764267	41.84178299008544	104.23606667079972	84.01363423751806	0
597	31.60122859730615	137.21924962447886	82.82322558355342	70.43134480172637	141.80836767921707	91.49320390240206	0
1696	39.742482165409434	109.11402404858576	95.78284048151461	56.48229020542522	117.24462562046095	63.86277459777721	0
1077	60.2583184833321	131.85567764326237	91.35201413803694	74.40234600295162	142.5768185046103	130.03091107302166	0
4124	60.13362927511828	136.55073345336012	100.79611856192977	76.17323411819541	150.64436563996594	141.69229892648846	0
1786	54.30145595784269	131.19061802448954	82.92625181675848	64.28875168617911	142.91088083028194	134.42963667170977	0
1922	57.88668939410864	140.0343737234381	102.69533652058502	77.3614071103529	145.529602369349	137.42719533772689	0
1410	12.946873273849903	116.50343300913742	77.11325930787581	59.69189707713031	137.56169550602627	95.73439030859466	0
2862	5.987313854246134	74.1065884195747	64.36135555959831	41.847806343188985	99.5218408416698	85.01800577363731	0
3508	18.812876121437927	111.68027913006604	82.59944840478448	51.55453595971753	143.58614383536792	105.61310821708808	0
3617	22.692812804609	87.84928317859814	31.544008072719624	45.05141433635528	76.88120953435423	80.97905942775051	0
3293	63.28375578408527	130.60035030331792	81.46649352638407	59.349638732126884	124.12168343582486	126.17480321336288	0
3422	52.23550522162179	131.25770525324432	80.53218759001517	68.64215622533447	93.44862179180986	134.7591595360522	0
861	33.685296177864	117.09556419754155	76.75890765359289	52.55739633209277	131.65398903223084	99.13023689338348	0
823	31.89598455289792	128.8646521730396	56.863986707533776	50.299069386075786	126.92139221737737	95.94847522510884	0
1779	56.30968923473699	127.55726732176055	82.97594441050728	64.44825021815953	139.67851725452735	135.52461033757257	0
51	31.431235680659743	128.05278878053008	83.03729050603772	57.56155206939912	149.41484469181052	105.34074398927197	0
2493	48.986774007030824	112.59991805689994	82.80542205589077	55.15149057854413	91.18490736805046	79.13987869668009	0
4068	64.64895388352438	143.71114861319802	101.67681166011936	81.59423349635482	147.20617724512104	128.48134848296263	0
2178	17.82115845091065	72.11578302619719	32.480813624044316	42.10256798502719	72.88201867314633	77.02834481622503	0
4143	56.22792230225227	141.87993481868241	100.85797922125778	78.5126175836041	138.09323102237036	137.46815271458573	0
1149	65.62772764959506	139.46732508548118	99.04477062672458	81.16714611519302	147.56441724120782	141.72272628893174	0
780	28.438397294851026	95.79552014288873	43.1780418034324	43.06268743947619	102.58875378747315	85.95137438071912	0
770	26.602900749353278	97.79710387077608	43.18246633486778	43.06445324036451	102.62436934167236	87.95218766565972	0
2797	12.83579799109546	87.02919650241893	74.50289787134813	34.60219030063368	104.19551575190384	91.98384122504582	0
3966	64.32676861178646	130.1954924057822	97.86639572917323	50.55292155985688	149.60821801065703	142.42385446509607	0
540	35.02726404137327	85.4665259738253	67.28858992784394	62.606614163553054	77.97516675592749	45.58990534077549	0
3884	54.04852704947487	136.88518756478805	97.77860415106855	70.75416216886207	113.95936620655905	131.4553988868843	0
2830	9.916399834212262	79.06348360506371	75.92485386952299	42.85527455430949	104.20817771521388	87.01813378324519	0
458	56.37524395225138	117.6893272720572	90.24095876303134	60.20366013860833	160.62032797515232	69.324163724163	0
608	25.644782775603954	123.90347399720898	74.0460903122173	60.22989057587054	128.23486200275522	96.96435767571026	0
771	26.606321580264087	98.80318628290276	43.19077251361539	43.07023427387405	102.62617808767509	87.95653725869158	0
3760	96.79957612461716	158.5626954796496	129.94486569761327	141.5785547703498	168.91804771965062	134.9819771101505	1
3401	55.14217710972631	134.73577348979063	72.80718314788491	70.406704386184	94.33820711803128	132.44489108800235	0
2565	70.27080693027833	140.9745144318376	100.98041898480986	80.32126188679891	150.2800400096946	139.3817989357732	0
1955	51.15203971826342	126.95318646160992	87.26107635727193	36.70175937260542	136.63878070390754	128.48230309570658	0
67	28.89652442525074	124.76334592882338	66.49836198915911	48.34824723359953	104.56270374988816	108.22322463878503	0
1952	51.15330216115437	126.86166385031282	87.2632237705684	31.735800478929043	136.32520626873753	129.34271514213253	0
1279	49.42092959228311	131.93981520323268	82.64040896186155	70.78751777567943	141.34253809941114	122.21373677180732	0
102	35.225723132402365	132.3397738727934	76.72596043083323	50.08531500938957	102.0363216491094	103.65433928825743	0
2973	26.99616986021877	118.24244055052098	54.6692493346796	50.218951191383205	113.9278194222596	87.76801383256225	0
2578	66.28690863838708	134.65422379238998	88.23176788179647	62.12204347588471	125.0503159558836	133.4528323693889	0
1631	55.749306987931874	120.78367588144285	97.57266414376011	58.5104255669634	148.53258932097447	84.1116401493731	0
3637	25.643138429221676	101.65835030684502	33.450705328418834	41.108352941728434	100.62845094481652	84.94341643281929	0
3470	30.640857862721493	110.72425272087033	86.48861204814963	59.42333448464689	145.29027073876318	108.66401409721969	0
2474	48.02521528709519	130.11069130786137	86.81317417682483	58.41454111902431	89.40981452034328	93.0649904380309	0
