InstanceID	R_0	R_1	R_2	R_3	R_4	R_5	Class
2413	1253.523999709853	7223.959144041073	2419.5995866363537	1472.1020331186953	6451.751794519828	3839.856940794648	0
1364	532.7339457514602	7823.5783365246	2486.7031948081044	618.8037802698241	10258.969883136222	3284.4966188216513	0
680	275.21808413618385	7107.517963261258	2502.587431743758	1714.2566605579511	9757.51011366687	2973.1306330778452	0
230	1141.2378531513098	6605.822871389147	1684.0267028933863	1563.211356636241	11148.931612459279	3375.370203289637	0
2786	512.2048785750308	6716.20699229952	1873.3306716787367	312.109061736352	10886.756246843426	2744.9588935677293	0
114	1009.2027253802746	8027.166998750648	1720.6565496889302	1420.8927950250982	10346.90408298273	3357.349709619127	0
1863	1888.58468656436	7898.98675116561	3922.394113941032	1993.74981130692	9555.862260684939	4313.51756411012	0
494	1634.06627885993	5647.7886683182605	3413.3211284036825	1224.723687099614	6730.250663610117	3841.5154973741815	0
4031	1855.514373849023	8552.97931912184	3929.8408789231207	1989.9394957931088	8285.879020320628	4464.977485529468	0
2113	299.6564352191673	6319.486738240266	1568.7583178080938	1367.841720544338	10563.637518580066	2537.4536967616064	0
339	1396.0625282889262	3513.3481696905505	2443.029687348066	1177.8614595499378	4769.919653760589	2549.4913383371677	0
564	1156.2184194748058	6553.105924106709	3823.3804837126377	1405.8337304703477	8558.004426413701	4182.861838375332	0
2610	1626.8598976510098	8939.459817733676	3676.4314384497507	1284.3237092229322	9165.605884579636	4322.07329130859	0
2241	903.4628770151271	7181.443179144768	1288.1531465430232	1396.2843151612606	11019.948212029074	2892.878604476045	0
2367	1282.9111494729411	5429.998667946878	2216.680013359377	1519.9469054914623	7168.401544246689	3243.278449171079	0
1334	637.9760017218105	8233.576028392252	2849.715137917621	1116.7462457437312	8664.613166776677	3540.476594837908	0
3532	493.4116942105491	7454.97185965061	2381.503146989531	1042.0073547809366	9898.55721972319	3128.781647085864	0
741	685.0072211787178	6443.848309009124	985.4936188210015	1350.187111056952	7985.011085858893	2581.27181423434	0
3026	1139.0559036042084	4921.524913932367	2053.148412881306	1522.8754113253626	9231.528161698785	3106.907925932835	0
3997	2020.1105775182923	7798.420588400731	3763.022647394723	1879.8909706633672	8281.262602986493	4195.305345616163	0
4219	579.5526995632114	8163.869375638898	2529.052147552993	921.2970446185926	10838.66068550241	3407.4403990455544	0
4183	858.8537934909084	8552.51950933634	3536.1078262241676	906.6380866852148	9850.965803541747	4052.50515914163	0
194	1124.7548857026331	7830.332451651604	1818.0936151440612	1063.1382422262495	11095.74061325753	3436.7388491144357	0
3067	1253.8891732470931	3895.05091812164	2540.23559270033	1579.3901256414165	9119.977554811101	2733.7316019279815	0
1245	1250.4634900031324	8400.525718287123	2748.67944486141	1478.4603999998237	8394.538136865049	3774.065521197041	0
4027	1767.5682396952275	8378.438244858593	3870.55951786435	1947.2571176247436	8259.763907744908	4342.858109517813	0
3440	1087.9992211550443	8038.008719136888	2831.4659534027046	1116.6355155905217	8701.61055546739	3486.2022351934265	0
1326	699.3355615222022	8294.699169913238	2982.992748748158	1743.2905092585636	8339.43436955446	3598.1142033576093	0
2062	538.012452756253	7226.54230384329	1934.4167739446193	1674.9723223540607	10995.161482905243	2963.718204589078	0
691	227.80200893109307	6557.0308319565365	2319.980313343892	1594.9512256314247	10872.639020335453	2679.4872634886765	0
4195	694.1555291393366	8296.17463736156	2742.803943031159	324.56169749321464	11101.12677602774	3511.064846604926	0
452	1436.9555228537974	3714.4572791755872	3595.566588416424	1266.3402644751761	9857.541595391243	2633.43292785272	0
2135	216.86748391307097	6193.75660767722	1574.2783504615356	1362.8565915403829	9947.073171276073	2493.8908095845427	0
923	1184.9823657151887	7849.530865726082	2496.845753826919	1477.9075717482908	8270.739556854885	3279.5259550792393	0
3286	1631.6282778321195	8597.797818247062	3271.8323367334574	1905.2243025637845	7826.425082742729	4010.449288567101	0
1057	1652.9974095210453	6615.448729315971	3005.778613337127	1678.3172848388629	4934.115126997475	3691.877732264227	0
1400	270.31243000129683	7497.529277203193	2516.442277796462	1090.7808502549344	10862.402877071532	3175.259578242901	0
3555	299.9535492198365	6852.001539031057	2321.2260145552927	1331.1179088057925	10841.965916083245	2841.8969537387356	0
602	759.8545179043775	5880.524783737535	3060.842902777016	1763.8814249517118	5491.411759043682	3559.895850128661	0
3045	1169.3863553484186	3666.971984813601	1991.5387334052512	1502.7715147884212	10504.758432396351	2311.432061627231	0
1368	523.075711883006	7829.4789083644255	2522.7157035652785	614.0568253284011	10418.043698833862	3296.9256645401138	0
2111	302.6257469578009	6326.450961808556	1580.7313160720973	1370.0695723921933	10643.479147737376	2559.854744570177	0
597	735.2973710831837	5756.84269252856	3008.4722125336248	1701.5451734172955	10234.818071361531	3324.514043472353	0
