InstanceID	R_0	R_1	R_2	R_3	Class
29891	1.0	1.0	1.0	1.0	0
136	1.0	1.0	1.0	1.0	0
23824	1.0	1.0	1.0	1.0	0
92	1.0	1.0	1.0	1.0	0
14147	1.0	1.0	1.0	1.0	0
5397	0	1.0	0	1.0	0
27858	1.0	1.0	1.0	1.0	0
20660	0	1.0	0	1.0	0
19724	0	1.0	0	1.0	0
4716	0	1.0	0	0	0
24432	1.0	2.0	1.0	1.0	0
6447	0	1.0	0	0	0
9345	1.0	2.0	1.0	1.0	0
10351	0	2.0	0	1.0	0
12238	0	1.0	0	1.0	0
12866	0	1.0	0	0	0
19638	1.0	3.0	1.0	2.0	0
25962	1.0	2.0	1.0	1.0	0
29398	1.0	2.0	1.0	1.0	0
9791	0	1.0	0	1.0	0
35316	0	1.0	0	0	0
7367	1.0	2.0	1.0	1.0	0
34976	0	2.0	0	1.0	0
11228	0	1.0	0	1.0	0
30221	0	1.0	0	0	0
9699	0	2.0	0	1.0	0
25043	0	1.0	0	0	0
12941	0	1.0	0	0	1
29073	1.0	1.9411764705882353	1.0	1.0	0
25518	1.0	1.9444444444444444	1.0	1.0	0
20117	0	0.5	0	0	1
6692	0	1.0	0	1.0	0
9180	0	0.9	0	0	0
7212	0	0.5	0	0	1
31463	1.0	4.0	1.0	4.0	0
33906	0	3.0	0	3.0	0
27896	1.0	1.0	1.0	1.0	0
27356	1.0	1.8636363636363638	1.0	1.0	0
19583	0	3.0	0	3.0	0
3119	1.0	1.8695652173913042	1.0	1.0	0
35127	0	3.0	0	3.0	0
6504	0	0.875	0	0	0
17718	1.0	4.88	1.0	4.0	0
33508	0	0.8846153846153846	0	0	0
23841	1.0	4.888888888888889	1.0	4.0	0
13847	0	0.8928571428571429	0	0	0
7740	1.0	1.896551724137931	1.0	1.0	0
29385	0	2.9	0	2.0	0
10182	0	0.9032258064516129	0	0	0
31353	0	0.2857142857142857	0	0	1
20581	0	3.878787878787879	0	3.0	0
29288	0	3.8823529411764706	0	3.0	0
36416	0	3.8857142857142857	0	3.0	0
22785	0.8888888888888888	1.7777777777777777	0.8888888888888888	0.8888888888888888	0
28006	2.0	5.0	2.0	5.0	0
20378	1.0	4.891891891891892	1.0	4.0	0
30110	1.0	5.894736842105264	2.0	5.0	0
15088	0.9	1.7974358974358975	0.9	0.9	0
33836	0	4.0	1.0	4.0	0
8026	0	0.29411764705882354	0	0	1
3646	0	3.8780487804878048	0	3.0	0
34819	0	1.880952380952381	0	1.0	0
5464	0	4.0	1.0	4.0	0
26404	0	1.8837209302325582	0	1.0	0
35045	2.0	5.886363636363637	2.0	5.0	0
29714	0	0.8888888888888888	0	0	0
4357	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0
34412	0	3.0	0	3.0	0
9372	1.0	5.891304347826087	2.0	5.0	0
34346	1.0	1.8936170212765957	1.0	1.0	0
30509	0	1.8958333333333335	1.0	1.0	0
22118	1.0	5.8979591836734695	2.0	5.0	0
2921	0	0.9	0	0	0
31692	1.0	5.901960784313726	2.0	5.0	0
21272	0	3.9038461538461537	0	3.0	0
12869	2.0	2.9056603773584904	2.0	2.0	0
14965	4.0	7.907407407407407	4.0	7.0	0
34805	0	0.9090909090909091	0	0	0
