InstanceID	R_0	R_1	R_2	R_3	R_4	R_5	Class
2413	623.4171065979438	2157.768771891466	895.5845856415627	675.1880200103317	1650.8762746373561	1564.5013450095269	0
1364	269.2129796860682	2315.881497531511	953.4394373821057	356.9764381663678	3113.5984291330187	1347.855587894507	0
680	151.67920149006758	2123.3636248256107	899.3501231674795	790.8273735391738	2884.372630700516	1237.4428342237607	0
230	598.3142364871709	2005.1641398604913	786.9026503835224	650.9364924038288	3363.688121039979	1373.373179829469	0
2786	233.17731135791948	1944.0922632771335	698.4903975545001	176.27472725949218	3195.330951852369	1111.266444433343	0
114	531.4432049845004	2218.3676540819174	774.5193643292505	662.0203865286161	3076.225020950881	1389.5763072346922	0
1863	832.1970386483375	2520.5196960725525	1598.1018900398592	865.5242257925989	2950.7631913980317	1878.8653903318852	0
494	713.1644046730988	1962.3977771697064	1303.9501097284274	759.0411051872035	2055.98037972732	1556.8064491688033	0
4031	773.4082476179924	2545.4892087521716	1378.67931044348	897.2139077109882	2378.273185293255	1895.4680038288461	0
2113	166.22989001324868	1836.1595840775424	699.5729837270575	637.0368409852152	3150.9051969346297	1057.5419664515166	0
339	527.4862323884901	1252.9651126762258	904.9397932381636	584.7539346066825	1341.1859915092828	1021.742380948204	0
564	616.0032323774656	2424.9166597319	1545.0177241558692	886.3312230925708	2783.423015875133	1896.6755043022517	0
2610	782.6826154420464	2608.8790107281798	1451.4966034042159	758.3740220819666	2955.912916788215	1898.0406369681336	0
2241	479.4382420297372	2107.4687603131606	609.4801809694021	649.5768931814179	3274.390564080205	1167.2796938589056	0
2367	650.1417276637231	1675.5006755666468	799.6869357443328	675.5454480847843	1950.6867144552414	1288.5111370492946	0
1334	337.2103630052511	2492.113543318617	1128.7773654838488	641.3226490850325	2693.4303051510037	1496.844388719791	0
3532	246.53805966620533	2264.126979985767	904.8528864964788	563.4579808668103	2969.803669786521	1307.3385309867565	0
741	352.93506851898263	1871.2833869696794	460.4854042164962	634.2730033684578	2380.56149083605	1062.1409660847282	0
3026	589.9095038206126	1533.1791216893291	825.9555426647072	671.0776625725247	2747.5918094546537	1164.089583384309	0
3997	813.6853619602239	2380.108474587604	1428.523513835531	804.8234721540214	2407.311681247801	1758.7415243210824	0
4219	288.65601885493805	2393.1780818825623	1003.8514185714344	523.8555720082688	3287.2084391475473	1395.4845627471564	0
4183	465.1876974248737	2474.164234482892	1284.175155944187	540.8010250304216	3120.4857689877313	1730.8777770122485	0
194	612.3617123891377	2174.132798103184	775.8269699878208	554.1257315667857	3251.1195240359953	1411.5284075005202	0
3067	629.9856728680787	1344.7562473059209	898.1897656719107	681.8045742747709	2604.9324727363387	1031.5762555649133	0
1245	626.782348408399	2551.7455899507104	1145.373977775477	760.8602161740118	2615.104412832557	1629.4764062649015	0
4027	750.0788149370335	2518.2006757907484	1339.1908780122833	884.051868185141	2371.4836899374613	1811.481231283831	0
3440	513.445732160916	2423.1724308591542	1104.1728805782127	623.4742618070944	2693.200962240464	1462.1174780765912	0
1326	378.7362746326296	2509.531832805527	1165.6620753274833	792.24134002899	2538.6326959410417	1521.2299074766815	0
2062	250.00801560692804	2123.9804503247647	767.024706086864	790.5188104964825	3187.494284229304	1200.3033075494782	0
691	119.05571823087391	1927.5847941029524	783.2900066818411	747.1332677014633	3222.832954897078	1115.0353372136037	0
4195	374.67026415850466	2435.6505201719	1068.7582305815124	206.3520369253549	3413.4855273760713	1447.7651453295641	0
452	692.6473902321025	1320.824100015087	1336.7726141158628	645.8181472122341	3004.2019809840526	1082.8746773716207	0
2135	108.11922159981097	1811.8114480286595	701.1931632909057	635.4215064858911	2950.9704499232394	1052.9272671562878	0
923	632.9927780001613	2313.321221713036	912.3123909493733	668.8984001284839	2346.331465436997	1331.6282924079976	0
3286	768.1856445412125	2548.4999965215525	1258.038333443498	887.4126213657164	2354.4807577808656	1701.665466203285	0
1057	654.5484978838631	2142.797305606157	1190.3406220365584	760.4818959987156	1539.2608293117773	1588.2951812732113	0
1400	147.75594605859942	2283.7682725253358	929.4975273716932	577.2910247602505	3277.857731222271	1332.898467987681	0
3555	166.5115678452144	2025.3569335861862	805.4454664355185	614.2744139365259	3256.9518501656694	1174.156542431476	0
602	383.29504798530667	2018.3536540590558	1202.947360764149	834.1526279559556	1742.9418204162541	1529.537625932502	0
3045	599.2592955166269	1192.117570395696	779.3708642245934	679.2120617686984	3125.3338546817386	836.1551500336884	0
1368	258.5030900800571	2318.5665552137816	958.4944992307819	354.1135629608439	3147.9348209253967	1348.481468883056	0
2111	166.26358896262738	1841.4362219014172	710.3010392162539	635.614518733717	3167.0576377060893	1060.8015719894609	0
597	386.4869415829315	2027.4689375401308	1272.511245512601	793.1742083578038	3316.2563018719347	1429.0738803712939	0
1696	579.7264920251977	1281.1623309785818	801.533783836527	777.8510468547125	3203.4791251917	888.8475632403198	0
1077	724.208321340453	2674.596817713854	1340.637390595943	809.4446658069307	2740.0263537306832	1693.35935553699	0
4124	675.3834601094424	2544.6379891642505	1320.7607423939864	844.0000497199813	2818.4173409818445	1714.2425275050232	0
1786	610.0969087183571	2330.8075943920153	976.3445460932929	767.634190135862	2917.574512960372	1655.8243039549866	0
1922	801.5681282729067	2516.7528075611067	1488.8565900098242	873.2495829983686	2970.980682542116	1925.672158132209	0
1410	137.93029164059223	2276.478645352474	939.3526826165717	803.4298631134907	3051.280788691537	1325.5725334577462	0
2862	104.186162565233	1834.6937424767543	679.654777042843	634.7356560871294	2965.0180176963095	1062.901629090221	0
3508	284.9217637332083	2331.5286426310718	977.7694592046255	605.1073367530475	2999.701350493911	1367.6901653217815	0
