Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[1, 4]	[[349.79999999999995, 112.0], [27.885067999999997, 41.681132]]	0	0.1	1.0	1	2.0220441599999996	67	67	0.3333333333333333	2.0220441599999996	0	0	0	0	1
[1, 3, 4, 5]	[[344.0, 818.0], [2.016, 3.3840000000000003], [27.764028000000003, 23.13582], [53.576444499999994, 178.6299555]]	0	0.1	1.0	1	7.4	163	163	0.6666666666666666	7.4	0	0	0	0	1
[1]	[[-112.0, 212.50000000000003]]	0	1.0	1.0	7	501.69525299119357	199993	7073	0.16666666666666666	3577.4247337362185	113635	113635	2527	2527	1
[5]	[[3.645287500000002, 70.16311250000001]]	0	0.9905154765647164	0.9905154765647164	6	495.0612269281658	199993	10297	0.16666666666666666	3041.333989163192	129186	130423	2921	2949	1
[4]	[[26.227608, 32.359192]]	0	0.992675667437649	0.992675667437649	5	513.009459510742	199981	15450	0.16666666666666666	2516.4205030345893	110729	111546	2574	2593	1
[1]	[[-112.0, 213.0]]	0	1.0	1.0	3	501.6948721319893	199993	22439	0.16666666666666666	1533.1792392479686	104929	104929	2535	2535	1
[4]	[[26.594438, 31.767962]]	0	0.993097893571085	0.993097893571085	2	534.6075247064359	199959	23033	0.16666666666666666	1060.1485147076123	88776	89393	2152	2167	1
[4]	[[27.60119, 31.4744]]	0	0.9949134262228182	0.9949134262228182	2	537.1380314158401	199959	33862	0.16666666666666666	1068.0563481745003	68263	68612	1763	1772	1
[4]	[[28.911126953547278, 32.213832841605566]]	0	0.990096327513546	0.990096327513546	3	511.05743448025135	199981	42679	0.16666666666666666	1498.4146551577228	65782	66440	1794	1812	1
[5, 4]	[[182.1497965, 212.82050109894442], [30.427784000000003, 34.30761]]	0	1.0	1.0	9	374.3601777490868	199923	43271	0.3333333333333333	3369.241599741781	1063	1063	29	29	1
[4]	[[30.065136, 30.82169990682392]]	0	0.9955741332677649	0.9955741332677649	4	520.5957338615854	199923	45604	0.16666666666666666	2034.978669307927	16196	16268	450	452	1
[4, 3, 5, 0]	[[37.814711927502586, 40.275458], [-0.36000000000000004, 0.6300000000000001], [139.5045315, 269.87946850000003], [10.1060555, 14.060544499999999]]	1	1.0	1.0	1	254.97691875455166	199607	49457	0.6666666666666666	254.97691875455166	70	70	2	2	1
[4]	[[28.050742, 32.213832841605566]]	0	0.991315778433484	0.991315778433484	2	511.7611828327511	199981	51452	0.16666666666666666	1001.692120440434	70888	71509	2048	2066	1
[1]	[[74.71775520182041, 346.1097844633389]]	0	0.9901458145403473	0.9901458145403473	7	504.53851113901067	199993	57619	0.16666666666666666	3605.3436962233272	86714	87577	2612	2638	1
[1]	[[-112.0, 197.60000000000002]]	0	1.0	1.0	3	503.76728013024064	199993	73729	0.16666666666666666	1548.3580087664106	66660	66660	2264	2264	1
[4, 2, 3]	[[33.11150463839297, 36.09205989838156], [22.731499999999997, 24.784], [-0.36000000000000004, 1.0080000000000002]]	1	1.0	1.0	4	388.7887289249624	199918	80168	0.5	1555.1549156998497	530	530	19	19	1
[4]	[[28.782070072498083, 32.213832841605566]]	0	0.9903038013725036	0.9903038013725036	6	511.05743448025135	199981	80357	0.16666666666666666	2996.8293103154456	51373	51876	1842	1860	1
[1]	[[-112.0, 210.49999999999997]]	0	1.0	1.0	5	501.69525299119357	199993	81009	0.16666666666666666	2555.303381240156	68824	68824	2482	2482	1
[4]	[[19.30358, 28.66933]]	0	1.0	1.0	3	480.72909668135884	199993	85254	0.16666666666666666	1524.4176406938695	34844	34844	1303	1303	1
[4, 1, 3]	[[34.408518, 39.148268], [654.4, 955.1], [1.26, 2.34]]	1	1.0	1.0	2	294.35998941844207	199983	85400	0.5	588.7199788368841	187	187	7	7	1
