R_0 R_1 R_2 Class
751.0000 28.1000 1.3000 1
638.0000 24.8000 0.0000 1
726.0000 24.8000 0.0000 1
815.0000 27.9000 1.8000 1
444.0000 23.4000 0.9000 1
598.0000 27.4000 2.2000 1
760.0000 27.7000 1.8000 1
658.0000 26.3000 0.0000 1
610.0000 27.1000 1.3000 1
407.0000 23.8000 0.0000 1
1015.0000 28.8000 2.2000 1
1011.0000 28.9000 3.6000 1
611.0000 22.9000 0.0000 1
988.0000 26.7000 3.1000 1
607.0000 24.8000 0.0000 1
440.0000 27.7000 0.0000 1
671.0000 25.6000 0.0000 1
634.0000 24.4000 0.0000 1
605.0000 24.3000 0.9000 1
947.0000 29.4000 3.1000 1
817.0000 28.1000 0.0000 1
300.0000 25.7000 0.0000 1
1025.0000 24.3000 0.0000 1
518.0000 24.6000 0.9000 1
596.0000 23.6000 0.0000 1
608.0000 27.5000 1.8000 1
998.0000 30.7000 3.6000 1
656.0000 27.3000 1.8000 1
410.0000 22.8000 0.0000 1
793.0000 27.6000 0.0000 1
702.0000 24.7000 0.0000 1
842.0000 25.6000 2.7000 1
957.0000 24.7000 2.2000 1
563.0000 23.9000 0.0000 1
658.0000 27.9000 0.9000 1
673.0000 25.4000 0.4000 1
804.0000 25.7000 1.8000 1
766.0000 25.5000 0.4000 1
538.0000 23.4000 0.9000 1
720.0000 28.7000 0.4000 1
857.0000 27.6000 2.2000 1
554.0000 24.7000 0.9000 1
493.0000 22.6000 0.0000 1
743.0000 28.2000 2.7000 1
626.0000 25.2000 0.9000 1
868.0000 26.4000 0.4000 1
775.0000 26.7000 0.0000 1
1012.0000 28.7000 0.9000 1
884.0000 24.5000 0.4000 1
680.0000 23.9000 0.0000 1
820.0000 27.6000 1.8000 1
922.0000 29.1000 0.4000 1
546.0000 25.1000 0.9000 1
725.0000 24.6000 0.0000 1
447.0000 24.1000 0.0000 1
501.0000 24.2000 0.4000 1
825.0000 26.4000 2.2000 1
960.0000 25.6000 1.3000 1
671.0000 25.7000 3.1000 1
736.0000 26.7000 2.7000 1
807.0000 28.4000 1.8000 1
676.0000 25.4000 0.0000 1
787.0000 27.4000 0.9000 1
886.0000 27.7000 1.3000 1
548.0000 23.9000 0.4000 1
778.0000 24.3000 2.7000 1
483.0000 26.7000 2.2000 1
838.0000 24.5000 0.0000 1
645.0000 27.8000 1.3000 1
850.0000 29.5000 1.8000 1
834.0000 26.4000 1.3000 1
958.0000 30.1000 3.1000 1
430.0000 25.3000 0.0000 1
625.0000 24.8000 0.0000 1
490.0000 25.7000 1.3000 1
660.0000 25.8000 1.3000 1
392.0000 23.0000 0.4000 1
399.0000 26.7000 0.0000 1
913.0000 26.6000 1.3000 1
673.0000 24.4000 0.9000 1
590.0000 23.3000 0.0000 1
828.0000 27.2000 1.3000 1
730.0000 24.8000 0.4000 1
831.0000 28.2000 1.3000 1
792.0000 28.4000 0.4000 1
744.0000 26.9000 0.9000 1
758.0000 28.2000 0.4000 1
677.0000 25.6000 0.0000 1
550.0000 25.9000 1.3000 1
866.0000 25.1000 1.3000 1
668.0000 25.3000 0.0000 1
677.0000 26.3000 0.9000 1
790.0000 26.2000 0.4000 1
644.0000 24.8000 0.0000 1
894.0000 25.5000 0.9000 1
660.0000 24.9000 0.9000 1
1070.0000 28.1000 2.2000 1
957.0000 28.0000 1.8000 1
865.0000 29.8000 1.3000 1
440.0000 24.2000 0.0000 1
866.0000 30.3000 2.7000 1
676.0000 25.8000 0.4000 1
488.0000 23.7000 0.0000 1
744.0000 25.4000 1.3000 1
825.0000 28.6000 0.4000 1
756.0000 27.3000 1.3000 1
838.0000 27.6000 0.9000 1
352.0000 25.7000 0.0000 1
813.0000 30.1000 2.2000 1
637.0000 25.2000 0.0000 1
693.0000 26.3000 0.0000 1
463.0000 22.7000 0.0000 1
868.0000 28.9000 3.6000 1
776.0000 27.2000 1.8000 1
633.0000 24.9000 0.0000 1
803.0000 29.4000 1.3000 1
791.0000 26.9000 0.4000 1
902.0000 27.1000 1.8000 1
652.0000 23.9000 0.9000 1
668.0000 26.4000 0.0000 1
425.0000 24.4000 0.4000 1
720.0000 26.5000 0.4000 1
656.0000 27.2000 1.3000 1
499.0000 27.5000 0.9000 1
625.0000 24.8000 0.0000 1
723.0000 27.2000 1.3000 1
340.0000 24.2000 0.0000 1
611.0000 28.9000 2.2000 1
811.0000 27.0000 0.9000 1
642.0000 23.9000 0.9000 1
1020.0000 27.9000 4.5000 1
996.0000 26.1000 1.8000 1
923.0000 28.3000 1.3000 1
511.0000 23.6000 0.0000 1
989.0000 26.5000 1.3000 1
899.0000 27.4000 1.8000 1
770.0000 28.4000 1.3000 1
309.0000 25.1000 0.0000 1
728.0000 26.4000 2.2000 1
837.0000 26.1000 1.8000 1
900.0000 29.5000 1.8000 1
430.0000 22.8000 0.4000 1
568.0000 25.6000 1.3000 1
834.0000 27.8000 1.3000 1
708.0000 27.0000 1.3000 1
573.0000 27.0000 0.9000 1
681.0000 27.3000 1.8000 1
891.0000 27.7000 0.4000 1
649.0000 24.7000 0.0000 1
648.0000 24.2000 0.0000 1
443.0000 23.7000 0.4000 1
667.0000 23.8000 0.0000 1
843.0000 27.5000 1.3000 1
933.0000 27.7000 3.1000 1
1116.0000 27.5000 2.7000 1
899.0000 26.9000 1.3000 1
566.0000 26.5000 0.0000 1
968.0000 26.3000 2.2000 1
666.0000 29.0000 0.9000 1
442.0000 27.8000 0.0000 1
760.0000 30.4000 1.3000 1
224.0000 22.9000 0.0000 1
908.0000 27.2000 0.0000 1
566.0000 28.2000 0.9000 1
536.0000 22.6000 0.0000 1
512.0000 27.7000 0.0000 1
560.0000 24.3000 0.4000 1
772.0000 24.6000 2.7000 1
720.0000 26.7000 0.9000 1
734.0000 25.1000 2.2000 1
797.0000 27.8000 0.4000 1
637.0000 24.3000 0.9000 1
644.0000 24.9000 0.4000 1
632.0000 29.1000 1.8000 1
443.0000 25.9000 1.3000 1
544.0000 26.7000 1.3000 1
640.0000 27.8000 0.0000 1
803.0000 26.9000 1.8000 1
498.0000 25.1000 0.0000 1
605.0000 23.1000 1.3000 1
508.0000 22.0000 0.9000 1
758.0000 28.3000 1.3000 1
980.0000 27.7000 1.3000 1
360.0000 27.3000 0.4000 1
473.0000 23.4000 0.0000 1
850.0000 26.9000 1.8000 1
787.0000 26.4000 0.0000 1
851.0000 27.7000 1.3000 1
290.0000 23.6000 0.0000 1
519.0000 25.2000 0.9000 1
832.0000 25.7000 1.8000 1
591.0000 26.2000 0.4000 1
753.0000 27.8000 1.8000 1
1037.0000 27.1000 1.3000 1
300.0000 21.3000 0.0000 1
810.0000 22.1000 0.9000 1
512.0000 24.8000 0.4000 1
787.0000 27.2000 2.2000 1
905.0000 26.9000 1.8000 1
750.0000 26.8000 1.3000 1
543.0000 25.4000 0.4000 1
819.0000 28.5000 3.6000 1
841.0000 27.5000 0.9000 1
361.0000 24.4000 0.0000 1
726.0000 28.6000 1.3000 1
838.0000 25.9000 3.1000 1
966.0000 27.7000 0.9000 1
893.0000 29.4000 1.3000 1
793.0000 28.4000 1.8000 1
855.0000 27.6000 1.8000 1
758.0000 29.1000 2.2000 1
460.0000 26.5000 1.3000 1
419.0000 23.3000 0.4000 1
567.0000 22.9000 0.0000 1
819.0000 27.1000 0.9000 1
474.0000 26.2000 0.4000 1
650.0000 27.3000 0.4000 1
637.0000 24.0000 0.0000 1
819.0000 30.7000 1.8000 1
646.0000 27.2000 0.0000 1
888.0000 26.1000 1.8000 1
915.0000 28.8000 4.5000 1
553.0000 23.4000 0.0000 1
863.0000 26.6000 0.0000 1
487.0000 24.1000 0.0000 1
671.0000 22.9000 0.9000 1
705.0000 27.6000 0.0000 1
435.0000 22.1000 0.0000 1
875.0000 27.2000 0.4000 1
459.0000 26.4000 0.4000 1
472.0000 22.4000 0.0000 1
849.0000 25.9000 1.3000 1
552.0000 24.5000 0.0000 1
776.0000 23.4000 0.9000 1
395.0000 23.3000 0.0000 1
808.0000 27.3000 0.9000 1
951.0000 26.9000 0.9000 1
926.0000 27.7000 3.6000 1
697.0000 26.4000 0.4000 1
572.0000 22.9000 0.4000 1
774.0000 28.1000 1.3000 1
752.0000 24.9000 1.3000 1
779.0000 23.1000 0.4000 1
575.0000 26.6000 0.0000 1
888.0000 26.7000 1.8000 1
894.0000 27.2000 0.0000 1
930.0000 28.1000 1.3000 1
534.0000 23.1000 0.0000 1
555.0000 22.2000 0.9000 1
756.0000 25.7000 0.4000 1
892.0000 27.5000 0.0000 1
1019.0000 27.5000 1.8000 1
533.0000 25.7000 1.3000 1
742.0000 25.5000 0.0000 1
1032.0000 30.0000 2.2000 1
619.0000 25.1000 0.0000 1
901.0000 28.9000 1.3000 1
965.0000 29.9000 4.0000 1
515.0000 23.5000 0.4000 1
481.0000 25.2000 0.0000 1
725.0000 26.3000 1.8000 1
1001.0000 28.3000 0.4000 1
730.0000 25.3000 0.0000 1
337.0000 26.4000 0.4000 1
983.0000 28.9000 1.3000 1
950.0000 26.6000 0.4000 1
1075.0000 26.6000 1.8000 1
945.0000 27.9000 2.7000 1
911.0000 25.7000 1.8000 1
695.0000 26.1000 1.8000 1
906.0000 27.4000 0.9000 1
522.0000 27.0000 0.0000 1
837.0000 30.0000 0.0000 1
712.0000 28.6000 0.9000 1
789.0000 30.1000 2.2000 1
706.0000 26.0000 0.0000 1
510.0000 22.1000 0.0000 1
773.0000 24.5000 0.0000 1
627.0000 24.8000 0.0000 1
488.0000 27.9000 0.4000 1
577.0000 25.7000 0.4000 1
589.0000 24.9000 0.0000 1
909.0000 29.9000 1.8000 1
645.0000 26.6000 1.3000 1
781.0000 24.3000 2.7000 1
482.0000 26.3000 0.9000 1
472.0000 24.1000 0.0000 1
484.0000 24.1000 0.0000 1
465.0000 25.1000 0.0000 1
612.0000 25.1000 0.0000 1
848.0000 28.0000 2.2000 1
307.0000 25.5000 0.9000 1
930.0000 27.9000 1.8000 1
1001.0000 30.3000 2.7000 1
919.0000 27.1000 1.3000 1
693.0000 24.2000 1.3000 1
587.0000 22.7000 0.0000 1
785.0000 28.2000 1.3000 1
944.0000 28.4000 2.2000 1
662.0000 27.2000 0.0000 1
725.0000 24.2000 1.3000 1
1105.0000 28.1000 2.2000 1
741.0000 27.6000 1.8000 1
965.0000 29.2000 1.3000 1
837.0000 27.6000 1.8000 1
889.0000 28.3000 0.0000 1
728.0000 26.7000 1.3000 1
871.0000 27.2000 0.0000 1
975.0000 27.7000 2.2000 1
676.0000 23.4000 0.0000 1
577.0000 25.3000 0.9000 1
489.0000 20.7000 0.0000 1
328.0000 22.8000 0.0000 1
966.0000 27.8000 2.2000 1
918.0000 30.3000 2.2000 1
675.0000 24.6000 0.9000 1
736.0000 29.2000 2.7000 1
935.0000 28.0000 0.9000 1
549.0000 24.3000 0.0000 1
537.0000 24.7000 0.0000 1
747.0000 26.2000 0.0000 1
714.0000 27.4000 0.9000 1
581.0000 26.9000 0.0000 1
631.0000 26.2000 1.8000 1
752.0000 28.7000 3.1000 1
674.0000 26.3000 0.0000 1
712.0000 29.5000 0.9000 1
856.0000 24.4000 0.4000 1
961.0000 28.6000 1.3000 1
684.0000 23.8000 0.0000 1
558.0000 23.6000 0.0000 1
776.0000 26.3000 0.4000 1
754.0000 27.3000 1.8000 1
538.0000 22.9000 0.0000 1
449.0000 23.6000 0.0000 1
550.0000 25.3000 0.9000 1
583.0000 26.9000 1.3000 1
332.0000 24.8000 0.0000 1
579.0000 27.3000 2.2000 1
787.0000 23.6000 0.0000 1
455.0000 24.2000 0.0000 1
613.0000 26.1000 0.4000 1
738.0000 25.6000 2.2000 1
799.0000 29.1000 0.9000 1
521.0000 23.4000 0.4000 1
669.0000 26.7000 1.3000 1
307.0000 24.2000 0.0000 1
915.0000 27.9000 0.0000 1
814.0000 26.6000 0.4000 1
384.0000 27.1000 0.0000 1
758.0000 26.4000 0.4000 1
968.0000 27.8000 0.9000 1
761.0000 26.4000 1.8000 1
787.0000 26.5000 0.9000 1
366.0000 22.8000 0.0000 1
817.0000 26.9000 1.3000 1
706.0000 25.5000 0.4000 1
755.0000 28.3000 1.8000 1
506.0000 24.2000 0.0000 1
716.0000 25.9000 1.3000 1
606.0000 24.4000 0.0000 1
553.0000 23.2000 0.0000 1
628.0000 24.2000 0.0000 1
712.0000 28.5000 3.1000 1
728.0000 25.3000 0.4000 1
825.0000 26.3000 1.3000 1
804.0000 25.1000 0.0000 1
877.0000 27.9000 1.3000 1
708.0000 23.7000 0.4000 1
394.0000 25.8000 0.0000 1
895.0000 27.1000 1.3000 1
799.0000 27.9000 1.3000 1
713.0000 27.3000 1.3000 1
714.0000 25.9000 0.0000 1
603.0000 23.6000 0.0000 1
417.0000 22.9000 0.0000 1
418.0000 24.6000 0.0000 1
912.0000 28.3000 1.3000 1
487.0000 23.8000 0.0000 1
764.0000 25.4000 0.0000 1
665.0000 26.8000 2.2000 1
997.0000 26.9000 0.9000 1
792.0000 28.8000 0.4000 1
629.0000 26.4000 1.3000 1
935.0000 29.7000 0.4000 1
905.0000 25.9000 0.9000 1
788.0000 27.4000 0.9000 1
871.0000 24.8000 0.0000 1
535.0000 24.8000 0.9000 1
730.0000 27.7000 0.0000 1
894.0000 27.2000 2.2000 1
600.0000 24.4000 0.0000 1
696.0000 27.9000 1.3000 1
694.0000 26.4000 0.0000 1
699.0000 24.9000 0.0000 1
705.0000 28.3000 1.3000 1
619.0000 24.2000 0.0000 1
789.0000 27.1000 0.0000 1
511.0000 24.3000 0.0000 1
917.0000 28.3000 2.7000 1
478.0000 25.9000 0.9000 1
953.0000 26.8000 0.4000 1
678.0000 24.8000 0.4000 1
813.0000 28.6000 1.8000 1
1025.0000 28.1000 3.6000 1
759.0000 26.7000 0.0000 1
901.0000 25.9000 0.4000 1
729.0000 24.7000 0.9000 1
420.0000 29.3000 0.4000 1
595.0000 25.8000 0.0000 1
474.0000 23.9000 0.0000 1
890.0000 27.5000 0.4000 1
480.0000 27.6000 0.9000 1
435.0000 24.0000 0.9000 1
923.0000 29.9000 1.3000 1
877.0000 26.1000 0.0000 1
817.0000 26.6000 0.0000 1
525.0000 23.2000 0.9000 1
791.0000 29.8000 0.0000 1
656.0000 28.4000 1.3000 1
885.0000 25.7000 0.4000 1
861.0000 27.1000 0.9000 1
667.0000 26.1000 0.0000 1
667.0000 23.6000 0.4000 1
1028.0000 26.3000 0.4000 1
463.0000 22.9000 0.0000 1
758.0000 26.3000 0.0000 1
531.0000 23.2000 0.9000 1
606.0000 24.9000 0.4000 1
740.0000 25.2000 0.0000 1
824.0000 26.7000 1.3000 1
625.0000 23.5000 0.0000 1
831.0000 28.4000 2.7000 1
567.0000 27.1000 1.3000 1
608.0000 23.6000 0.4000 1
424.0000 24.0000 0.4000 1
755.0000 25.4000 0.4000 1
700.0000 24.8000 0.4000 1
314.0000 23.3000 0.0000 1
948.0000 25.4000 0.0000 1
569.0000 22.9000 0.4000 1
823.0000 27.9000 0.9000 1
359.0000 23.9000 0.0000 1
804.0000 25.9000 1.8000 1
925.0000 27.7000 1.8000 1
745.0000 25.2000 0.0000 1
434.0000 24.3000 0.0000 1
438.0000 25.8000 0.4000 1
677.0000 24.0000 0.4000 1
821.0000 29.3000 1.3000 1
449.0000 25.1000 0.0000 1
478.0000 26.3000 0.0000 1
990.0000 26.5000 2.7000 1
681.0000 22.9000 0.0000 1
888.0000 27.6000 1.8000 1
477.0000 25.0000 0.0000 1
396.0000 23.4000 0.0000 1
472.0000 23.1000 0.0000 1
596.0000 24.3000 0.0000 1
528.0000 23.2000 0.0000 1
674.0000 22.0000 0.4000 1
605.0000 24.9000 1.8000 1
629.0000 26.0000 1.3000 1
877.0000 27.1000 1.8000 1
548.0000 25.6000 0.9000 1
435.0000 27.2000 0.4000 1
586.0000 27.2000 1.3000 1
594.0000 24.6000 0.9000 1
437.0000 26.8000 1.8000 1
1103.0000 28.3000 1.8000 1
788.0000 23.7000 0.0000 1
875.0000 27.3000 0.0000 1
577.0000 29.8000 2.2000 1
643.0000 26.1000 1.3000 1
535.0000 22.8000 0.0000 1
852.0000 25.3000 0.9000 1
970.0000 30.1000 3.1000 1
701.0000 26.1000 2.2000 1
774.0000 25.3000 3.1000 1
711.0000 25.3000 0.0000 1
845.0000 26.3000 0.9000 1
733.0000 27.0000 0.0000 1
566.0000 24.9000 0.4000 1
506.0000 22.7000 0.4000 1
844.0000 27.5000 0.4000 1
812.0000 28.2000 2.2000 1
927.0000 24.3000 1.8000 1
831.0000 30.5000 3.1000 1
419.0000 23.8000 0.0000 1
670.0000 23.0000 0.9000 1
834.0000 24.7000 0.0000 1
821.0000 28.5000 0.9000 1
541.0000 25.9000 0.0000 1
942.0000 26.1000 1.8000 1
566.0000 24.7000 0.4000 1
750.0000 28.4000 1.3000 1
556.0000 23.6000 0.0000 1
428.0000 23.0000 0.0000 1
692.0000 24.2000 0.9000 1
707.0000 24.2000 0.0000 1
790.0000 28.0000 1.3000 1
506.0000 28.1000 1.3000 1
581.0000 23.9000 0.0000 1
604.0000 25.8000 0.0000 1
1017.0000 27.4000 2.7000 1
958.0000 27.4000 1.8000 1
1050.0000 26.6000 0.4000 1
909.0000 26.6000 2.2000 1
778.0000 25.6000 0.0000 1
520.0000 22.6000 0.4000 1
914.0000 28.8000 1.3000 1
809.0000 28.0000 0.9000 1
695.0000 23.9000 0.0000 1
391.0000 24.2000 0.0000 1
734.0000 28.3000 0.4000 1
713.0000 23.9000 0.0000 1
650.0000 24.3000 0.0000 1
433.0000 25.3000 0.9000 1
929.0000 27.3000 1.8000 1
410.0000 22.2000 0.0000 1
922.0000 25.3000 0.4000 1
593.0000 22.9000 0.9000 1
899.0000 26.5000 1.8000 1
747.0000 26.0000 0.4000 1
719.0000 27.7000 0.9000 1
853.0000 25.6000 0.4000 1
614.0000 24.6000 0.0000 1
849.0000 27.1000 0.4000 1
723.0000 27.0000 0.9000 1
750.0000 21.9000 0.0000 1
637.0000 24.6000 0.0000 1
576.0000 27.7000 0.9000 1
289.0000 23.6000 0.0000 1
898.0000 27.8000 1.8000 1
771.0000 26.9000 1.3000 1
834.0000 27.1000 1.3000 1
655.0000 24.3000 0.0000 1
722.0000 24.3000 1.3000 1
614.0000 23.3000 0.0000 1
802.0000 25.9000 0.4000 1
774.0000 29.4000 0.0000 1
844.0000 27.4000 0.9000 1
747.0000 27.8000 0.9000 1
636.0000 25.9000 2.2000 1
874.0000 26.1000 0.0000 1
520.0000 24.5000 0.9000 1
754.0000 24.4000 0.9000 1
764.0000 27.9000 1.3000 1
807.0000 26.1000 0.0000 1
700.0000 24.9000 1.8000 1
596.0000 23.6000 0.0000 1
768.0000 23.3000 1.3000 1
719.0000 23.6000 0.0000 1
631.0000 25.1000 0.0000 1
936.0000 27.4000 0.4000 1
688.0000 25.2000 1.3000 1
533.0000 25.8000 0.4000 1
855.0000 26.3000 0.9000 1
772.0000 25.8000 0.9000 1
665.0000 28.8000 1.8000 1
835.0000 26.4000 3.1000 1
947.0000 27.8000 2.7000 1
735.0000 28.1000 1.3000 1
351.0000 23.8000 0.0000 1
691.0000 25.0000 0.0000 1
843.0000 25.4000 0.9000 1
1070.0000 26.9000 3.6000 1
598.0000 22.3000 0.9000 1
518.0000 24.9000 0.0000 1
956.0000 28.6000 0.4000 1
928.0000 30.3000 2.7000 1
845.0000 28.8000 1.3000 1
678.0000 24.9000 1.3000 1
822.0000 27.7000 0.9000 1
795.0000 27.7000 2.7000 1
747.0000 27.3000 2.2000 1
858.0000 28.2000 0.9000 1
667.0000 25.4000 0.4000 1
895.0000 27.3000 0.0000 1
861.0000 26.9000 1.3000 1
607.0000 25.7000 0.0000 1
668.0000 28.2000 2.2000 1
394.0000 23.1000 0.0000 1
820.0000 26.4000 1.3000 1
890.0000 25.7000 3.1000 1
527.0000 28.5000 0.9000 1
583.0000 24.7000 0.0000 1
823.0000 26.5000 0.0000 1
839.0000 26.8000 2.2000 1
973.0000 28.4000 1.8000 1
752.0000 25.2000 0.0000 1
530.0000 24.1000 0.0000 1
980.0000 27.4000 1.8000 1
656.0000 27.7000 2.7000 1
918.0000 28.7000 2.7000 1
748.0000 29.4000 1.8000 1
886.0000 25.8000 0.0000 1
813.0000 29.8000 2.2000 1
1002.0000 27.9000 1.8000 1
691.0000 25.9000 1.8000 1
786.0000 25.6000 0.4000 1
634.0000 28.1000 1.3000 1
895.0000 25.9000 0.4000 1
878.0000 26.4000 0.4000 1
496.0000 27.6000 0.0000 1
912.0000 27.4000 0.9000 1
835.0000 27.1000 2.2000 1
597.0000 21.7000 0.0000 1
744.0000 25.4000 0.9000 1
563.0000 26.2000 1.8000 1
681.0000 24.1000 0.0000 1
674.0000 27.0000 0.0000 1
553.0000 22.6000 0.4000 1
492.0000 25.5000 1.8000 1
657.0000 27.2000 1.3000 1
648.0000 23.3000 0.0000 1
754.0000 30.2000 1.8000 1
1017.0000 30.6000 0.9000 1
788.0000 28.1000 0.9000 1
746.0000 29.0000 0.9000 1
493.0000 23.7000 0.0000 1
485.0000 25.9000 0.0000 1
474.0000 24.2000 0.9000 1
505.0000 23.7000 0.4000 1
475.0000 25.0000 0.0000 1
826.0000 25.3000 0.0000 1
447.0000 23.4000 0.0000 1
621.0000 21.9000 0.0000 1
899.0000 24.8000 1.8000 1
688.0000 24.3000 0.0000 1
880.0000 22.8000 2.2000 1
372.0000 24.1000 0.0000 1
994.0000 27.9000 0.9000 1
921.0000 29.1000 0.9000 1
720.0000 27.4000 1.3000 1
675.0000 28.9000 0.0000 1
707.0000 28.0000 1.8000 1
587.0000 25.2000 0.0000 1
465.0000 23.1000 0.0000 1
588.0000 23.4000 0.0000 1
779.0000 27.7000 1.8000 1
527.0000 27.8000 1.3000 1
543.0000 24.7000 0.0000 1
818.0000 24.4000 0.0000 1
866.0000 25.8000 0.0000 1
386.0000 23.9000 0.9000 1
928.0000 23.8000 0.0000 1
687.0000 22.6000 0.4000 1
869.0000 25.4000 1.3000 1
477.0000 21.9000 0.0000 1
668.0000 29.8000 0.9000 1
780.0000 24.4000 1.8000 1
417.0000 23.6000 0.0000 1
529.0000 29.5000 1.8000 1
909.0000 28.3000 2.2000 1
569.0000 23.5000 0.0000 1
741.0000 25.9000 0.0000 1
675.0000 26.0000 2.2000 1
425.0000 23.7000 0.0000 1
585.0000 23.4000 0.4000 1
1034.0000 28.3000 1.8000 1
794.0000 25.2000 0.4000 1
833.0000 28.9000 1.3000 1
920.0000 28.0000 0.9000 1
990.0000 28.2000 1.3000 1
464.0000 24.6000 0.0000 1
916.0000 28.3000 0.9000 1
540.0000 28.9000 1.8000 1
431.0000 24.3000 0.0000 1
530.0000 23.0000 0.0000 1
1141.0000 26.3000 1.8000 1
600.0000 23.7000 0.0000 1
579.0000 23.6000 1.3000 1
735.0000 25.5000 1.3000 1
614.0000 25.6000 1.3000 1
624.0000 26.0000 0.0000 1
648.0000 26.0000 1.3000 1
237.0000 22.3000 0.0000 1
730.0000 27.4000 0.0000 1
1057.0000 27.9000 1.3000 1
629.0000 23.6000 0.9000 1
473.0000 24.1000 0.0000 1
687.0000 28.8000 0.9000 1
674.0000 25.1000 1.8000 1
776.0000 27.4000 0.4000 1
704.0000 25.7000 0.0000 1
922.0000 28.9000 0.4000 1
1033.0000 26.7000 0.9000 1
1050.0000 25.3000 0.9000 1
630.0000 25.9000 2.7000 1
532.0000 25.7000 0.0000 1
570.0000 28.4000 0.4000 1
615.0000 24.4000 0.0000 1
923.0000 28.1000 1.3000 1
533.0000 23.9000 0.0000 1
798.0000 29.1000 2.2000 1
563.0000 24.1000 0.0000 1
652.0000 23.8000 0.0000 1
566.0000 24.2000 0.0000 1
607.0000 24.1000 0.0000 1
882.0000 28.3000 2.2000 1
841.0000 28.3000 1.8000 1
665.0000 23.3000 1.3000 1
541.0000 26.7000 1.3000 1
674.0000 23.4000 0.0000 1
822.0000 28.5000 3.1000 1
1018.0000 26.9000 0.9000 1
647.0000 24.3000 0.9000 1
525.0000 25.7000 0.4000 1
559.0000 25.8000 0.0000 1
411.0000 23.9000 0.0000 1
695.0000 26.3000 1.3000 1
628.0000 28.8000 1.3000 1
319.0000 25.9000 0.4000 1
1046.0000 28.8000 0.9000 1
828.0000 25.2000 0.0000 1
798.0000 27.2000 0.0000 1
779.0000 25.3000 0.0000 1
713.0000 25.3000 0.0000 1
525.0000 23.5000 0.0000 1
706.0000 27.3000 0.0000 1
851.0000 27.0000 2.2000 1
603.0000 26.1000 0.4000 1
677.0000 27.0000 0.0000 1
481.0000 23.2000 0.0000 1
796.0000 27.4000 1.3000 1
798.0000 29.3000 1.8000 1
685.0000 26.3000 1.3000 1
646.0000 25.7000 0.0000 1
1010.0000 26.7000 1.3000 1
975.0000 29.7000 3.1000 1
548.0000 25.4000 0.0000 1
524.0000 24.3000 0.4000 1
683.0000 26.1000 0.4000 1
572.0000 25.1000 0.4000 1
669.0000 25.1000 0.0000 1
1047.0000 29.7000 1.3000 1
773.0000 26.7000 0.0000 1
446.0000 23.2000 0.0000 1
576.0000 23.5000 0.9000 1
760.0000 28.2000 1.8000 1
685.0000 23.8000 1.3000 1
642.0000 27.1000 0.4000 1
499.0000 23.9000 0.0000 1
718.0000 25.6000 0.9000 1
