Explore_Iteration	MacroPopSize	MicroPopSize	Accuracy_Estimate	AveGenerality	ExpRules	Time(min)
4104	762	1320	0.8355263157894737	0.49040404040404095	0.0	3.98139910697937
8208	1388	2000	0.8457602339181286	0.42450000000000027	0.46829971181556196	4.494496182600657
12312	1439	2000	0.8438109161793372	0.4020000000000008	0.5628908964558721	5.265964063008626
16416	1432	2000	0.8425925925925926	0.4080000000000003	0.5698324022346368	5.682351613044739
20520	1410	2000	0.8435672514619883	0.40033333333333304	0.5588652482269504	6.1781345963478085
24624	1385	2000	0.8428362573099415	0.41916666666666663	0.5364620938628158	6.574321993192037
28728	1468	2000	0.8403996101364523	0.39600000000000124	0.5333787465940054	6.969424645105998
32832	1438	2000	0.8403996101364523	0.3953333333333332	0.5243393602225312	7.363610454400381
36936	1434	2000	0.8360136452241715	0.41216666666666607	0.5327754532775453	7.81984099149704
41040	1312	2000	0.8338206627680312	0.4708333333333329	0.5411585365853658	8.391891340414682
45144	1439	2000	0.7921539961013645	0.4418333333333327	0.5406532314107019	8.919554416338602
49248	1430	2000	0.8118908382066277	0.4481666666666666	0.5370629370629371	9.429207293192546
53352	1408	2000	0.8318713450292398	0.4679999999999988	0.5348011363636364	10.000771335760753
57456	1460	2000	0.8321150097465887	0.44599999999999906	0.5458904109589041	10.466780213514964
61560	1427	2000	0.834307992202729	0.45649999999999863	0.5388927820602663	10.863407369454702
65664	1464	2000	0.8065302144249513	0.44549999999999856	0.532103825136612	11.24784042040507
69768	1442	2000	0.8050682261208577	0.4703333333333327	0.5603328710124826	11.710166728496551
73872	1455	2000	0.8153021442495126	0.46883333333333227	0.554639175257732	12.17791681289673
77976	1446	2000	0.8070175438596491	0.4828333333333318	0.5567081604426003	12.584135758876801
82080	1463	2000	0.8126218323586745	0.4823333333333313	0.5898838004101162	12.99350301027298
86184	1483	2000	0.8291910331384016	0.4704999999999997	0.5664194200944033	13.399464042981466
90288	1419	2000	0.8299220272904484	0.4961666666666653	0.5715292459478506	13.795663964748382
94392	1396	2000	0.8296783625730995	0.49533333333333107	0.583810888252149	14.184945197900136
98496	1406	2000	0.8306530214424951	0.5016666666666652	0.5896159317211949	14.578425312042237
102600	1432	2000	0.8291910331384016	0.501166666666665	0.577513966480447	15.146431879202526
106704	1452	2000	0.8204191033138402	0.5034999999999974	0.5929752066115702	15.606494665145874
110808	1468	2000	0.8316276803118908	0.5034999999999981	0.6021798365122616	16.089012638727823
114912	1433	2000	0.8204191033138402	0.5209999999999981	0.6106071179344034	16.532466467221578
119016	1420	2000	0.824317738791423	0.530666666666664	0.6091549295774648	16.968869948387145
123120	1405	2000	0.8255360623781677	0.5358333333333308	0.6177935943060499	17.512142527103425
127224	1402	2000	0.8189571150097466	0.5449999999999983	0.6412268188302425	18.65988941589991
131328	1393	2000	0.8153021442495126	0.5583333333333308	0.6374730796841349	19.480710724989574
135432	1405	2000	0.827729044834308	0.5516666666666638	0.6612099644128114	20.08747553428014
139536	1401	2000	0.8301656920077972	0.5439999999999979	0.6523911491791577	20.797328635056815
143640	1394	2000	0.8306530214424951	0.5498333333333298	0.663558106169297	21.66900566418966
147744	1391	2000	0.8323586744639376	0.5521666666666647	0.6448598130841121	22.244816068808237
151848	1422	2000	0.8316276803118908	0.5539999999999979	0.6526019690576652	22.89130684932073
155952	1404	2000	0.8316276803118908	0.5554999999999988	0.6759259259259259	23.675199687480927
160056	1414	2000	0.8338206627680312	0.552166666666666	0.6605374823196606	24.299672889709473
164160	1450	2000	0.8326023391812866	0.5491666666666647	0.6586206896551724	24.886910152435302
168264	1383	2000	0.8323586744639376	0.5546666666666654	0.7020968908170644	25.41962652206421
172368	1375	2000	0.831140350877193	0.5526666666666651	0.6974545454545454	26.11201982498169
176472	1390	2000	0.8321150097465887	0.5529999999999989	0.7014388489208633	27.168278284867604
180576	1372	2000	0.8330896686159844	0.554166666666665	0.7055393586005831	28.13423991203308
184680	1342	2000	0.8301656920077972	0.5578333333333315	0.7295081967213115	28.758802207310996
188784	1370	2000	0.8301656920077972	0.5531666666666654	0.7372262773722628	29.559151836236317
192888	1375	2000	0.8316276803118908	0.560333333333332	0.7178181818181818	30.162500278155008
196992	1349	2000	0.827485380116959	0.5699999999999983	0.7449962935507783	30.8831373890241
