Explore_Iteration	MacroPopSize	MicroPopSize	Accuracy_Estimate	AveGenerality	ExpRules	Time(min)
10080	1131	2714	0.770436507936508	0.5948169982805277	0.0	10.166756129264831
20160	1725	3500	0.7692460317460318	0.6070476190476234	0.5484057971014493	11.932739488283794
30240	1903	3500	0.7679563492063493	0.6159047619047681	0.6090383604834472	14.184954341252645
40320	1980	3500	0.762797619047619	0.6251428571428616	0.6217171717171717	16.792886571089426
50400	2125	3500	0.7616071428571428	0.6341904761904805	0.5985882352941176	20.225194263458253
60480	2142	3500	0.7607142857142857	0.6376190476190515	0.6223155929038282	23.232971346378328
70560	2207	3500	0.7640873015873015	0.6431428571428607	0.6012686905301314	26.1280619263649
80640	2221	3500	0.765079365079365	0.6457142857142868	0.5929761368752814	28.880812855561576
90720	2230	3500	0.7632936507936507	0.6487619047619078	0.611659192825112	31.63922358751297
100800	2245	3500	0.7623015873015873	0.6486666666666702	0.6182628062360802	36.58589423100154
110880	2285	3500	0.7611111111111111	0.6488571428571461	0.6078774617067834	41.512899518013
120960	2259	3500	0.7615079365079365	0.6530476190476203	0.6126604692341744	44.89129329919815
131040	2304	3500	0.7599206349206349	0.6535238095238127	0.6267361111111112	48.286123009522754
141120	2339	3500	0.7599206349206349	0.6531428571428597	0.6267635741769987	51.629275079568224
151200	2320	3500	0.760515873015873	0.6530476190476217	0.6336206896551724	54.87118585507075
161280	2332	3500	0.7621031746031746	0.6531428571428608	0.6415094339622641	58.20064538319905
171360	2311	3500	0.7635912698412698	0.653047619047622	0.6399826914755518	61.5769934852918
181440	2334	3500	0.7626984126984127	0.653238095238101	0.6486718080548415	64.93304252227148
191520	2353	3500	0.7599206349206349	0.654190476190479	0.6540586485337867	68.13866029977798
201600	2385	3500	0.7592261904761904	0.6559047619047643	0.6649895178197065	72.50240421295166
211680	2348	3500	0.7584325396825397	0.6547619047619073	0.6839863713798978	75.72488892873129
221760	2361	3500	0.7571428571428571	0.6550476190476213	0.6772554002541296	79.81073832909266
231840	2402	3500	0.7579365079365079	0.6546666666666698	0.6952539550374688	83.00397993723551
241920	2399	3500	0.7572420634920635	0.6555238095238117	0.70862859524802	85.86022956371308
252000	2376	3500	0.7574404761904762	0.6564761904761924	0.7264309764309764	90.08811973333358
262080	2390	3500	0.7574404761904762	0.6575238095238107	0.7271966527196653	93.51125454505285
272160	2382	3500	0.7578373015873016	0.656095238095242	0.7523089840470193	97.17669691244761
282240	2374	3500	0.758234126984127	0.6562857142857178	0.7573715248525695	101.18156829675038
292320	2371	3500	0.7563492063492063	0.6568571428571458	0.7777309152256432	104.61540542443593
