R_0 R_1 R_2 R_3 Class
0.2500 592.0000 24.7000 0.0000 0
0.2569 716.0000 25.1000 0.0000 0
0.2639 745.0000 25.4000 0.0000 0
0.2708 788.0000 26.1000 0.0000 0
0.2778 831.0000 26.4000 0.0000 0
0.2847 823.0000 26.5000 0.0000 1
0.2917 269.0000 27.0000 0.0000 0
0.2986 561.0000 27.1000 0.4000 0
0.3056 761.0000 27.4000 0.0000 0
0.3125 339.0000 27.9000 0.4000 0
0.3194 367.0000 27.7000 0.4000 0
0.3264 398.0000 27.4000 0.4000 0
0.3333 360.0000 27.3000 0.4000 1
0.3403 333.0000 27.6000 0.4000 0
0.3472 259.0000 27.6000 0.0000 0
0.3542 291.0000 27.5000 0.4000 0
0.3611 310.0000 27.5000 0.4000 0
0.3681 300.0000 27.6000 0.4000 0
0.3750 337.0000 27.3000 0.4000 0
0.3819 319.0000 27.4000 0.4000 0
0.3889 255.0000 27.5000 1.3000 0
0.3958 319.0000 27.1000 1.8000 0
0.4028 267.0000 27.1000 2.7000 0
0.4097 213.0000 26.7000 3.1000 0
0.4167 214.0000 26.3000 2.7000 0
0.4236 297.0000 26.2000 2.2000 0
0.4306 305.0000 26.5000 1.8000 0
0.4375 207.0000 26.5000 1.8000 0
0.4444 145.0000 26.3000 0.9000 0
0.4514 110.0000 25.8000 0.4000 0
0.4583 121.0000 25.1000 0.4000 0
0.4653 153.0000 24.7000 0.0000 0
0.4722 160.0000 24.4000 0.0000 0
0.4792 234.0000 24.4000 0.0000 0
0.4861 414.0000 24.8000 0.0000 0
0.4931 210.0000 25.1000 0.0000 0
0.5000 219.0000 25.3000 0.4000 0
0.5069 200.0000 25.3000 0.9000 0
0.5139 234.0000 25.4000 0.0000 0
0.5208 225.0000 25.8000 0.4000 0
0.5278 195.0000 26.0000 2.7000 0
0.5347 179.0000 26.3000 2.7000 0
0.5417 182.0000 26.3000 3.1000 0
0.5486 161.0000 26.0000 3.1000 0
0.5556 173.0000 25.8000 3.1000 0
0.5625 162.0000 26.1000 3.6000 0
0.5694 153.0000 25.9000 2.7000 0
0.5764 264.0000 25.9000 2.2000 0
0.5833 250.0000 26.0000 1.8000 0
0.5903 160.0000 26.1000 1.3000 0
0.5972 97.0000 26.1000 0.0000 0
0.6042 49.0000 25.9000 0.0000 0
0.6111 33.0000 25.4000 0.0000 0
0.6181 17.0000 25.1000 0.0000 0
0.6250 2.0000 24.8000 0.0000 0
0.6319 0.0000 24.5000 0.0000 0
0.6389 0.0000 24.2000 0.0000 0
0.6458 0.0000 23.9000 0.0000 0
0.6528 0.0000 23.7000 0.0000 0
0.6597 0.0000 23.6000 0.0000 0
0.6667 0.0000 23.5000 0.0000 0
0.6736 0.0000 23.4000 0.0000 0
0.6806 0.0000 23.4000 0.0000 0
0.6875 0.0000 23.4000 0.0000 0
0.6944 0.0000 23.4000 0.0000 0
0.7014 0.0000 23.6000 0.0000 0
0.7083 0.0000 23.5000 0.0000 0
0.7153 0.0000 23.4000 0.0000 0
0.7222 0.0000 23.3000 0.0000 0
0.7292 0.0000 23.3000 0.0000 0
0.7361 0.0000 23.3000 0.0000 0
0.7431 0.0000 23.2000 0.0000 0
