R_0 R_1 R_2 R_3 Class
0.2500 12.0000 20.1000 0.0000 0
0.2569 17.0000 20.1000 0.0000 0
0.2639 70.0000 20.2000 0.0000 0
0.2708 164.0000 20.4000 0.0000 0
0.2778 202.0000 21.0000 0.0000 0
0.2847 241.0000 21.3000 0.0000 0
0.2917 282.0000 21.8000 0.0000 0
0.2986 322.0000 22.2000 0.0000 0
0.3056 369.0000 22.6000 0.0000 0
0.3125 414.0000 23.0000 0.0000 0
0.3194 455.0000 23.4000 0.0000 0
0.3264 496.0000 23.9000 0.0000 0
0.3333 533.0000 24.2000 0.0000 1
0.3403 569.0000 24.7000 0.0000 0
0.3472 608.0000 24.4000 0.0000 0
0.3542 651.0000 24.7000 0.0000 0
0.3611 692.0000 25.0000 0.0000 0
0.3681 742.0000 25.5000 0.0000 1
0.3750 776.0000 26.1000 0.0000 0
0.3819 643.0000 26.4000 0.0000 0
0.3889 728.0000 26.6000 0.0000 0
0.3958 839.0000 26.8000 0.0000 0
0.4028 880.0000 26.9000 0.0000 1
0.4097 794.0000 27.4000 0.0000 0
0.4167 775.0000 27.5000 0.0000 0
0.4236 711.0000 27.4000 0.0000 0
0.4306 711.0000 27.9000 0.0000 0
0.4375 676.0000 27.6000 0.4000 1
0.4444 688.0000 27.4000 0.4000 0
0.4514 594.0000 27.4000 0.4000 0
0.4583 541.0000 27.1000 1.3000 0
0.4653 402.0000 26.9000 0.9000 0
0.4722 395.0000 26.8000 0.9000 0
0.4792 642.0000 27.1000 0.4000 1
0.4861 858.0000 27.2000 0.4000 0
0.4931 993.0000 27.4000 0.4000 0
0.5000 1051.0000 28.1000 2.2000 0
0.5069 998.0000 28.3000 1.8000 1
0.5139 940.0000 28.5000 0.9000 0
0.5208 808.0000 28.5000 2.2000 0
0.5278 716.0000 28.1000 0.9000 0
0.5347 797.0000 28.0000 1.8000 1
0.5417 889.0000 28.2000 2.7000 0
0.5486 916.0000 28.4000 2.2000 0
0.5556 926.0000 28.4000 1.3000 0
0.5625 875.0000 28.6000 2.7000 1
0.5694 822.0000 28.4000 2.2000 0
0.5764 818.0000 28.4000 1.8000 0
0.5833 844.0000 28.6000 2.2000 0
0.5903 857.0000 28.6000 2.2000 1
0.5972 881.0000 28.8000 2.7000 0
0.6042 871.0000 28.7000 2.7000 0
0.6111 826.0000 28.8000 2.2000 0
0.6181 801.0000 29.0000 3.1000 0
0.6250 734.0000 28.7000 2.2000 1
0.6319 685.0000 28.8000 1.3000 0
0.6389 526.0000 28.8000 0.9000 0
0.6458 291.0000 28.4000 1.3000 0
0.6528 259.0000 27.9000 1.3000 0
0.6597 345.0000 27.7000 0.9000 0
0.6667 243.0000 27.7000 0.9000 0
0.6736 277.0000 27.5000 2.7000 0
0.6806 316.0000 27.3000 3.1000 0
0.6875 294.0000 27.4000 0.9000 0
0.6944 200.0000 27.3000 1.3000 0
0.7014 154.0000 27.2000 0.4000 0
0.7083 139.0000 27.4000 0.4000 0
0.7153 98.0000 26.9000 0.9000 0
0.7222 73.0000 26.2000 0.4000 0
0.7292 55.0000 25.9000 0.0000 0
0.7361 43.0000 25.9000 0.0000 0
0.7431 25.0000 25.9000 0.0000 0
