R_0 R_1 R_2 R_3 Class
0.2500 0.0000 21.1000 0.0000 0
0.2569 0.0000 21.1000 0.0000 0
0.2639 0.0000 21.1000 0.0000 0
0.2708 0.0000 21.1000 0.0000 0
0.2778 0.0000 21.1000 0.0000 0
0.2847 0.0000 21.0000 0.0000 0
0.2917 0.0000 21.1000 0.0000 0
0.2986 0.0000 21.3000 0.0000 0
0.3056 0.0000 21.4000 0.0000 0
0.3125 3.0000 21.4000 0.0000 0
0.3194 13.0000 21.5000 0.0000 0
0.3264 16.0000 21.6000 0.0000 0
0.3333 17.0000 21.5000 0.0000 0
0.3403 22.0000 21.4000 0.0000 0
0.3472 43.0000 21.5000 0.0000 0
0.3542 51.0000 21.5000 0.0000 0
0.3611 86.0000 21.5000 0.0000 0
0.3681 113.0000 21.7000 0.0000 0
0.3750 106.0000 22.3000 0.0000 0
0.3819 103.0000 22.7000 0.0000 0
0.3889 108.0000 22.9000 0.0000 0
0.3958 117.0000 23.2000 0.0000 0
0.4028 141.0000 23.6000 0.0000 0
0.4097 154.0000 24.1000 0.0000 0
0.4167 152.0000 24.4000 0.0000 0
0.4236 174.0000 24.7000 0.0000 0
0.4306 198.0000 25.2000 0.0000 0
0.4375 216.0000 25.6000 0.0000 0
0.4444 223.0000 25.7000 0.0000 0
0.4514 242.0000 25.9000 0.0000 0
0.4583 224.0000 26.4000 0.0000 0
0.4653 207.0000 26.6000 0.9000 0
0.4722 238.0000 27.5000 0.4000 0
0.4792 235.0000 27.7000 0.4000 0
0.4861 219.0000 28.1000 0.4000 0
0.4931 267.0000 28.7000 0.4000 0
0.5000 163.0000 29.2000 0.4000 0
0.5069 162.0000 29.8000 0.4000 0
0.5139 147.0000 29.8000 0.4000 0
0.5208 166.0000 29.9000 0.4000 0
0.5278 278.0000 29.5000 0.4000 0
0.5347 264.0000 29.0000 0.4000 0
0.5417 185.0000 29.9000 0.9000 0
0.5486 272.0000 29.7000 0.4000 0
0.5556 211.0000 29.2000 0.9000 0
0.5625 204.0000 29.6000 1.8000 0
0.5694 222.0000 29.2000 2.2000 0
0.5764 327.0000 29.1000 2.2000 0
0.5833 304.0000 29.1000 1.3000 0
0.5903 220.0000 28.9000 2.2000 0
0.5972 337.0000 27.7000 2.2000 0
0.6042 262.0000 27.6000 3.6000 0
0.6111 294.0000 27.2000 2.7000 0
0.6181 176.0000 26.9000 2.2000 0
0.6250 208.0000 26.4000 3.1000 0
0.6319 214.0000 26.3000 2.2000 0
0.6389 215.0000 26.8000 1.3000 0
0.6458 250.0000 27.8000 1.8000 0
0.6528 226.0000 28.1000 0.9000 0
0.6597 258.0000 28.6000 2.2000 0
0.6667 222.0000 28.7000 1.3000 0
0.6736 211.0000 29.2000 1.3000 0
0.6806 174.0000 29.2000 1.3000 0
0.6875 194.0000 29.2000 1.3000 0
0.6944 120.0000 29.0000 0.9000 0
0.7014 135.0000 28.7000 0.9000 0
0.7083 72.0000 28.5000 1.8000 0
0.7153 68.0000 27.4000 0.4000 0
0.7222 93.0000 27.8000 0.4000 0
0.7292 99.0000 28.1000 0.4000 0
0.7361 80.0000 28.6000 0.4000 0
0.7431 55.0000 28.5000 0.4000 0
