R_0 R_1 R_2 R_3 Class
0.2500 167.0000 23.1000 0.0000 0
0.2569 161.0000 23.1000 0.0000 0
0.2639 227.0000 23.1000 0.0000 0
0.2708 281.0000 23.3000 0.0000 0
0.2778 493.0000 23.8000 0.0000 0
0.2847 573.0000 24.6000 0.0000 0
0.2917 611.0000 25.4000 0.0000 0
0.2986 633.0000 26.1000 0.0000 0
0.3056 689.0000 26.7000 0.0000 0
0.3125 698.0000 26.9000 0.0000 1
0.3194 774.0000 27.3000 0.0000 0
0.3264 469.0000 27.3000 0.0000 0
0.3333 323.0000 27.0000 0.0000 0
0.3403 349.0000 26.9000 0.0000 0
0.3472 279.0000 26.9000 0.0000 0
0.3542 240.0000 26.9000 0.0000 0
0.3611 194.0000 26.7000 0.0000 0
0.3681 181.0000 26.3000 0.0000 0
0.3750 190.0000 26.0000 0.0000 0
0.3819 223.0000 25.8000 0.0000 1
0.3889 258.0000 25.8000 0.0000 0
0.3958 270.0000 26.0000 0.0000 0
0.4028 249.0000 26.3000 0.0000 0
0.4097 229.0000 26.4000 0.0000 0
0.4167 232.0000 26.5000 0.0000 0
0.4236 259.0000 26.4000 0.4000 0
0.4306 292.0000 26.4000 0.0000 0
0.4375 328.0000 26.7000 0.0000 0
0.4444 383.0000 26.7000 0.0000 0
0.4514 543.0000 26.9000 0.4000 1
0.4583 732.0000 27.6000 0.4000 0
0.4653 957.0000 28.4000 0.9000 0
0.4722 931.0000 28.6000 1.8000 0
0.4792 762.0000 28.2000 2.2000 1
0.4861 799.0000 28.2000 1.3000 0
0.4931 701.0000 28.5000 0.9000 0
0.5000 896.0000 28.7000 1.3000 0
0.5069 925.0000 29.0000 1.3000 0
0.5139 865.0000 29.2000 0.9000 1
0.5208 744.0000 29.6000 1.3000 0
0.5278 755.0000 29.3000 0.9000 0
0.5347 628.0000 29.4000 0.9000 0
0.5417 415.0000 29.3000 1.3000 0
0.5486 280.0000 28.7000 1.3000 0
0.5556 265.0000 28.1000 2.7000 0
0.5625 251.0000 27.8000 0.0000 0
0.5694 276.0000 28.0000 0.4000 0
0.5764 333.0000 28.1000 0.4000 0
0.5833 326.0000 28.3000 1.8000 0
0.5903 267.0000 28.0000 1.8000 0
0.5972 195.0000 27.7000 2.2000 0
0.6042 208.0000 27.3000 1.8000 0
0.6111 209.0000 27.3000 0.4000 0
0.6181 264.0000 27.3000 0.9000 0
0.6250 342.0000 27.6000 1.3000 0
0.6319 252.0000 27.8000 1.3000 0
0.6389 155.0000 27.6000 1.3000 0
0.6458 95.0000 27.3000 0.4000 0
0.6528 62.0000 27.1000 0.4000 0
0.6597 37.0000 26.9000 0.0000 0
0.6667 19.0000 26.7000 0.4000 0
0.6736 10.0000 26.3000 0.0000 0
0.6806 7.0000 24.8000 1.3000 0
0.6875 2.0000 23.6000 1.3000 0
0.6944 1.0000 23.4000 0.0000 0
0.7014 0.0000 23.6000 0.0000 0
0.7083 0.0000 23.8000 0.0000 0
0.7153 0.0000 24.0000 0.0000 0
0.7222 0.0000 24.1000 0.0000 0
0.7292 0.0000 24.1000 0.0000 0
0.7361 0.0000 24.1000 0.0000 0
0.7431 0.0000 24.1000 0.0000 0
