R_0 R_1 R_2 R_3 Class
0.2500 14.0000 20.2000 0.0000 0
0.2569 23.0000 20.4000 0.0000 0
0.2639 89.0000 20.3000 0.0000 0
0.2708 178.0000 20.6000 0.0000 0
0.2778 216.0000 20.9000 0.0000 0
0.2847 260.0000 21.2000 0.0000 0
0.2917 299.0000 21.6000 0.0000 0
0.2986 338.0000 21.6000 0.0000 0
0.3056 359.0000 22.1000 0.0000 0
0.3125 407.0000 22.9000 0.0000 0
0.3194 445.0000 23.1000 0.0000 0
0.3264 464.0000 23.3000 0.0000 1
0.3333 465.0000 23.5000 0.0000 0
0.3403 533.0000 24.1000 0.0000 0
0.3472 589.0000 24.3000 0.0000 0
0.3542 635.0000 24.5000 0.0000 0
0.3611 673.0000 24.8000 0.0000 0
0.3681 708.0000 24.9000 0.0000 1
0.3750 730.0000 25.1000 0.0000 0
0.3819 757.0000 25.4000 0.0000 0
0.3889 789.0000 25.6000 0.0000 0
0.3958 812.0000 26.1000 0.0000 1
0.4028 835.0000 26.9000 0.0000 0
0.4097 850.0000 27.3000 0.0000 0
0.4167 866.0000 27.4000 0.0000 0
0.4236 895.0000 27.3000 0.0000 1
0.4306 905.0000 27.7000 0.0000 0
0.4375 900.0000 27.2000 0.4000 0
0.4444 927.0000 27.0000 0.4000 0
0.4514 936.0000 27.4000 0.4000 1
0.4583 951.0000 27.6000 0.4000 0
0.4653 576.0000 28.0000 0.4000 0
0.4722 532.0000 28.2000 0.9000 0
0.4792 497.0000 28.0000 0.9000 0
0.4861 410.0000 27.4000 1.3000 0
0.4931 1058.0000 27.5000 1.8000 0
0.5000 1057.0000 27.9000 1.3000 1
0.5069 1081.0000 28.0000 1.8000 0
0.5139 370.0000 27.6000 1.8000 0
0.5208 746.0000 27.6000 0.9000 0
0.5278 390.0000 27.7000 1.8000 0
0.5347 347.0000 27.0000 2.2000 0
0.5417 394.0000 26.8000 1.8000 0
0.5486 506.0000 26.9000 2.2000 0
0.5556 1061.0000 27.5000 2.2000 0
0.5625 947.0000 27.6000 2.7000 1
0.5694 944.0000 27.7000 1.3000 0
0.5764 806.0000 28.2000 0.9000 0
0.5833 686.0000 28.3000 1.3000 0
0.5903 298.0000 28.1000 2.7000 0
0.5972 353.0000 27.3000 1.3000 0
0.6042 265.0000 27.4000 1.3000 0
0.6111 195.0000 27.1000 0.4000 0
0.6181 125.0000 26.7000 1.3000 0
0.6250 131.0000 26.2000 2.2000 0
0.6319 139.0000 26.7000 2.7000 0
0.6389 130.0000 25.8000 2.2000 0
0.6458 118.0000 25.4000 1.8000 0
0.6528 100.0000 25.3000 2.2000 0
0.6597 107.0000 25.2000 1.3000 0
0.6667 112.0000 25.2000 2.7000 0
0.6736 97.0000 25.1000 1.8000 0
0.6806 74.0000 25.1000 1.3000 0
0.6875 64.0000 24.9000 1.3000 0
0.6944 64.0000 24.9000 1.8000 0
0.7014 61.0000 24.8000 1.8000 0
0.7083 55.0000 24.8000 0.4000 0
0.7153 48.0000 24.7000 0.0000 0
0.7222 42.0000 24.6000 0.0000 0
0.7292 36.0000 24.4000 0.0000 0
0.7361 33.0000 24.3000 0.0000 0
0.7431 17.0000 24.4000 0.0000 0
