R_0 R_1 R_2 R_3 Class
0.2500 14.0000 20.3000 0.0000 0
0.2569 22.0000 20.4000 0.0000 0
0.2639 35.0000 20.4000 0.0000 0
0.2708 50.0000 20.5000 0.0000 0
0.2778 65.0000 20.6000 0.0000 0
0.2847 80.0000 20.8000 0.0000 0
0.2917 82.0000 20.9000 0.0000 0
0.2986 102.0000 20.8000 0.0000 0
0.3056 111.0000 20.8000 0.0000 0
0.3125 146.0000 21.0000 0.0000 0
0.3194 182.0000 21.2000 0.0000 0
0.3264 272.0000 21.4000 0.0000 0
0.3333 202.0000 21.7000 0.0000 0
0.3403 162.0000 21.9000 0.0000 0
0.3472 242.0000 22.1000 0.0000 0
0.3542 432.0000 22.3000 0.0000 0
0.3611 568.0000 22.9000 0.0000 0
0.3681 630.0000 23.3000 0.0000 1
0.3750 553.0000 23.7000 0.0000 0
0.3819 417.0000 24.1000 0.0000 0
0.3889 570.0000 24.3000 0.0000 0
0.3958 720.0000 24.4000 0.0000 0
0.4028 325.0000 24.8000 0.0000 0
0.4097 941.0000 25.0000 0.0000 1
0.4167 563.0000 25.6000 0.0000 0
0.4236 397.0000 25.9000 0.0000 0
0.4306 285.0000 25.9000 0.0000 0
0.4375 209.0000 25.6000 0.4000 0
0.4444 165.0000 24.8000 0.9000 0
0.4514 155.0000 24.2000 2.2000 0
0.4583 126.0000 24.0000 2.2000 0
0.4653 86.0000 23.8000 0.9000 0
0.4722 159.0000 23.8000 0.9000 0
0.4792 179.0000 24.0000 0.9000 0
0.4861 317.0000 23.9000 0.4000 0
0.4931 1107.0000 24.5000 2.2000 0
0.5000 813.0000 25.3000 1.3000 0
0.5069 195.0000 25.1000 1.3000 0
0.5139 293.0000 24.7000 1.3000 0
0.5208 246.0000 24.9000 1.8000 0
0.5278 269.0000 25.1000 2.2000 0
0.5347 272.0000 25.3000 1.8000 0
0.5417 622.0000 25.7000 1.3000 0
0.5486 158.0000 25.7000 1.8000 0
0.5556 696.0000 25.5000 2.7000 0
0.5625 561.0000 25.9000 1.3000 0
0.5694 284.0000 25.8000 2.7000 0
0.5764 216.0000 25.6000 2.2000 0
0.5833 219.0000 25.4000 2.2000 0
0.5903 180.0000 25.6000 1.3000 0
0.5972 155.0000 25.6000 1.3000 0
0.6042 207.0000 26.2000 0.9000 0
0.6111 188.0000 26.6000 1.3000 0
0.6181 174.0000 26.5000 1.8000 0
0.6250 138.0000 26.1000 1.3000 0
0.6319 161.0000 26.4000 0.9000 0
0.6389 193.0000 26.7000 1.3000 0
0.6458 168.0000 26.5000 2.2000 0
0.6528 159.0000 26.3000 1.3000 0
0.6597 157.0000 26.4000 0.4000 0
0.6667 161.0000 26.6000 2.2000 0
0.6736 212.0000 26.1000 2.7000 0
0.6806 179.0000 26.0000 2.7000 0
0.6875 104.0000 25.1000 0.9000 0
0.6944 72.0000 24.0000 2.2000 0
0.7014 71.0000 23.3000 1.8000 0
0.7083 44.0000 23.2000 0.9000 0
0.7153 45.0000 23.2000 1.3000 0
0.7222 31.0000 23.1000 1.3000 0
0.7292 15.0000 23.1000 1.3000 0
0.7361 6.0000 23.1000 1.3000 0
0.7431 0.0000 22.8000 1.8000 0
