R_0 R_1 R_2 R_3 Class
0.2500 34.0000 20.5000 0.0000 0
0.2569 106.0000 20.6000 0.0000 0
0.2639 113.0000 20.7000 0.0000 0
0.2708 111.0000 20.9000 0.0000 0
0.2778 93.0000 21.1000 0.0000 0
0.2847 83.0000 20.9000 0.0000 0
0.2917 264.0000 20.9000 0.0000 0
0.2986 337.0000 21.4000 0.0000 0
0.3056 314.0000 22.4000 0.0000 0
0.3125 493.0000 23.2000 0.0000 0
0.3194 542.0000 23.6000 0.0000 0
0.3264 290.0000 23.6000 0.0000 0
0.3333 268.0000 23.7000 0.0000 0
0.3403 247.0000 23.7000 0.0000 0
0.3472 277.0000 23.8000 0.0000 0
0.3542 331.0000 23.9000 0.0000 0
0.3611 887.0000 24.2000 0.0000 1
0.3681 801.0000 25.1000 0.0000 0
0.3750 545.0000 25.6000 0.0000 0
0.3819 464.0000 25.5000 0.0000 0
0.3889 396.0000 25.4000 0.0000 0
0.3958 468.0000 25.3000 0.0000 1
0.4028 568.0000 25.4000 0.0000 0
0.4097 823.0000 25.7000 0.0000 0
0.4167 445.0000 26.2000 0.0000 0
0.4236 423.0000 26.4000 0.0000 0
0.4306 674.0000 27.0000 0.0000 1
0.4375 831.0000 28.1000 0.0000 0
0.4444 903.0000 29.2000 0.0000 0
0.4514 668.0000 29.6000 0.4000 0
0.4583 698.0000 28.8000 0.9000 0
0.4653 653.0000 27.8000 1.3000 1
0.4722 604.0000 27.5000 0.4000 0
0.4792 519.0000 27.4000 1.3000 0
0.4861 623.0000 27.2000 1.3000 0
0.4931 499.0000 27.2000 0.9000 0
0.5000 1150.0000 27.4000 0.9000 0
0.5069 841.0000 27.5000 0.9000 1
0.5139 960.0000 27.4000 0.9000 0
0.5208 699.0000 27.3000 0.9000 0
0.5278 861.0000 27.4000 1.3000 0
0.5347 639.0000 27.2000 1.3000 1
0.5417 649.0000 27.1000 0.4000 0
0.5486 846.0000 27.2000 1.8000 0
0.5556 951.0000 27.3000 1.8000 0
0.5625 918.0000 27.4000 0.9000 0
0.5694 900.0000 27.6000 1.3000 1
0.5764 872.0000 27.7000 0.9000 0
0.5833 848.0000 28.1000 0.4000 0
0.5903 832.0000 28.4000 0.9000 0
0.5972 750.0000 28.4000 1.3000 1
0.6042 781.0000 28.3000 0.9000 0
0.6111 779.0000 28.5000 0.4000 0
0.6181 794.0000 28.6000 0.9000 0
0.6250 792.0000 28.8000 0.4000 1
0.6319 784.0000 29.1000 0.4000 0
0.6389 398.0000 29.2000 0.4000 0
0.6458 171.0000 28.4000 0.0000 0
0.6528 144.0000 27.9000 0.4000 0
0.6597 238.0000 27.4000 0.0000 0
0.6667 334.0000 27.4000 0.4000 0
0.6736 282.0000 27.4000 0.0000 0
0.6806 201.0000 27.3000 0.4000 0
0.6875 142.0000 26.9000 0.4000 0
0.6944 213.0000 26.6000 1.3000 0
0.7014 183.0000 26.4000 0.0000 0
0.7083 150.0000 26.3000 0.0000 0
0.7153 111.0000 26.2000 0.4000 0
0.7222 83.0000 26.0000 0.0000 0
0.7292 61.0000 25.8000 0.0000 0
0.7361 26.0000 25.7000 0.0000 0
0.7431 9.0000 25.6000 0.0000 0
