R_0 R_1 R_2 R_3 Class
0.2500 13.0000 19.8000 0.0000 0
0.2569 25.0000 19.8000 0.0000 0
0.2639 47.0000 19.8000 0.0000 0
0.2708 101.0000 20.1000 0.0000 0
0.2778 122.0000 20.6000 0.0000 0
0.2847 114.0000 20.9000 0.0000 0
0.2917 250.0000 21.3000 0.0000 0
0.2986 265.0000 21.8000 0.0000 0
0.3056 326.0000 22.3000 0.0000 0
0.3125 319.0000 22.3000 0.0000 0
0.3194 400.0000 22.1000 0.0000 0
0.3264 454.0000 22.3000 0.0000 1
0.3333 515.0000 22.8000 0.0000 0
0.3403 560.0000 23.2000 0.0000 0
0.3472 312.0000 22.9000 0.0000 0
0.3542 316.0000 22.9000 0.0000 0
0.3611 517.0000 22.9000 0.0000 0
0.3681 665.0000 22.9000 0.0000 1
0.3750 342.0000 23.1000 0.0000 0
0.3819 723.0000 23.5000 0.0000 0
0.3889 787.0000 24.1000 0.0000 0
0.3958 511.0000 24.6000 0.0000 0
0.4028 667.0000 24.7000 0.0000 0
0.4097 902.0000 24.9000 0.0000 1
0.4167 929.0000 25.1000 0.0000 0
0.4236 942.0000 25.6000 0.4000 0
0.4306 383.0000 26.0000 0.4000 0
0.4375 391.0000 25.8000 0.4000 0
0.4444 817.0000 25.7000 0.4000 1
0.4514 396.0000 25.7000 0.9000 0
0.4583 423.0000 25.6000 0.4000 0
0.4653 259.0000 25.7000 0.4000 0
0.4722 229.0000 25.9000 0.9000 0
0.4792 1020.0000 26.4000 0.4000 0
0.4861 1010.0000 26.7000 0.4000 0
0.4931 1033.0000 26.7000 0.9000 1
0.5000 694.0000 26.7000 0.4000 0
0.5069 918.0000 26.7000 2.2000 0
0.5139 894.0000 26.7000 0.4000 0
0.5208 1017.0000 26.8000 1.3000 1
0.5278 1018.0000 26.9000 0.9000 1
0.5347 1000.0000 27.2000 1.3000 0
0.5417 1022.0000 27.3000 0.9000 0
0.5486 987.0000 27.4000 1.3000 0
0.5556 966.0000 27.3000 1.3000 1
0.5625 916.0000 27.2000 0.9000 0
0.5694 909.0000 27.3000 0.9000 0
0.5764 890.0000 27.3000 0.9000 0
0.5833 747.0000 27.2000 0.4000 1
0.5903 810.0000 27.3000 0.9000 0
0.5972 778.0000 27.2000 0.9000 0
0.6042 733.0000 27.4000 0.9000 0
0.6111 706.0000 27.4000 1.3000 1
0.6181 684.0000 27.6000 0.9000 0
0.6250 644.0000 27.6000 0.9000 0
0.6319 620.0000 27.4000 0.4000 0
0.6389 582.0000 27.6000 1.3000 0
0.6458 541.0000 27.4000 0.4000 1
0.6528 510.0000 27.4000 0.4000 0
0.6597 411.0000 27.3000 0.4000 0
0.6667 429.0000 27.1000 0.4000 0
0.6736 406.0000 26.9000 0.4000 0
0.6806 355.0000 26.9000 0.4000 0
0.6875 320.0000 26.7000 0.9000 0
0.6944 257.0000 26.4000 0.9000 0
0.7014 152.0000 26.2000 0.0000 0
0.7083 168.0000 25.9000 0.0000 0
0.7153 49.0000 25.7000 0.4000 0
0.7222 45.0000 25.6000 0.0000 0
0.7292 31.0000 25.3000 0.0000 0
0.7361 18.0000 25.1000 0.0000 0
0.7431 10.0000 24.8000 0.0000 0
