InstanceID	R_0	R_1	R_2	Class
3254	5626.522811200634	972.0508019842732	698.204010920401	1
4807	5084.20151396386	1179.0402693115075	744.2599511409109	1
433	5407.127159661786	831.6500484941441	505.74754198513716	1
3758	5115.654084279013	1176.9559201346265	622.6530900574543	1
4801	3846.535788029849	1097.3278924646324	698.5829482725327	1
193	5338.557145875566	1149.965003228943	180.81900784217308	1
6077	6144.212465732696	1318.3298324903735	784.7836982643329	0
1355	2930.293912728286	1090.1312958681208	712.3992070970522	1
8897	1109.038891507584	942.2057080357197	619.9268758033586	0
5989	929.7783755065093	1014.1911894262441	535.5370958410932	0
9273	1635.8053805974184	1134.7043193593763	655.5366226352008	0
7736	2099.7147469259917	1127.9413147408586	683.7061715184597	0
10029	590.2898379765824	579.443431440004	637.6567459182611	0
4286	3272.5900824636865	1041.9390105123387	633.9865975144874	1
6933	1431.8097264171645	848.6648728809344	537.2155050706427	0
1173	3934.077895372133	857.70352786977	634.2225603382409	1
8046	2066.936577390354	1139.6091264345403	542.771928634417	0
8737	4702.272870688165	962.6128304595446	686.3590731770918	0
5154	4922.485142483814	1119.4453035547056	627.6784786959852	0
3249	928.6124016397156	698.1164562860272	605.7156543754764	1
6445	5322.453798104617	1013.7400350131072	597.0439410038188	0
1831	5692.851130045616	1030.8423840769517	731.1097882017073	1
965	5524.274561751793	875.8110735999588	726.2332896081653	1
5124	4509.325753685544	1140.6561872225748	752.4323769661684	0
9827	5041.117024333512	782.0241762962044	706.311976989576	0
11	5897.701349677756	812.1691404375703	621.1187785358566	1
4720	5741.223231738956	1160.0204830235225	657.5685633894151	1
7034	2902.125144677714	832.2585523971954	797.8782175331743	0
5655	6061.7524520963325	1339.262589435733	745.6884325062815	0
5920	5958.001943863819	1219.2733928639104	692.0153993660048	0
6703	5921.2078426391345	948.1616975345158	678.8599353430443	0
7891	5984.026254114028	545.7541069467828	646.5730165518295	0
3062	5622.451398078601	1152.253983991972	535.4787078647753	1
5014	5357.782675569019	1128.3786212137977	621.1300611343486	1
521	5651.213425533681	1181.6414630418956	701.6354248490006	1
3418	1666.8880597476227	501.3769599769503	622.9309122445944	1
6958	5969.230264869797	1194.6675600755852	667.5489927435299	0
895	5480.752800100102	1169.9690688612534	693.712966899252	1
4896	1680.3449057090306	297.7828859725401	622.6328368594237	1
6957	3259.837001351162	1094.6337094355433	595.2607924084599	0
2484	3494.7849121877293	792.9494720619621	633.4424895264854	1
2406	2786.954314701074	521.9937902971649	712.2502085252071	1
7971	4044.359438437108	1186.7553677478309	860.4812286746312	0
563	1370.3365577673228	822.1714234923377	650.5531851037158	1
9501	2756.073726125736	991.2197523784886	665.4087229805942	0
2478	1866.001693639778	1101.9306468607624	627.1928352219343	1
3408	2982.0642999226484	1140.3722957864939	720.5545660434656	1
9587	5364.347671727974	1135.0859358937328	573.0493300259576	0
2965	5874.406489367927	1011.8226487570042	765.0990132672353	1
10018	4117.8075555278165	1102.4603908593606	607.9450636021005	0
2196	5623.422600716886	1137.170320752635	271.10464501524973	1
3917	3922.399120487594	657.6754510324276	762.1321511086967	1
7198	5964.582021562111	1275.2258494740367	687.3118550156248	0
1894	5503.010648226361	1141.5181064281958	383.65350623359564	1
2580	4973.206986247663	1145.7733895532654	346.6253674898586	1
4119	4274.114306606876	798.8115941194114	632.0644655528818	1
6651	4248.042887387948	1146.596041458755	720.2669109147881	0
5396	859.7614022336984	560.1659044213411	585.6131998171489	0
3628	5721.77387402644	1007.614591504038	710.2219275528626	1
459	5718.046224228281	760.0586601162861	657.4021255212981	1
5066	5726.147224842076	1042.0131967787183	717.7716763679367	0
2017	4685.20519885541	1060.5771942451313	632.406819939266	1
1433	4238.187697897477	910.1537634951309	712.5132277916597	1
4124	5113.852879779566	716.5655794793637	699.5785286364625	1
9823	4738.63833374093	895.8366770246398	678.8078679977243	0
6782	3699.2665597795935	961.4561159149741	711.8686777079012	0
7996	5897.440373668389	969.2426434959012	730.0279585781444	0
4295	3061.096288179976	689.632435895217	634.5724203180393	1
5864	5169.374755408617	1067.6872319163408	661.050423735901	0
623	5606.204382085099	1062.041502825341	750.5351396572675	1
2543	4375.097812117892	1101.922725032105	635.0690104094286	1
10055	589.8685653279567	705.5249580939364	569.3483276430334	0
5467	5922.527848868914	1075.273525783611	667.1476274846854	0
3125	4200.494689056609	1042.7978153042052	635.9079035155042	1
512	1281.1509858483753	495.7873226968109	608.5026699450054	1
2853	5732.193514515964	830.1813734395331	656.9602391577929	1
4356	5091.369725822559	1189.3800133893433	626.3937471544083	1
6188	5112.309529336178	913.5070840852696	694.8825241206629	0
3653	3309.969006758907	783.6698332422535	636.227682051147	1
1152	5450.857279294927	798.4588134482683	622.3921171913888	1
3581	1470.754726154928	1038.660906679019	638.1092476262128	1
7867	2976.245001321967	1146.8375479702613	642.2266849386303	0
8033	6004.024230748289	1039.524256618611	714.8733117130639	0
9364	5965.043380140549	343.57835108672697	800.7545046090455	0
1233	5912.353645297858	994.1054514248825	698.2531213910714	1
3868	3995.840822465425	919.2830322462484	639.4183448729601	1
2652	2745.62806223619	334.5478828291162	718.4191897736222	1
4948	1814.6520875098038	1112.7087733779579	631.868271282717	1
3963	5426.049879841111	1110.0009255155887	671.667858140498	1
3685	4703.094851366071	1067.2804283910746	639.7752425813339	1
6940	4988.009476917444	974.5504929770366	563.5215552889331	0
2814	5284.333311110638	1142.479561710609	356.46016437819685	1
9812	6067.969568766528	1286.0872073331307	779.2056368703637	0
4460	4597.066978330815	582.2855257786483	637.2095870232756	1
7100	5888.9751832259035	1170.6537425057516	708.8226596238785	0
4867	1328.378972480988	570.4453103653572	611.9252053170985	1
7664	5711.160164795186	1094.5251677125336	695.1738320805271	0
680	5587.960848602681	829.7459075342621	647.5528477433268	1
3136	5337.503898957272	1138.6728180000125	627.6872555921491	1
971	5963.220168716445	710.0335242045925	711.086052590281	1
5656	3063.656354251016	1159.642590828911	546.7796406197544	0
6608	5262.510475442125	837.8755861591379	570.6758848141025	0
3938	1810.4768959498729	1102.560987428945	631.5573516491163	1
874	4735.2350110907655	1100.560415120894	639.0796184866023	1
8334	4942.972027272589	879.814331601313	687.8250556226595	0
6138	1632.5108549492688	917.7377909337661	654.1010341784266	0
5465	5965.3408419324605	1289.0954427292345	705.2107892780251	0
2334	4290.448253972288	1147.8093128450068	715.9470945937834	1
5932	3557.8817556128633	1028.6220760224626	726.3750746522176	0
8579	3036.549819094823	1157.7397477750335	931.025825698424	0
9280	5974.203800530077	1197.7716995106393	664.5048246364496	0
7844	4826.183779499526	1114.6017260501003	640.8193159411006	0
9271	6012.109569169263	1258.2383164696498	677.0091269836853	0
3739	1106.8847645023086	507.96594315053187	610.3335667415603	1
5863	4569.837612062993	599.9253629884407	566.4795612974026	0
2147	5586.175547613909	892.9052325072681	761.1950132432929	1
8782	2892.8577287440044	1168.6098683335442	665.5273697470527	0
9620	3906.3799931388858	1218.121039271962	901.2661484758997	0
9976	5382.252936131342	1170.6607477047899	644.5673504026785	0
3927	1110.8192915379861	167.66319630822093	608.3937664671972	1
6488	5024.909825253617	1166.231728390792	686.6505637003432	0
3893	4487.070151404846	1005.6776785997187	640.2234751132888	1
9445	6028.500247409411	1262.1910468355225	768.9729429650114	0
5679	5805.616471261587	273.12975723914883	729.0473093349093	0
2319	5221.685147500123	1072.5573396848245	707.4937485430548	1
9885	3407.9710671941334	1066.4401028272637	550.6294791593119	0
8164	5721.836318176539	926.9277404718592	722.8496196457208	0
696	5402.040062192444	1120.856332903734	288.5863266476331	1
3896	5669.0381496486	1169.6188993030712	645.1361130573636	1
5032	5433.965863599485	1046.4673133627389	525.0139667372712	1
1358	5527.591616504429	880.7936947575062	770.988431298807	1
9157	1255.4826847025756	785.6591585105714	662.8863030251182	0
3563	5051.743478700126	1183.1174085361108	673.9016355446555	1
3925	3016.7991270854645	877.7473409446893	748.106424840577	1
7547	6197.806681048628	1327.43975267729	721.8176952448435	0
2025	5585.877996927515	1080.1138456313458	787.0851787557042	1
7854	1212.0768982021996	531.2117895894254	613.1877275380135	0
6125	5817.310559151438	1240.3127595785108	709.0952201846098	0
4772	4735.1534259198	836.7893574075662	663.4830393244714	1
4666	5926.2495623526065	1198.0096226074243	627.8037507934135	1
3281	5446.452225423112	1086.3912609664671	631.276414864661	1
7975	5765.075143704308	1096.109144240261	708.2617448098051	0
6147	5012.046007602459	1100.555432611508	698.9216895982354	0
3578	2928.1723650139083	571.4048712678812	665.6816549298682	1
4445	5747.032277516501	1174.7541194896212	388.6364161028075	1
9026	5313.746126021024	1144.8548840966107	638.0449272634859	0
1555	4902.427941625079	734.1160076048079	624.029693445219	1
6944	716.9800839110826	425.75820711358676	631.5916472060069	0
7922	5794.187441853067	823.6045542437492	710.9229446127971	0
3138	5242.559915959146	744.2845543326167	169.202702435244	1
9714	5336.776113978203	1026.05082815939	701.5911553687436	0
9762	5866.052707938733	631.246129443503	738.4593626967988	0
1905	5652.391830316716	1192.189183638574	743.993739204592	1
3410	3823.837147048503	1131.656219442185	699.4806479853902	1
993	5470.192970164425	1095.2844620900282	797.481932579478	1
4907	5628.999372253813	1167.6374958959893	779.9199048447916	1
