Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[0, 2]	[[670.0074999999999, 118.07000000000001], [-0.7050000000000001, 2.38075]]	0	0.03333333333333333	0.3333333333333333	1	2.65184	36	36	0.6666666666666666	2.65184	0	0	0	0	1
[0, 2, 1]	[[670.0074999999999, 118.07000000000001], [-0.7050000000000001, 2.95875], [24.88, 30.44]]	0	0.03333333333333333	0.3333333333333333	1	2.65184	36	36	1.0	2.65184	0	0	0	0	1
[0]	[[-118.07000000000001, 155.29100000000003]]	0	1.0	1.0	13	460.2777368632645	399982	728	0.3333333333333333	6066.891530035061	72274	72274	1303	1303	1
[0]	[[-75.77867078431332, 190.5085]]	0	0.9933356716941424	0.9933356716941424	8	442.2525934734032	399982	194591	0.3333333333333333	3615.196773021924	42480	42765	1488	1498	1
[2, 0]	[[2.3719847082243675, 5.306747079497678], [998.3631932650602, 1061.2085]]	1	1.0	1.0	10	320.962295225913	399927	212951	0.6666666666666666	3209.62295225913	444	444	17	17	1
[0]	[[123.7603291188619, 165.29800000000003]]	0	1.0	1.0	4	468.7935315961222	399775	248842	0.3333333333333333	1875.1741263844888	4669	4669	222	222	1
[0]	[[-38.43281618626819, 192.50915340270018]]	0	0.9913562984619296	0.9913562984619296	11	442.2525934733927	399982	250073	0.3333333333333333	4970.895562904921	31196	31468	1498	1511	1
[0, 2]	[[908.5914999999999, 913.846981363675], [1.11875, 3.81175]]	1	1.0	1.0	10	471.39621581239123	399773	255014	0.6666666666666666	4713.962158123913	282	282	14	14	1
[0]	[[1119.6053495380352, 1266.2155]]	1	1.0	1.0	10	247.07120382977251	399119	265724	0.3333333333333333	2470.712038297725	151	151	8	8	1
[0]	[[-98.06543787099042, 152.13078342510119]]	0	1.0	1.0	1	460.2777368632645	399982	294302	0.3333333333333333	466.68396384885085	18930	18930	1032	1032	1
[0]	[[-67.19250000000005, 92.92507447404327]]	0	1.0	1.0	2	452.81452460125377	399982	301436	0.3333333333333333	910.045389378918	12995	12995	949	949	1
[0, 2]	[[201.895, 523.5288002986865], [1.89975, 4.67425]]	0	1.0	1.0	9	472.9422434447986	399989	302653	0.6666666666666666	4186.600238753984	4857	4857	360	360	1
[0]	[[1120.3465234475711, 1132.4295]]	1	1.0	1.0	3	263.81185455971337	398382	308116	0.3333333333333333	791.4355636791402	37	37	3	3	1
[0]	[[-29.818248095516964, 165.29800000000003]]	0	1.0	1.0	3	458.3605891138485	399982	315361	0.3333333333333333	1391.065261471165	15840	15840	1348	1348	1
[0, 1]	[[908.5914999999999, 913.846981363675], [22.509, 27.790999999999997]]	1	1.0	1.0	5	472.44004769141463	399773	324210	0.6666666666666666	2362.2002384570733	157	157	15	15	1
[0]	[[-5.749525557751504, 160.0875]]	0	1.0	1.0	2	458.36062697588085	399982	324973	0.3333333333333333	927.3769592996277	13876	13876	1331	1331	1
[2, 0]	[[2.3719847082243675, 2.577955129615627], [744.702, 1061.2085]]	1	1.0	1.0	13	449.2903623217141	399558	329525	0.6666666666666666	5840.774710182283	312	312	32	32	1
[0]	[[-80.65329068320298, 164.2169581157166]]	0	1.0	1.0	1	458.36065876756663	399982	331358	0.3333333333333333	463.6885293243229	12824	12824	1345	1345	1
[0, 2]	[[322.1142733894211, 408.4225], [1.1072500000000003, 3.29275]]	0	0.9936548223350253	0.9936548223350253	4	459.139172160346	399989	331910	0.6666666666666666	1791.6958608017299	1566	1576	165	166	1
[0, 2]	[[998.3631932650602, 1061.2085], [2.577955129615627, 5.306747079497678]]	1	1.0	1.0	3	318.90796474915936	399927	334836	0.6666666666666666	956.723894247478	145	145	16	16	1
