InstanceID	R_0	R_1	R_2	Class
608	6171.369210444621	3802.2515370681417	6048.649959452896	1
5734	11397.032180268872	2700.897248424695	9135.097886090163	0
5382	7197.331265180807	1204.1411457906297	2564.019029619062	0
2282	6345.773744393358	3621.829552655071	5364.525157169887	1
6647	4030.225316164863	1296.4051697585091	3304.9948655453386	0
3528	8293.935408620842	3335.0757778167863	6883.602173994486	1
5947	339.5600686664835	701.3320405036831	2019.2015590018939	0
7034	7426.413807475283	1533.6327900833073	4941.778110567823	0
5618	7100.577268267967	744.3776663963861	2224.2123345124073	0
5238	7567.556269742109	1383.5502798563464	3287.8466694903846	0
3173	9301.164901076943	3976.73387580865	7896.456294068855	1
4082	979.2552232332746	446.11137574246567	2197.406208887184	0
4684	5146.035907469683	1340.1787066868155	2419.133528004413	0
5967	6743.032059946426	2007.310614964687	5585.524783008475	0
2592	7665.2734803169715	4045.2939673471965	6744.63999015355	1
5862	7422.491748689697	1280.2233598834703	3034.8970492587496	0
6739	6909.306345617621	305.3450106139821	4355.458938535161	0
5407	9832.153488403084	2061.0986328687563	7447.234895776807	0
4418	10320.701398529904	1949.8042936834051	5402.7912857054935	0
4869	8440.408390597493	1289.1537991105124	3194.1387038602534	0
4455	7276.797543419017	2172.207807632894	6904.631078126994	0
2884	5443.587046459253	3004.433314676069	4494.043942988202	1
1488	5563.3918117144485	3075.6040436486865	4057.197756737029	1
145	5570.138310999552	3611.5902650498156	5669.7528678392255	1
257	9880.418570720567	5547.552242206483	8807.858614841887	1
3971	10346.634370467427	1977.6292289927596	5342.029691353565	0
830	10346.785353145524	5368.230322648259	8888.30673267136	1
141	10178.562647327562	5648.000792916788	8808.016556084182	1
1343	9441.672207971822	5007.539529779901	8418.549166060111	1
6317	4819.458442084676	1529.3559739412324	4719.126369679245	0
4229	5692.967381173864	1455.6584114514067	4455.577271493812	0
1467	8820.1548509932	5175.946729115313	7916.146952725382	1
3315	7755.555324977849	4624.413753337609	7266.638836848768	1
3838	2514.9701249937507	1109.426797753835	1920.9844416980884	0
4547	8116.219699266696	1316.7023082983903	2436.3370893127517	0
240	7363.070427692797	3365.6007237959475	6514.724542449229	1
5560	560.907764256086	614.69939918637	1635.1041382213677	0
5876	11745.161554607357	2630.829701323073	9001.18986906953	0
109	10463.672113013921	5997.9069055058435	9275.700341929474	1
5497	8612.230253862515	1963.4060466200847	5968.002763360919	0
1781	6899.472602137929	4293.239360850094	6666.34733326111	1
3266	9748.816440758186	4717.798826626966	8323.209111031001	1
3050	9357.733225180269	5356.4604306674955	8311.15240617852	1
4429	6456.364731530097	1434.4493268611384	4991.614193017503	0
4797	5621.559926769739	1125.7031146049073	2552.1023529952827	0
2936	10177.28591015221	4531.676670269466	8622.792112530113	1
4184	7633.720387887867	804.2689611277517	2415.45008691768	0
2588	11530.83609234934	6507.269426873154	9959.183717336644	1
6682	7108.308771403218	1069.6639441231564	2243.960520687684	0
3611	862.9340718460852	814.1515907718724	1664.061892899335	0
4713	1103.6282587946798	1080.7444557381061	2089.296143954225	0
6416	9948.59359320059	2074.1887999665546	7266.9467490878615	0
2375	9375.982425431992	4866.288632360615	7530.820196703986	1
1059	9399.930503834064	4762.394770180476	8180.310971450135	1
4551	9426.273965729311	1675.9989061443287	4644.0428396280295	0
3356	5974.881249750052	3291.197068355663	5390.28801822992	1
5608	8428.466002589532	1458.4897898355455	5190.037018061834	0
4176	7636.282386592987	1206.5057234161584	2481.8782823033084	0
4638	3516.3356791824863	1448.9352293654092	3627.3071044429116	0
5622	7883.308957331014	958.5772374251545	2454.807158928329	0
5139	7919.243928696003	1248.2552164670713	2657.002188078804	0
2640	9315.225775859975	4966.88830707179	7797.063337273824	1
1018	10557.071130812703	5434.004081967617	8994.47302616788	1
3850	7109.262560846521	1146.7188869097456	2331.287922107834	0
4997	6504.102118578007	365.4727683592496	3634.00634473031	0
987	10368.72726109489	5395.568222844194	8728.708038603809	1
881	8839.5829722209	4583.621015262067	7281.696348427547	1
