Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[0, 2]	[[670.0074999999999, 118.07000000000001], [-0.7050000000000001, 2.38075]]	0	0.03333333333333333	0.3333333333333333	1	2.65184	36	36	0.6666666666666666	2.65184	0	0	0	0	1
[0, 2, 1]	[[670.0074999999999, 118.07000000000001], [-0.7050000000000001, 2.95875], [24.88, 30.44]]	0	0.03333333333333333	0.3333333333333333	1	2.65184	36	36	1.0	2.65184	0	0	0	0	1
[0]	[[-118.07000000000001, 155.29100000000003]]	0	1.0	1.0	12	584.1802625694212	599988	728	0.3333333333333333	7010.163150833054	108480	108480	1303	1303	1
[0]	[[-75.77867078431332, 190.5085]]	0	0.9933635135455429	0.9933635135455429	12	580.1118752818293	599988	194591	0.3333333333333333	6961.342503381951	83822	84382	1488	1498	1
[0]	[[-38.43281618626819, 192.50915340270018]]	0	0.9914222694224328	0.9914222694224328	4	580.1118752818293	599988	250073	0.3333333333333333	2320.447501127317	72816	73446	1498	1511	1
[0, 2]	[[908.5914999999999, 913.846981363675], [1.11875, 3.81175]]	1	1.0	1.0	6	448.91413172688004	599626	255014	0.6666666666666666	2693.4847903612804	672	672	14	14	1
[0]	[[1119.6053495380352, 1266.2155]]	1	1.0	1.0	15	251.63251552045122	599982	265724	0.3333333333333333	40560.254277687716	374	374	8	8	1
[0, 1]	[[908.5914999999999, 913.846981363675], [22.509, 27.790999999999997]]	1	1.0	1.0	6	441.501072814279	599626	324210	0.6666666666666666	2649.006436885674	575	575	15	15	1
[0, 2]	[[119.85999999999999, 472.2225000000001], [1.613, 4.5600000000000005]]	0	1.0	1.0	1	557.4771863541248	599916	345139	0.6666666666666666	557.4771863541248	18318	18318	517	517	1
[2, 0]	[[0.008384308974753063, 0.7777054120972067], [1028.3328054580259, 1092.431]]	1	1.0	1.0	6	302.47824422743815	599858	353965	0.6666666666666666	1814.869465364629	276	276	8	8	1
[0, 2]	[[523.5288002986865, 600.2470000000001], [2.22525, 3.2610546162210023]]	0	1.0	1.0	2	488.0151428939456	599977	371953	0.6666666666666666	976.0302857878912	890	890	28	28	1
[0]	[[6.408949352679997, 189.2037847461919]]	0	0.9922184755623078	0.9922184755623078	5	606.0446640040993	599988	432785	0.3333333333333333	3030.2233200204964	26777	26987	1152	1161	1
[0]	[[-118.07000000000001, 165.29800000000003]]	0	1.0	1.0	10	584.9513242556282	599988	447642	0.3333333333333333	5849.5132425562815	28533	28533	1348	1348	1
[0]	[[-118.07000000000001, 164.2169581157166]]	0	1.0	1.0	2	584.9750990927494	599988	452929	0.3333333333333333	1169.9501981854987	27494	27494	1345	1345	1
[0, 2]	[[998.3631932650602, 1061.2085], [2.577955129615627, 5.683090704431418]]	1	1.0	1.0	2	324.7062193401763	599972	468331	0.6666666666666666	649.4124386803526	292	292	16	16	1
[0]	[[48.713005238536354, 133.9985]]	0	1.0	1.0	4	632.7152659838064	599988	469521	0.3333333333333333	2530.8610639352255	9332	9332	515	515	1
[0]	[[-18.31693632203187, 156.4172254642429]]	0	1.0	1.0	3	584.1802625694191	599988	478357	0.3333333333333333	1752.5407877082575	22073	22073	1307	1307	1
[0]	[[-3.9847860683681944, 164.2169581157166]]	0	1.0	1.0	2	584.9750990927494	599988	486198	0.3333333333333333	1169.9501981854987	21269	21269	1345	1345	1
[0]	[[-80.65329068320298, 166.491]]	0	1.0	1.0	2	584.9513242556282	599988	488140	0.3333333333333333	1169.9026485112563	21070	21070	1356	1356	1
[2, 0]	[[2.3719847082243675, 3.1165000000000003], [959.9192707934499, 1061.2085]]	1	1.0	1.0	9	341.3455117353348	599972	488679	0.6666666666666666	3072.109605618013	323	323	21	21	1
