InstanceID	R_0	R_1	R_2	Class
608	6928.281174487212	4189.496181076153	6779.92487302215	1
5734	12911.254418325194	3060.236058535445	10292.04151046056	0
5382	8280.919560027507	1344.4520460386436	2899.130538282798	0
2282	7153.812537132203	3950.7418248623376	6010.246057408483	1
6647	4602.279826368699	1474.8118415179474	3744.969882393273	0
3528	9420.089527975932	3607.769825399783	7788.304952593366	1
5947	379.9267991825287	798.6461637435851	2304.873780919437	0
7034	8385.96366670358	1729.4780797989695	5512.2961977167315	0
5618	8230.107657924422	817.2025090899375	2522.435156598095	0
5238	8687.167877504893	1535.8995466889364	3707.387335936779	0
3173	10498.469435191157	4270.367669003187	8885.529790382341	1
4082	1103.7722416952977	501.7419160703423	2477.7753644142063	0
4684	5846.201042036971	1516.0264972009923	2719.2182261348066	0
5967	7843.956760174563	2305.5791339021375	6466.293703415361	0
2592	8378.974627472975	4297.515787615775	7342.23605885062	1
5862	8497.662194061833	1429.8400131980125	3425.835824962666	0
6739	7839.836636294834	362.0954568595733	4887.40412255149	0
5407	11288.744632748367	2364.741949681289	8532.851622202985	0
4418	11820.745884543796	2159.598197849076	6115.849581070177	0
4869	9686.661034614073	1459.7561580241327	3630.225392058172	0
4455	8457.839032438498	2481.7379494229476	7959.563648868404	0
2884	6204.629302959458	3321.0291845149077	5077.531738855641	1
1488	6246.087835492108	3361.5539361987353	4502.725276460749	1
145	6274.765103690435	4010.7159179945625	6382.800009595082	1
257	11155.607676078249	6094.235529765515	9917.784119498752	1
3971	11721.240403740194	2181.100980180761	5915.848906429284	0
830	11490.576391883073	5721.493720888907	9814.044176972233	1
141	11409.37797277973	6137.724595066413	9794.159873240655	1
1343	10671.815414666935	5478.594735453681	9487.865419330328	1
6317	5598.438733834422	1737.926356198803	5417.338433519019	0
4229	6470.627468793099	1657.5807114893591	4994.048074309938	0
1467	9866.276428394665	5621.775860317467	8790.080262208921	1
3315	8717.838563643912	5084.276862028421	8124.82784974487	1
3838	2919.671192389125	1270.4834409655666	2179.2648397245475	0
4547	9294.167686354718	1460.5689403727374	2745.0745811190063	0
240	8272.9561192856	3638.001684072885	7268.747899617128	1
5560	635.5464395388399	699.2077549523276	1862.2323000295773	0
5876	13414.696998869329	3013.0639621133814	10219.851435985056	0
109	11917.76250211426	6672.895538897696	10537.92297453809	1
5497	9678.023532968584	2218.212499346678	6609.453148173838	0
1781	7717.182011992381	4715.2305103651215	7433.016816826979	1
3266	10868.874594987867	5031.107289563186	9231.947607425358	1
3050	10439.942859505392	5815.918053479911	9221.06144901805	1
4429	7271.2553074869365	1627.6987730831145	5554.622600716804	0
4797	6428.0109609561005	1268.0577573821004	2892.1009441014044	0
2936	11404.754077337748	4835.781794016054	9579.633336684194	1
4184	8761.35134038438	887.9571933098264	2717.6448193822257	0
2588	13049.111687683246	7164.8490313574	11244.361328668438	1
6682	8143.99780820803	1184.9126914679662	2519.158826046765	0
3611	988.1130430182926	937.415115525333	1893.7844390833106	0
4713	1255.7665908048186	1227.034281880867	2372.2748890800212	0
6416	11361.202106498076	2368.5423865288058	8245.315975435435	0
2375	10422.24589126608	5197.40553789243	8312.486963385309	1
1059	10586.286338525983	5180.930310470999	9157.012625958565	1
4551	10831.532634585172	1858.133361425366	5265.832198271695	0
3356	6800.5615734715575	3639.22190996396	6093.173706601979	1
5608	9482.569077477185	1647.7341990539833	5759.822888334847	0
4176	8796.82283411247	1336.5447247076258	2796.6843911501646	0
4638	4017.9448199804324	1656.6154613419867	4099.408727588297	0
5622	9045.214844537679	1057.9053484516016	2766.389240424231	0
5139	9103.096131618717	1385.2088340535195	2993.6860519702172	0
2640	10466.385524503266	5401.518832628926	8709.438903069404	1
1018	11827.44318403032	5845.917377525854	10045.991340127544	1
3850	8140.841351366911	1260.5581819568586	2610.1560453094007	0
4997	7424.681281213011	425.12141736298514	4134.326729345513	0
987	11348.554244987346	5702.487931685255	9516.849580134663	1
881	9882.816944800466	4959.069486069923	8074.94972336651	1
522	12200.354593022426	6059.460084887165	10172.493325632271	1
2860	11639.457834509694	5837.482093176191	9830.196945858239	1
5046	9588.179583556834	2010.9358804757255	6404.145847655097	0
4782	3019.235031896311	1331.4649101561574	2255.408007182985	0
1548	9671.205703426856	5236.697215921405	8392.576163049587	1
907	10820.302574784484	5721.862492399706	9354.422627165372	1
1127	11881.72649982735	6178.110784196347	10122.638133850412	1
5711	4607.910628883629	1347.6278749110188	2530.0962050766116	0
5672	3027.5645411141113	1020.2503289413067	2317.367700358739	0
1452	6685.426584123489	4016.968422725527	6445.428781453836	1
6261	4541.597600529843	1263.3104742727344	2560.2581467164923	0
5173	11625.127240685459	948.4599439931883	6105.523292554392	0
2698	8472.799762941531	4633.595115908913	7520.421117361906	1
1447	9315.30053316133	3339.344738276388	7669.141812983409	1
2212	3348.7449824112778	2317.937132684081	4109.420197754332	1
