R_0 R_1 R_2 R_3 Class
0.2500 17.0000 21.3000 0.0000 0
0.2569 49.0000 21.3000 0.0000 0
0.2639 83.0000 21.4000 0.0000 0
0.2708 181.0000 21.6000 0.0000 0
0.2778 184.0000 22.2000 0.0000 0
0.2847 88.0000 22.4000 0.0000 0
0.2917 110.0000 22.4000 0.0000 0
0.2986 192.0000 22.6000 0.0000 0
0.3056 402.0000 22.6000 0.0000 0
0.3125 418.0000 22.8000 0.0000 0
0.3194 412.0000 23.6000 0.0000 0
0.3264 283.0000 23.7000 0.0000 0
0.3333 545.0000 23.6000 0.0000 0
0.3403 596.0000 24.3000 0.0000 1
0.3472 612.0000 25.3000 0.0000 0
0.3542 658.0000 25.5000 0.0000 0
0.3611 396.0000 25.8000 0.0000 0
0.3681 705.0000 25.6000 0.0000 0
0.3750 662.0000 25.5000 0.0000 0
0.3819 573.0000 25.2000 0.0000 0
0.3889 779.0000 25.3000 0.0000 1
0.3958 808.0000 25.7000 0.0000 0
0.4028 842.0000 25.9000 0.0000 0
0.4097 873.0000 26.3000 0.0000 0
0.4167 905.0000 26.9000 0.0000 0
0.4236 934.0000 26.9000 0.0000 1
0.4306 968.0000 27.3000 0.0000 0
0.4375 506.0000 27.3000 0.9000 0
0.4444 568.0000 27.2000 0.4000 0
0.4514 361.0000 27.3000 0.4000 0
0.4583 730.0000 27.4000 0.0000 1
0.4653 473.0000 27.9000 0.9000 0
0.4722 412.0000 27.8000 0.4000 0
0.4792 435.0000 27.8000 0.4000 0
0.4861 343.0000 27.8000 0.4000 0
0.4931 298.0000 27.5000 0.4000 0
0.5000 371.0000 27.4000 1.3000 0
0.5069 476.0000 27.3000 1.3000 0
0.5139 512.0000 27.9000 1.3000 1
0.5208 1042.0000 29.6000 0.9000 0
0.5278 1005.0000 29.7000 1.3000 0
0.5347 1034.0000 29.8000 0.9000 0
0.5417 418.0000 29.5000 0.9000 0
0.5486 965.0000 29.2000 1.3000 1
0.5556 734.0000 29.5000 0.9000 0
0.5625 677.0000 29.4000 0.4000 0
0.5694 895.0000 29.1000 0.9000 0
0.5764 894.0000 29.5000 2.2000 1
0.5833 754.0000 29.8000 1.3000 0
0.5903 489.0000 29.7000 0.9000 0
0.5972 379.0000 29.2000 0.9000 0
0.6042 446.0000 28.9000 0.9000 0
0.6111 322.0000 28.7000 2.2000 0
0.6181 459.0000 28.7000 1.3000 0
0.6250 154.0000 28.6000 0.4000 0
0.6319 230.0000 28.4000 0.9000 0
0.6389 281.0000 28.3000 0.9000 0
0.6458 249.0000 28.4000 0.9000 0
0.6528 169.0000 28.4000 0.9000 0
0.6597 125.0000 27.4000 1.3000 0
0.6667 82.0000 26.1000 2.7000 0
0.6736 74.0000 24.7000 0.4000 0
0.6806 41.0000 25.8000 0.0000 0
0.6875 29.0000 27.5000 0.0000 0
0.6944 15.0000 26.6000 0.0000 0
0.7014 9.0000 24.8000 0.9000 0
0.7083 9.0000 25.3000 0.0000 0
0.7153 23.0000 27.2000 0.0000 0
0.7222 17.0000 27.2000 0.9000 0
0.7292 14.0000 25.2000 1.8000 0
0.7361 12.0000 24.7000 0.9000 0
0.7431 4.0000 26.8000 0.0000 0
