R_0 R_1 R_2 R_3 Class
0.2500 341.0000 24.4000 0.0000 0
0.2569 371.0000 24.8000 0.4000 0
0.2639 162.0000 24.9000 1.8000 0
0.2708 66.0000 25.3000 1.8000 0
0.2778 85.0000 25.3000 1.8000 0
0.2847 97.0000 25.2000 1.3000 0
0.2917 99.0000 25.5000 2.2000 0
0.2986 104.0000 25.9000 0.9000 0
0.3056 116.0000 26.3000 1.3000 0
0.3125 148.0000 26.6000 1.3000 0
0.3194 431.0000 26.8000 0.9000 0
0.3264 652.0000 27.0000 1.3000 0
0.3333 676.0000 27.3000 0.9000 0
0.3403 684.0000 27.8000 1.3000 0
0.3472 710.0000 28.3000 1.3000 1
0.3542 748.0000 28.7000 0.9000 0
0.3611 763.0000 29.0000 1.3000 0
0.3681 784.0000 29.1000 1.8000 0
0.3750 786.0000 29.2000 1.3000 0
0.3819 803.0000 29.4000 1.3000 1
0.3889 803.0000 29.7000 2.2000 0
0.3958 806.0000 29.4000 1.8000 0
0.4028 813.0000 29.8000 1.8000 0
0.4097 813.0000 29.8000 2.2000 1
0.4167 813.0000 29.8000 2.7000 0
0.4236 813.0000 29.8000 2.7000 0
0.4306 805.0000 29.6000 2.7000 0
0.4375 797.0000 29.6000 3.1000 0
0.4444 73.0000 29.6000 4.0000 0
0.4514 73.0000 29.3000 4.0000 0
0.4583 97.0000 29.3000 2.7000 0
0.4653 751.0000 29.4000 3.6000 0
0.4722 741.0000 29.4000 2.7000 0
0.4792 730.0000 29.6000 2.2000 0
0.4861 722.0000 29.8000 1.8000 1
0.4931 729.0000 29.9000 2.7000 0
0.5000 676.0000 29.6000 2.7000 0
0.5069 646.0000 29.4000 3.6000 0
0.5139 661.0000 29.3000 2.2000 0
0.5208 256.0000 29.4000 2.2000 0
0.5278 265.0000 28.9000 2.2000 0
0.5347 302.0000 28.7000 2.7000 0
0.5417 269.0000 28.4000 2.2000 0
0.5486 300.0000 28.3000 2.7000 0
0.5556 216.0000 28.4000 1.8000 0
0.5625 402.0000 28.3000 2.2000 0
0.5694 426.0000 28.6000 2.7000 0
0.5764 401.0000 28.5000 3.1000 0
0.5833 338.0000 28.4000 2.2000 0
0.5903 284.0000 28.3000 2.2000 0
0.5972 247.0000 28.2000 2.2000 0
0.6042 231.0000 28.0000 3.1000 0
0.6111 197.0000 27.9000 2.2000 0
0.6181 92.0000 27.8000 1.3000 0
0.6250 93.0000 27.6000 0.9000 0
0.6319 81.0000 27.7000 1.3000 0
0.6389 59.0000 27.4000 1.3000 0
0.6458 43.0000 27.2000 1.8000 0
0.6528 22.0000 27.0000 0.9000 0
0.6597 4.0000 26.8000 0.9000 0
0.6667 0.0000 26.7000 0.9000 0
0.6736 0.0000 26.5000 0.9000 0
0.6806 0.0000 26.3000 1.3000 0
0.6875 0.0000 26.2000 0.9000 0
0.6944 0.0000 26.1000 0.9000 0
0.7014 0.0000 26.0000 1.3000 0
0.7083 0.0000 25.9000 0.9000 0
0.7153 0.0000 25.8000 0.9000 0
0.7222 0.0000 25.7000 0.0000 0
0.7292 0.0000 25.6000 0.0000 0
0.7361 0.0000 25.5000 0.0000 0
0.7431 0.0000 25.4000 0.0000 0
