R_0 R_1 R_2 Class
680.4000 23.4400 0.0000 1
749.6000 27.4200 2.4000 1
725.0000 26.9000 1.3000 1
826.0000 25.7800 0.7000 1
473.8000 24.8100 0.0000 1
559.5000 26.7500 0.0000 1
979.2000 27.4800 0.0900 1
453.6000 25.2200 0.4000 1
417.0000 27.3000 0.0000 1
766.2000 26.1000 0.9000 1
837.8000 25.6100 0.4000 1
588.2000 26.4000 2.2000 1
765.4000 27.3600 1.1400 1
814.2000 26.2200 1.6000 1
610.3000 24.9700 0.2700 1
863.0000 26.2000 2.7000 1
836.0000 30.0500 1.5500 1
645.6000 23.6400 0.0000 1
723.2000 26.7400 0.7000 1
1072.0000 26.7000 1.8000 1
496.9000 25.7000 0.9400 1
1004.5000 28.2000 2.2000 1
448.2000 29.6400 1.0600 1
785.0000 27.9000 1.3000 1
518.4000 23.2300 0.7500 1
347.8000 24.4400 0.0000 1
341.2000 25.5000 0.0000 1
462.4000 21.5200 0.7000 1
843.2000 30.2600 3.6000 1
544.0000 26.9000 0.9000 1
583.2000 26.3400 0.1300 1
677.0000 26.4800 0.0000 1
417.2000 23.8800 0.4000 1
310.3000 23.4400 0.0000 1
295.6000 23.2800 0.0000 1
1042.1000 26.7500 1.8000 1
704.0000 27.6000 2.2000 1
644.2000 25.7400 0.0400 1
375.3000 29.8100 0.4900 1
452.9000 24.4000 1.0200 1
689.0000 24.0200 0.0000 1
881.7000 27.4000 0.7500 1
562.0000 24.2000 0.0000 1
836.6000 28.5800 1.6200 1
715.0000 26.6800 0.9800 1
781.0000 27.2500 1.7500 1
520.6000 25.0600 0.8000 1
917.3000 31.1300 1.9800 1
440.6000 26.7400 0.9000 1
167.5000 25.4500 0.0000 1
458.0000 22.7000 0.0000 1
758.0000 25.4400 0.4900 1
568.4000 22.8800 0.7500 1
555.8000 26.4600 0.0000 1
622.0000 25.8000 0.9000 1
638.9000 29.1100 1.3500 1
270.5000 27.4000 0.4000 1
403.0000 23.3400 0.6000 1
924.4000 26.8900 2.2800 1
598.2000 24.4800 0.0000 1
372.0000 26.5000 0.9000 1
775.5000 27.7000 1.8000 1
702.1000 24.1900 1.3900 1
620.5000 24.6500 0.6500 1
784.8000 25.3600 0.4000 1
859.0000 30.6000 2.0200 1
696.6000 24.8600 0.1600 1
651.2000 26.9000 1.9200 1
344.8000 24.1800 0.4000 1
332.2000 24.0100 0.0900 1
565.6000 23.2800 0.4000 1
805.5000 27.6800 0.8500 1
504.8000 26.0800 0.0000 1
826.0000 26.5500 1.1800 1
734.0000 23.0400 1.1400 1
401.0000 25.5600 0.0000 1
492.8000 28.0100 1.0300 1
531.2000 25.4800 0.5500 1
921.7000 28.0700 1.4500 1
531.0000 22.4000 0.0000 1
783.0000 27.7000 3.1000 1
605.6000 25.3600 0.6000 1
861.7000 25.3800 1.7100 1
886.1000 27.6000 1.2600 1
217.8000 21.7200 0.0000 1
742.6000 26.4600 0.0000 1
412.6000 29.0600 1.0800 1
625.2000 26.0200 2.3400 1
574.2000 27.1000 2.1100 1
719.2000 27.7700 2.8300 1
988.6000 26.6000 1.3000 1
884.5000 27.8200 1.0200 1
770.9000 24.5500 2.8200 1
704.4000 27.7000 1.6600 1
224.4000 22.9000 0.0000 1
678.0000 25.1700 2.2900 1
541.2000 27.5900 1.3900 1
348.7000 26.0300 0.0000 1
784.2000 29.1100 1.7500 1
839.1000 24.7500 0.0000 1
808.8000 25.5100 0.8100 1
255.2000 28.7600 0.0000 1
623.8000 23.5600 0.9000 1
592.0000 25.1000 0.0000 1
676.4000 24.6000 0.0000 1
460.4000 25.8300 0.9400 1
225.6000 22.7200 0.0000 1
636.8000 27.2100 2.2500 1
443.5000 23.6900 0.0000 1
580.0000 27.2000 1.8000 1
847.5000 27.4900 1.3000 1
455.0000 27.4100 0.4500 1
778.0000 25.1000 0.0000 1
654.2000 28.2600 1.7000 1
753.3000 27.8100 1.3000 1
505.0000 23.9000 0.0000 1
542.0000 23.7000 0.0000 1
448.4000 28.6600 1.0800 1
614.8000 26.3800 0.2400 1
897.6000 27.1100 1.3000 1
173.4000 20.4400 0.0000 1
276.4000 28.8200 0.0000 1
910.8000 29.7400 0.9000 1
651.2000 26.0800 0.0000 1
650.0000 28.2000 2.4300 1
596.7000 25.2500 1.5300 1
968.2000 28.0900 4.0500 1
826.4000 27.5600 0.7200 1
807.5000 27.7500 1.1000 1
760.2000 26.1600 2.2000 1
360.6000 22.2300 0.3600 1
655.6000 23.9600 0.9800 1
565.5000 24.8500 0.2000 1
840.6000 26.2700 0.0000 1
779.3000 27.0100 0.0000 1
942.2000 28.9200 1.3900 1
698.1000 26.3300 0.0000 1
915.5000 25.1000 2.2500 1
422.0000 26.3000 0.9000 1
257.0000 22.6600 0.0000 1
471.8000 22.7600 0.0000 1
601.4000 27.1600 1.2600 1
724.5000 27.9700 1.8900 1
724.2000 25.4600 1.2200 1
405.2000 27.3000 0.6800 1
319.6000 23.7000 0.0000 1
768.0000 26.7200 1.4800 1
579.0000 23.6900 0.0000 1
453.2000 22.0800 0.0000 1
327.0000 22.3000 0.0000 1
313.0000 27.8600 0.4000 1
904.5000 27.5500 0.6500 1
669.6000 27.7800 1.3000 1
1000.8000 29.0200 1.8800 1
644.0000 28.9000 2.2000 1
655.0000 26.3000 1.8000 1
328.1000 23.4400 0.0000 1
526.0000 23.0000 0.0000 1
400.3000 21.6400 0.0000 1
475.0000 25.2600 0.0000 1
573.4000 27.9600 1.3000 1
557.2000 23.1600 0.0000 1
1103.4000 28.0200 2.7000 1
714.0000 24.1800 1.8400 1
251.5000 20.8800 0.0000 1
695.6000 21.7000 0.0000 1
705.0000 28.6000 0.9000 1
830.6000 27.3400 0.9000 1
770.0000 28.3000 0.0000 1
716.4000 23.0400 0.4500 1
294.5000 22.9600 0.2800 1
823.4000 26.5600 2.2000 1
811.0000 26.8000 0.0000 1
688.0000 25.8000 0.9000 1
569.0000 24.7000 0.0000 1
692.6000 25.4600 0.9000 1
580.6000 27.1900 1.4500 1
692.0000 25.8000 1.3000 1
343.0000 25.8000 0.0000 1
954.7000 27.8700 2.7000 1
409.4000 23.8000 0.0000 1
499.8000 23.4800 0.0000 1
517.2000 24.2400 0.0000 1
953.5000 27.0000 2.2000 1
257.3000 25.8600 0.0000 1
708.0000 27.5100 0.4000 1
702.8000 26.8200 1.8000 1
447.0000 24.1000 0.0000 1
571.4000 28.1600 1.0600 1
709.7000 27.1000 1.9200 1
712.5000 24.8000 2.0000 1
594.0000 27.9000 2.1600 1
332.0000 24.2000 0.0000 1
683.6000 24.9600 0.0000 1
736.2000 29.2100 2.2000 1
518.4000 23.6400 0.1600 1
431.7000 23.0500 0.0000 1
813.0000 26.1000 1.8000 1
216.6000 23.1700 0.0000 1
864.9000 24.6600 0.0000 1
909.5000 26.1400 0.5500 1
1053.0000 30.4000 1.8000 1
597.8000 23.3500 0.0000 1
507.2000 23.7800 0.0000 1
408.6000 22.4000 0.0000 1
746.5000 27.3400 0.9000 1
819.4000 25.5000 0.0000 1
979.3000 30.2700 1.3000 1
836.4000 27.1900 0.4000 1
721.9000 25.8900 2.7400 1
761.8000 26.1900 0.0000 1
375.4000 22.7200 0.1600 1
528.7000 27.4800 0.9400 1
910.7000 27.3200 0.0000 1
867.0000 27.6600 2.3000 1
275.8000 25.2900 0.0000 1
642.8000 26.9800 0.0000 1
855.8000 27.6200 1.9800 1
433.4000 23.5600 0.0000 1
745.4000 29.1100 0.4000 1
809.5000 29.6000 1.8000 1
388.9000 24.3500 0.0400 1
858.6000 28.0600 1.6800 1
641.4000 25.8700 1.4500 1
765.2000 26.2000 0.4000 1
277.0000 23.6500 0.0000 1
830.0000 28.2000 0.9000 1
868.9000 28.9500 1.3000 1
968.1000 27.3100 1.3000 1
768.0000 29.2500 1.8000 1
785.0000 29.5800 1.0800 1
364.8000 22.8000 0.0000 1
675.6000 27.7700 1.4500 1
562.0000 27.1800 1.1200 1
615.8000 27.8500 0.9000 1
590.5000 23.4800 0.0000 1
428.1000 22.6500 0.5500 1
619.1000 26.7600 0.9000 1
296.7000 28.3200 0.0000 1
750.5000 26.9500 0.2000 1
640.3000 25.4000 0.0000 1
308.0000 23.9000 0.0000 1
543.6000 23.4600 1.4000 1
550.0000 27.3000 0.0000 1
632.8000 25.7200 0.0000 1
783.4000 30.1200 1.5000 1
356.3000 23.0100 0.4000 1
241.7000 23.0800 0.0000 1
877.0000 25.0000 0.9000 1
739.4000 25.3000 0.0000 1
856.0000 28.1000 1.4000 1
598.0000 25.0800 0.0000 1
359.4000 25.4200 0.0000 1
702.4000 30.3000 1.8600 1
690.0000 24.3400 0.0000 1
762.0000 26.9800 1.0600 1
649.6000 25.4000 0.0000 1
279.0000 25.2400 0.0000 1
239.2000 22.4800 0.0000 1
551.7000 25.2400 0.4000 1
564.0000 25.1000 0.0000 1
236.5000 23.2500 0.0000 1
792.0000 25.9000 0.0000 1
371.9000 25.7000 0.2800 1
722.4000 27.9600 2.7400 1
1030.0000 28.6000 2.2000 1
764.5000 26.9000 2.9000 1
765.4000 26.1400 2.7000 1
731.6000 25.0200 0.0000 1
574.7000 24.8100 0.0000 1
626.6000 26.9800 1.8800 1
516.5000 26.4200 0.4000 1
336.0000 23.8000 0.0000 1
234.0000 22.2900 0.0000 1
618.9000 26.8600 1.7500 1
786.0000 27.9500 1.3000 1
836.1000 27.9100 1.8000 1
741.0000 29.4000 2.7000 1
677.3000 25.4900 0.9000 1
391.4000 21.6800 0.0000 1
586.0000 24.4000 0.0000 1
258.6000 24.9600 0.0800 1
874.6000 26.0600 0.4000 1
812.7000 25.9300 0.0000 1
747.0000 26.4100 0.9000 1
1065.0000 28.9900 3.6000 1
794.0000 27.4000 0.0000 1
651.0000 28.2000 0.9000 1
444.1000 24.4300 0.0000 1
400.5000 23.4600 0.0000 1
835.2000 27.2400 1.6500 1
764.2000 27.6800 1.8400 1
615.6000 28.8200 0.7000 1
828.4000 28.6600 2.3800 1
719.0000 28.4500 0.9000 1
936.7000 28.6600 2.0800 1
822.4000 25.9400 1.2200 1
384.9000 22.8300 0.0000 1
693.3000 26.9400 0.2800 1
835.8000 28.1600 2.3000 1
677.0000 25.9000 0.9000 1
540.5000 27.9500 1.5500 1
632.0000 25.2600 1.0600 1
866.5000 27.3200 1.9300 1
718.2000 24.8700 0.7500 1
637.0000 24.5000 0.0000 1
566.0000 26.0500 0.4500 1
770.2000 27.3400 0.8000 1
612.5000 25.1500 0.0000 1
796.9000 27.3900 1.3900 1
401.4000 23.1400 0.5000 1
705.5000 26.8900 3.1500 1
345.0000 23.9000 0.0000 1
659.0000 22.9000 0.4000 1
685.8000 28.2900 1.4500 1
922.4000 29.1500 0.8500 1
439.0000 22.8000 0.0000 1
228.6000 24.5400 0.0000 1
510.0000 26.2200 0.9000 1
404.6000 27.0800 0.9000 1
730.0000 27.7000 0.0000 1
464.6000 23.3400 0.0800 1
845.6000 27.2700 1.3000 1
258.8000 21.4600 0.0000 1
246.4000 24.0400 0.2400 1
865.4000 28.7400 1.3000 1
888.4000 29.3800 4.0000 1
922.8000 28.7200 1.8000 1
960.2000 29.2800 1.9600 1
317.9000 24.0700 0.3600 1
744.0000 27.7000 2.7000 1
737.2000 24.9800 0.0000 1
466.0000 25.4000 0.0000 1
659.3000 27.9200 1.6500 1
745.2000 28.5800 1.0600 1
788.1000 28.5700 2.0800 1
557.7000 27.0000 0.7500 1
928.8000 28.1600 1.8000 1
985.4000 28.2600 0.9000 1
605.0000 25.8000 0.4000 1
822.5000 24.0000 1.1000 1
639.5000 30.1500 0.6500 1
477.2000 23.5100 0.7500 1
316.6000 26.0200 0.0000 1
744.1000 25.1200 0.0000 1
959.7000 30.5600 2.7900 1
701.5000 22.3500 0.4000 1
454.0000 23.3000 0.4000 1
659.0000 25.8000 1.8000 1
539.4000 24.6600 0.5000 1
736.0000 26.9600 0.0000 1
710.6000 25.4600 0.9000 1
773.6000 25.6000 1.0800 1
790.1000 26.3300 1.2900 1
1079.6000 28.3200 0.6800 1
893.8000 28.7600 1.2600 1
868.4000 29.5800 1.3000 1
371.4000 23.1000 0.9000 1
577.5000 26.0000 1.3000 1
792.6000 27.4400 2.9400 1
457.0000 22.4800 0.0000 1
649.0000 27.0200 0.7600 1
217.0000 20.7000 0.0000 1
673.3000 25.2300 1.1800 1
703.6000 25.4200 0.3200 1
372.4000 25.9000 0.0800 1
731.0000 29.1800 2.0400 1
290.8000 20.8900 0.0000 1
718.8000 27.5200 1.2200 1
659.0000 24.7400 0.9400 1
367.5000 22.6100 0.0000 1
803.7000 24.7600 0.0000 1
690.0000 25.7000 1.8000 1
254.2000 24.3000 0.0800 1
302.0000 22.2000 0.0000 1
747.6000 28.4200 1.3000 1
717.5000 25.6500 2.0000 1
551.4000 25.1800 1.2600 1
675.2000 26.7800 0.6000 1
352.0000 22.3000 0.0000 1
817.3000 27.4300 0.4000 1
789.4000 29.8400 0.5500 1
378.0000 26.7800 0.0800 1
775.0000 27.8200 1.6000 1
880.5000 27.9500 0.8500 1
656.0000 23.6000 0.0000 1
555.8000 27.5200 0.9000 1
684.6000 23.4500 0.4000 1
876.0000 27.7000 0.2000 1
799.5000 27.8400 0.5500 1
485.2000 23.5200 0.0000 1
884.0000 26.6000 0.0000 1
486.8000 23.5400 0.0000 1
950.4000 26.6000 0.0000 1
479.3000 26.7000 0.7500 1
490.7000 24.0200 0.0000 1
347.6000 23.9000 0.0000 1
837.8000 29.4200 2.4000 1
627.0000 28.0000 0.9000 1
460.0000 23.9800 0.0000 1
1085.0000 28.2400 1.1400 1
201.6000 21.5800 0.0000 1
870.0000 24.6500 0.9000 1
382.4000 22.1200 0.0800 1
475.0000 24.1000 0.0000 1
926.8000 28.2600 0.4000 1
741.6000 25.3000 1.4500 1
576.0000 28.6500 1.8000 1
828.2000 26.8600 1.5000 1
769.4000 28.2000 2.0200 1
446.3000 21.8400 0.4000 1
251.4000 22.6800 0.0000 1
532.4000 23.6100 0.0000 1
897.0000 26.2000 2.7000 1
773.0000 23.3800 0.0000 1
633.9000 27.9600 0.0000 1
226.0000 27.0000 0.0000 1
225.6000 21.3300 0.0000 1
632.4000 25.2500 0.5500 1
976.5000 29.8100 4.4500 1
936.5000 28.6500 1.8000 1
534.5000 24.1500 0.2000 1
730.5000 26.9900 3.1000 1
618.9000 23.9900 0.9000 1
618.0000 24.6500 0.8500 1
839.2000 26.8400 1.7000 1
366.0000 27.0600 0.3600 1
432.0000 23.7000 0.0000 1
922.5000 26.2000 0.4000 1
490.5000 24.5000 0.0000 1
892.0000 27.2400 1.6200 1
432.3000 25.7000 0.2800 1
709.2000 26.7800 2.7400 1
335.5000 25.1000 0.0000 1
210.2000 20.7600 0.0000 1
909.8000 26.6000 2.2000 1
368.9000 24.7400 0.0000 1
629.2000 27.2400 0.9000 1
584.9000 25.9000 0.8500 1
714.2000 27.0800 1.3000 1
695.8000 26.4000 0.4000 1
751.2000 23.6200 1.7000 1
460.8000 25.4600 0.0000 1
500.8000 24.1800 0.0000 1
695.0000 22.6000 0.2000 1
819.0000 24.5500 0.0000 1
597.2000 28.7200 0.9400 1
418.6000 24.5800 0.0000 1
887.0000 27.3000 2.7000 1
596.8000 22.8300 0.0000 1
467.7000 22.0700 0.4000 1
661.2000 24.4200 0.0000 1
469.0000 25.3000 0.0000 1
924.5000 27.4800 1.0200 1
695.0000 25.9800 0.3200 1
741.4000 26.2400 0.0000 1
560.6000 26.5600 0.0000 1
723.6000 27.3700 2.9800 1
928.1000 29.8400 1.3000 1
397.9000 23.2300 0.0000 1
721.4000 27.0500 0.0400 1
577.8000 23.9800 0.0000 1
767.5000 26.3000 2.4500 1
429.0000 21.9000 0.0000 1
740.9000 24.6600 0.0000 1
750.2000 28.2600 0.9000 1
511.3000 28.1600 0.4000 1
551.2000 24.6100 1.1800 1
703.8000 21.9600 0.3600 1
699.8000 27.5800 0.0800 1
469.5000 22.4900 1.3000 1
806.3000 28.2000 0.4000 1
769.2000 29.1400 1.3000 1
939.0000 27.7500 0.4000 1
610.6000 29.2600 2.2000 1
266.0000 25.4000 0.0000 1
696.4000 28.1000 0.9000 1
390.2000 25.6400 0.5800 1
849.2000 27.5800 3.4500 1
963.6000 30.2400 0.9000 1
623.1000 25.3100 1.3500 1
1186.0000 26.7600 2.1600 1
859.6000 28.5400 1.4500 1
478.5000 25.4500 1.3000 1
707.8000 28.1400 1.4000 1
423.7000 25.3100 0.8500 1
985.0000 27.9500 2.4500 1
842.3000 25.8700 0.0000 1
809.5000 28.0500 2.0000 1
719.2000 27.2700 1.4500 1
288.2000 23.1600 0.0000 1
881.0000 26.6400 1.8000 1
651.4000 24.3800 0.8000 1
541.6000 22.7000 0.0000 1
380.1000 23.2600 0.4000 1
429.6000 26.3200 0.4000 1
558.5000 23.7500 1.5500 1
805.2000 24.4200 0.0000 1
691.0000 26.7000 0.0000 1
1050.7000 28.5800 3.6000 1
405.8000 24.7600 0.0000 1
462.3000 24.1700 0.0000 1
885.2000 27.9800 1.1400 1
927.9000 27.5700 3.6900 1
640.8000 24.8200 0.7500 1
723.0000 27.1000 1.3000 1
450.6000 26.1800 0.4000 1
249.9000 21.7500 0.0400 1
597.6000 24.2500 1.2600 1
769.5000 25.8300 0.0000 1
806.0000 27.7500 3.1000 1
762.6000 26.3800 0.3600 1
816.5000 26.6500 2.0000 1
436.4000 23.7600 0.0000 1
781.3000 27.4200 0.0000 1
811.6000 25.2600 1.3000 1
640.0000 25.4900 0.2800 1
613.8000 28.0400 2.1600 1
936.0000 29.3000 0.6500 1
472.4000 24.6000 0.0900 1
820.8000 28.1000 0.0800 1
793.4000 29.1000 1.3000 1
596.4000 24.8800 0.0000 1
728.4000 28.3600 0.4500 1
235.7000 21.9800 0.0000 1
372.0000 21.4500 0.0000 1
825.8000 28.8400 2.2000 1
1033.1000 29.1100 1.8000 1
810.2000 27.7400 0.3200 1
941.4000 29.1600 0.4000 1
256.3000 23.8000 0.0000 1
624.2000 24.8800 0.9000 1
664.8000 22.8300 1.8400 1
799.0000 29.6000 0.9000 1
808.5000 29.3000 3.1000 1
567.6000 27.3800 1.7000 1
821.6000 28.5000 1.8800 1
945.2000 23.9800 0.0000 1
706.0000 25.4600 0.4900 1
796.0000 26.9000 3.1000 1
738.4000 27.0100 0.0000 1
671.0000 23.6800 0.0000 1
953.6000 29.7600 3.0200 1
455.3000 25.6000 1.3000 1
822.7000 27.6000 0.9000 1
574.4000 25.6800 0.0000 1
838.2000 27.8800 0.9000 1
446.8000 24.1600 0.0000 1
455.2000 24.8200 0.0000 1
188.8000 21.1700 0.0000 1
352.0000 21.7000 0.4000 1
900.0000 27.2000 0.4000 1
934.0000 29.4500 3.1000 1
737.4000 28.1800 2.7800 1
919.0000 30.2000 2.0000 1
518.4000 21.7400 0.4000 1
455.8000 23.2800 0.0000 1
496.0000 23.8000 0.0000 1
923.2000 28.8800 2.1200 1
740.0000 25.9400 0.0000 1
470.3000 25.5700 0.9400 1
766.1000 26.2600 0.0000 1
705.6000 26.9400 0.0000 1
364.2000 23.2200 0.0000 1
833.9000 28.3900 2.7000 1
557.0000 24.4400 0.0000 1
678.2000 23.3000 1.6800 1
794.0000 28.1000 1.6000 1
936.8000 28.4600 0.0000 1
573.0000 27.8000 0.0000 1
426.5000 26.5500 0.8500 1
267.4000 24.3200 0.0400 1
495.0000 23.4000 0.4000 1
229.5000 23.8900 0.0000 1
461.5000 22.2600 0.0000 1
514.0000 26.2400 0.0000 1
655.4000 26.9600 0.7600 1
896.6000 26.6000 0.4000 1
844.4000 28.9000 0.9400 1
347.0000 26.4800 0.4000 1
723.4000 25.7600 0.4000 1
