Explore_Iteration	MacroPopSize	MicroPopSize	Accuracy_Estimate	AveGenerality	ExpRules	Time(min)
10080	1091	2000	0.7708333333333334	0.566166666666667	0.0	9.766591509183248
20160	1210	2000	0.7721230158730159	0.5823333333333321	0.3851239669421488	10.860996580123901
30240	1221	2000	0.7721230158730159	0.5886666666666672	0.4348894348894349	11.943301085631052
40320	1217	2000	0.772420634920635	0.6053333333333354	0.4018077239112572	13.118634951114654
50400	1252	2000	0.7698412698412699	0.6176666666666694	0.40175718849840253	14.64030659198761
60480	1275	2000	0.7654761904761904	0.6220000000000029	0.38745098039215686	15.779784258206686
70560	1271	2000	0.7632936507936507	0.6313333333333363	0.3996852871754524	16.95994911591212
80640	1331	2000	0.7641865079365079	0.6360000000000023	0.40796393688955673	18.140114363034566
90720	1346	2000	0.7660714285714286	0.6335000000000022	0.4145616641901932	19.399885006745656
100800	1357	2000	0.7641865079365079	0.6375000000000036	0.4303610906411201	20.98775848944982
110880	1360	2000	0.7617063492063492	0.6400000000000028	0.4404411764705882	22.22986371119817
120960	1357	2000	0.7621031746031746	0.6470000000000034	0.41930729550478996	23.466491500536602
131040	1350	2000	0.758531746031746	0.6470000000000018	0.4525925925925926	24.76578514178594
141120	1366	2000	0.7583333333333333	0.6471666666666701	0.43484626647144947	26.011557932694753
151200	1371	2000	0.758531746031746	0.6490000000000049	0.43836615609044494	27.272546954949696
161280	1347	2000	0.7587301587301587	0.6498333333333371	0.4602821083890126	28.62453284660975
171360	1364	2000	0.7589285714285714	0.6500000000000032	0.47214076246334313	29.911755923430125
181440	1390	2000	0.7600198412698412	0.6505000000000041	0.47697841726618706	31.122492770353954
191520	1401	2000	0.7584325396825397	0.6565000000000055	0.4760885082084226	32.33030961354574
201600	1410	2000	0.7579365079365079	0.6525000000000054	0.4794326241134752	33.93757441838582
211680	1435	2000	0.7573412698412698	0.6548333333333379	0.5128919860627178	35.240545976161954
221760	1428	2000	0.758829365079365	0.6550000000000041	0.5266106442577031	36.50758293469747
231840	1401	2000	0.7552579365079365	0.6546666666666695	0.556745182012848	37.74954346815745
241920	1391	2000	0.7578373015873016	0.6563333333333383	0.5499640546369519	38.95745217005412
252000	1380	2000	0.7563492063492063	0.655833333333337	0.5666666666666667	40.1752508799235
262080	1413	2000	0.7587301587301587	0.6538333333333387	0.5789101203113942	41.364684069156645
272160	1411	2000	0.7583333333333333	0.6540000000000047	0.6165839829907866	42.55345435937246
282240	1439	2000	0.7575396825396825	0.6526666666666695	0.6177901320361362	43.75265681346257
292320	1403	2000	0.7501984126984127	0.6553333333333377	0.6478973627940128	44.93836706876755
