Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[0, 1, 2]	[[532.2860000000001, 1257.641], [23.691200000000002, 19.236], [0.23829999999999996, 3.3617]]	1	0.09166666666666667	0.9166666666666666	1	12.71455488	128	128	1.0	12.71455488	0	0	0	0	1
[0, 1, 2]	[[532.2860000000001, 1257.641], [23.691200000000002, 19.236], [-0.679, 2.5654000000000003]]	1	0.0803921568627451	0.803921568627451	1	17.580667507525682	180	180	1.0	17.580667507525682	0	0	0	0	1
[0, 1, 2]	[[532.2860000000001, 1257.641], [23.691200000000002, 19.236], [-0.28590000000000004, 2.5659]]	1	0.0774436090225564	0.7744360902255639	1	44.91117621319471	424	424	1.0	44.91117621319471	0	0	0	0	1
[0]	[[536.113, 913.287]]	1	0.7733822677226193	0.7733822677226193	3	801.1680524455908	199985	544	0.3333333333333333	2374.770011403724	60057	77655	3035	3924	1
[0, 1]	[[1257.641, 130.06], [26.0024, 30.5976]]	1	0.1	1.0	1	44.4	946	946	0.6666666666666666	44.4	0	0	0	0	1
[0]	[[-130.06, 160.03980377558884]]	0	1.0	1.0	5	807.4051972903582	199984	8215	0.3333333333333333	4103.018757482271	35681	35681	1875	1875	1
[1]	[[26.765, 30.354999999999997]]	1	0.6119842160764704	0.6119842160764704	2	782.3707139141131	199985	19230	0.3333333333333333	1550.4481012270048	35981	58794	2007	3279	1
[0]	[[287.413, 393.88257119739444]]	0	0.5672752216124948	0.5672752216124948	8	761.4681756752836	199892	26287	0.3333333333333333	6192.681756752836	10751	18952	623	1099	1
[0]	[[-130.06, 108.70396805987326]]	0	1.0	1.0	3	814.5766938246836	199918	47305	0.3333333333333333	2455.5871129737575	21809	21809	1441	1441	1
[1]	[[19.4896, 23.5104]]	0	0.675379659456972	0.675379659456972	4	765.4178619865199	199918	53539	0.3333333333333333	3103.111637415749	22014	32595	1517	2245	1
[2]	[[1.78335, 3.6166500000000004]]	0	0.5520295954385013	0.5520295954385013	1	800.2364178608545	199984	54952	0.3333333333333333	793.2955223260682	16265	29464	1130	2046	1
[1]	[[23.8542, 28.305799999999998]]	1	0.5409526894907959	0.5409526894907959	1	721.8941252257891	199998	61893	0.3333333333333333	795.7865854846788	46754	86429	3411	6308	1
[0]	[[-130.06, 203.08999999999997]]	0	0.9827003308876421	0.9827003308876421	2	805.369797996605	199984	75360	0.3333333333333333	1628.7844116003726	27323	27804	2211	2250	1
[1]	[[22.2142, 26.6658]]	0	0.5061196736174071	0.5061196736174071	4	728.1623798845715	199984	77642	0.3333333333333333	3265.6320879374225	33495	66180	2761	5452	1
[0]	[[808.9126381112021, 837.7894329209132]]	1	0.8754069251257769	0.8754069251257769	10	859.9696675929072	199960	82053	0.3333333333333333	8599.696675929072	2958	3379	252	288	1
[0, 2]	[[808.9126381112021, 837.7894329209132], [0.5876999999999999, 5.6123]]	1	0.8856088560885609	0.8856088560885609	9	860.4209527264995	199960	82132	0.6666666666666666	7743.788574538496	2160	2439	184	208	1
[0]	[[247.801, 676.999]]	0	0.4334325243468851	0.4334325243468851	1	792.3382257785012	199972	82458	0.3333333333333333	779.7268134266204	22431	51752	1925	4439	1
[0]	[[1042.29, 1063.315651368175]]	1	0.8888888888888888	0.8888888888888888	7	643.8756458377958	199449	89288	0.3333333333333333	4507.129520864571	264	297	24	27	1
[2]	[[2.7026916950961573, 4.0333000000000006]]	0	0.6428447528187338	0.6428447528187338	2	788.7343175095766	199972	92413	0.3333333333333333	1577.4686350191532	3706	5765	347	540	1
[0]	[[-68.01716138547822, 151.37911268610856]]	0	1.0	1.0	2	807.4052221050919	199984	92887	0.3333333333333333	1641.2076544500237	19016	19016	1789	1789	1
[0]	[[304.82451224135224, 494.707]]	0	0.5022401654276009	0.5022401654276009	2	781.3826156536713	199972	94585	0.3333333333333333	1557.4565391341785	10201	20311	974	1939	1
