InstanceID	R_0	R_1	R_2	R_3	R_4	R_5	Class
2413	2291.581550030787	4891.497115838584	2284.492935382867	1853.1134376427115	5661.239870620652	4128.404331706205	0
1364	792.8896854134546	5904.329357866903	2229.8635667259723	1523.3389082048857	10220.501482539623	3945.8206991684665	0
680	556.050900536941	5352.790909325085	2124.811770974178	2091.311390499788	9778.009613320546	3032.0894322521754	0
230	2135.370851434716	4708.028446832734	1427.9436873063635	2232.774363849588	10540.852066064006	4064.955995385089	0
2786	787.1806301838844	5147.09494798538	1521.175689977435	465.2953974260177	10130.036870072388	2674.962649759193	0
114	1970.7531797738886	5895.506821796318	1447.7599621542702	1823.1867534142395	10233.130014440798	3604.9731725935653	0
1863	2820.8329196923096	5791.039418100144	3939.523067460122	3047.7086438435767	9714.112353432545	5366.314265670256	0
494	2458.6878601040003	4197.5070026036465	2941.905561373076	2198.4570615676985	6434.02471378819	3427.2113250191032	0
4031	2631.856592938289	5583.089428093753	3291.4341580881355	2565.149778472504	7743.919308654164	4980.5347224674115	0
2113	516.0101131119825	4818.9360726368195	1144.6812813638694	1652.2520999013586	9779.478661907298	2453.6476524855693	0
339	2576.7222278553363	3095.4634537357665	2464.3353346241	1966.7482849777568	4549.909485935506	2746.2056198297205	0
564	1579.2754719393888	4901.49029668455	3009.3182975691952	2514.6017232291388	7927.620349607138	4093.192823327163	0
2610	2444.689674541297	6079.934264682926	3126.66332694156	2703.9576180559943	9184.027363924419	5163.220214213199	0
2241	1731.8953771057897	5467.4764431219	997.9764448715785	1716.728560999642	10367.573396782476	3045.749384853048	0
2367	2806.469109397591	4551.0520624997425	2861.8824111090157	2087.262722978141	7377.885407667219	3649.7514451195507	0
1334	1033.6067119857557	6175.352353970023	2734.4302176560154	2303.039745170554	8460.758147314333	4413.630464015012	0
3532	752.7079198240891	5705.335072856408	2143.647020226692	1961.6232002105746	9887.463733362714	3560.8642724123956	0
741	1404.0346308553255	4854.850657448515	797.4380744297862	1631.3783428184734	7318.990867433726	2516.8207917864697	0
3026	2466.682914274579	3813.361690374368	1872.365007737078	1954.3401780934867	9049.347449502504	3006.5700724276435	0
3997	2904.3185390498866	5926.568698625362	3083.35135264743	3071.522749562898	7622.576466426551	5147.768727113623	0
4219	955.2884542379594	6013.406235246178	2173.079230336095	1803.4530866059024	10472.820593529608	4062.3562124340315	0
4183	1342.0161579686153	5740.127382241833	2763.6957187109	1923.3915881725316	8941.176168553851	4486.951123298571	0
194	2050.797321592559	5763.943636679203	1441.968110548112	2018.6983086421983	10521.350637706291	4028.4908744319305	0
3067	2978.940279663222	3857.130650335141	3210.2685394815753	2240.418617317046	9561.684393245705	3190.5736276380203	0
1245	1859.6479824712292	6521.7275902091005	2496.4859282149505	2687.7362557195365	8527.04541228415	4753.331920628903	0
4027	2654.044502453771	5526.045810395156	3226.378552848784	2298.735108069579	7870.44097422789	4772.528728926371	0
3440	1474.8681158130512	6071.150536418312	2707.8214794991222	2322.886941051092	8507.539958527372	4403.120988346186	0
1326	1120.2135173081733	6262.088091075992	2838.326241442195	2572.6190176282253	8624.777360635104	4570.059118348414	0
2062	869.7345737461552	5511.661962328028	1574.019338078665	2075.4150738236963	10535.93484019458	3104.414609405446	0
691	503.9546027660866	4957.904154514135	1878.6162891758422	1837.481700731769	10359.2590596649	2532.589218404943	0
4195	1157.2837436408436	6123.217811678357	2267.0783351292653	635.0233687484317	10217.185456134079	3761.6069819859777	0
452	2112.3673382999973	2959.657800316875	3141.137018842112	2189.317652687268	9317.939693302234	2593.189296227359	0
2135	428.38936958533384	4756.576581050479	1133.7309532552758	1633.5696858217389	8992.616945849257	2423.0193939432534	0
923	2344.0193388023035	5941.349129751859	2896.262494377662	1953.0929684679131	8500.543952365299	3794.664608332921	0
3286	2684.085442819024	6661.223986644086	2535.290285507837	2637.852202777477	7773.795628873101	4848.885289487056	0
1057	2589.376154402275	5247.8148355000985	2720.686261390258	2593.0209592346164	4773.887945223169	4245.393600880345	0
1400	529.2067062993069	5699.927011531775	2213.9909559742327	2092.8713241253777	10120.86452145176	3858.202847384632	0
