Explore_Iteration	MacroPopSize	MicroPopSize	Accuracy_Estimate	AveGenerality	ExpRules	Time(min)
4290	642	1168	0.9125874125874126	0.6257134703196344	0.0	2.326824673016866
8580	1206	2000	0.934032634032634	0.6023333333333326	0.472636815920398	2.5596579988797505
12870	1364	2000	0.9284382284382284	0.5861666666666664	0.5813782991202346	3.2183916290601093
17160	1401	2000	0.9324009324009324	0.5739999999999997	0.6167023554603854	3.6342554807662966
21450	1447	2000	0.9398601398601398	0.5619166666666658	0.6088458880442295	4.068481373786926
25740	1482	2000	0.9396270396270396	0.5678333333333329	0.6052631578947368	4.510864845911661
30030	1483	2000	0.9372960372960373	0.5675000000000003	0.6318273769386379	4.949401863416036
34320	1480	2000	0.9398601398601398	0.5600833333333336	0.6168918918918919	5.412455797195435
38610	1447	2000	0.9466200466200466	0.5630000000000009	0.6316516931582584	5.883635977904002
42900	1480	2000	0.9473193473193473	0.5525833333333329	0.6027027027027027	6.293703254063924
47190	1523	2000	0.9501165501165502	0.5569166666666667	0.6336178594878529	6.832578814029693
51480	1523	2000	0.9543123543123543	0.5550000000000003	0.623768877216021	8.344543993473053
55770	1499	2000	0.9552447552447553	0.5701666666666672	0.6344229486324217	9.09265985886256
60060	1474	2000	0.955011655011655	0.5759999999999994	0.6316146540027137	9.567559858163198
64350	1445	2000	0.9568764568764568	0.5885833333333325	0.6373702422145329	10.093094607194265
68640	1456	2000	0.9599067599067599	0.5945833333333338	0.6256868131868132	10.573717371622722
72930	1467	2000	0.9606060606060606	0.597583333333334	0.6257668711656442	11.12931075890859
77220	1474	2000	0.9610722610722611	0.5919166666666653	0.6458616010854816	11.548594105243684
81510	1453	2000	0.9585081585081585	0.6033333333333335	0.6407432897453544	11.952129447460175
85800	1479	2000	0.965034965034965	0.6003333333333343	0.6328600405679513	12.484180724620819
90090	1499	2000	0.9668997668997669	0.6003333333333324	0.6117411607738492	13.076180386543275
94380	1451	2000	0.9682983682983684	0.6070833333333325	0.6457615437629222	13.499594255288441
98670	1423	2000	0.9696969696969697	0.6173333333333332	0.6373858046380886	14.021446347236633
102960	1449	2000	0.9710955710955711	0.6196666666666646	0.6259489302967564	15.643159818649291
107250	1450	2000	0.9724941724941725	0.6172499999999992	0.6358620689655172	16.5615297238032
111540	1453	2000	0.9717948717948718	0.6162499999999992	0.6386785960082588	17.467800891399385
115830	1453	2000	0.9703962703962704	0.6214166666666657	0.6407432897453544	18.351796674728394
120120	1459	2000	0.9790209790209791	0.6287499999999997	0.6490747087045922	19.384210316340127
124410	1438	2000	0.9815850815850816	0.6354999999999978	0.6474269819193325	20.370145865281422
128700	1431	2000	0.9778554778554779	0.6311666666666665	0.6694619147449337	21.28740552266439
132990	1437	2000	0.9776223776223776	0.6349166666666658	0.6555323590814196	22.257511500517527
137280	1441	2000	0.9710955710955711	0.6374999999999985	0.6537126995142263	23.183805672327676
141570	1461	2000	0.9741258741258741	0.6352500000000009	0.6659822039698836	24.117475044727325
145860	1448	2000	0.9741258741258741	0.6459166666666657	0.6526243093922652	25.068864293893178
150150	1390	2000	0.9755244755244755	0.655416666666665	0.6712230215827338	25.978991345564523
154440	1414	2000	0.9764568764568765	0.6481666666666658	0.6492220650636492	26.886031007766725
158730	1421	2000	0.9731934731934732	0.6434166666666652	0.6530612244897959	27.79386050303777
163020	1429	2000	0.9745920745920746	0.6479166666666655	0.6536039188243526	29.019016702969868
167310	1407	2000	0.9738927738927738	0.6444999999999999	0.6631130063965884	30.194279102484384
171600	1421	2000	0.9734265734265735	0.6515833333333323	0.6396903589021815	31.303686026732127
175890	1429	2000	0.9713286713286713	0.6568333333333333	0.655003498950315	32.200687205791475
180180	1423	2000	0.9731934731934732	0.6543333333333332	0.6690091356289529	33.100271022319795
184470	1404	2000	0.9734265734265735	0.6588333333333313	0.6709401709401709	34.00318989753723
188760	1385	2000	0.9755244755244755	0.6590833333333322	0.691696750902527	34.87678039471309
193050	1380	2000	0.972960372960373	0.6646666666666664	0.6992753623188406	35.74710099299749
197340	1391	2000	0.9703962703962704	0.6631666666666652	0.6815240833932422	36.87688279946645
201630	1402	2000	0.9638694638694638	0.6628333333333319	0.6797432239657631	39.01562745968501
205920	1413	2000	0.9636363636363636	0.6634999999999986	0.6956829440905874	40.32464907964071
210210	1381	2000	0.9694638694638694	0.6688333333333336	0.717595944967415	41.60555973847707
214500	1353	2000	0.9734265734265735	0.6692499999999989	0.7250554323725056	42.761389164129895
218790	1375	2000	0.9731934731934732	0.6673333333333323	0.7076363636363636	43.99050951401393
223080	1395	2000	0.9687645687645687	0.6715833333333308	0.7146953405017921	45.13708830674489
227370	1382	2000	0.9682983682983684	0.6689999999999984	0.6975397973950795	46.2564970890681
231660	1355	2000	0.9662004662004662	0.670999999999999	0.7298892988929889	47.40598013798396
235950	1349	2000	0.9664335664335665	0.6778333333333311	0.7323943661971831	48.43977421919505
240240	1351	2000	0.9687645687645687	0.6834166666666631	0.7261287934863064	49.577428845564526
244530	1325	2000	0.9668997668997669	0.6849999999999982	0.7411320754716981	50.71678885221481
248820	1321	2000	0.9636363636363636	0.6918333333333302	0.7486752460257381	51.93556765317917
253110	1301	2000	0.9636363636363636	0.6933333333333314	0.7340507302075326	53.06307579278946
257400	1308	2000	0.9606060606060606	0.6916666666666655	0.7492354740061162	54.24052297274272
261690	1330	2000	0.9585081585081585	0.6907499999999981	0.7368421052631579	55.332617330551145
265980	1356	2000	0.955011655011655	0.6919166666666635	0.7389380530973452	56.47613931496938
270270	1337	2000	0.9533799533799534	0.6885833333333298	0.7576664173522812	57.6278723637263
274560	1307	2000	0.9531468531468531	0.6925833333333309	0.7589900535577658	58.72266076405843
278850	1278	2000	0.9536130536130536	0.6912499999999991	0.7621283255086072	59.77321966091792
283140	1248	2000	0.9627039627039627	0.703249999999998	0.7660256410256411	62.65339188973109
287430	1250	2000	0.9629370629370629	0.7104999999999967	0.7696	62.994614311059316
291720	1264	2000	0.9636363636363636	0.7109999999999979	0.7634493670886076	63.31721221605937
296010	1257	2000	0.9540792540792541	0.7129166666666655	0.766109785202864	63.65345639387767
